Indicator 58 Monthly total of fuel used by vehicles at Australian Antarctic Stations,,,,,,,
Date,Latitude,Longitude,Place,Parameter,Value,Error,Unit of measure
Sep-03,-68.57661111,77.96738889,Davis,Fuel usage,1835,,litres
Sep-03,-66.28180556,110.5276111,Casey,Fuel usage,3185,,litres
Sep-03,-54.61988889,158.861,Macquarie Island,Fuel usage,151,,litres
Oct-03,-67.60269444,62.87380556,Mawson,Fuel usage,2100,,litres
Oct-03,-68.57661111,77.96738889,Davis,Fuel usage,1000,,litres
Oct-03,-66.28180556,110.5276111,Casey,Fuel usage,8168,,litres
Oct-03,-54.61988889,158.861,Macquarie Island,Fuel usage,103,,litres
Nov-03,-67.60269444,62.87380556,Mawson,Fuel usage,1300,,litres
Nov-03,-68.57661111,77.96738889,Davis,Fuel usage,1000,,litres
Nov-03,-66.28180556,110.5276111,Casey,Fuel usage,17412,,litres
Nov-03,-54.61988889,158.861,Macquarie Island,Fuel usage,185,,litres
Dec-03,-67.60269444,62.87380556,Mawson,Fuel usage,970,,litres
Dec-03,-68.57661111,77.96738889,Davis,Fuel usage,3600,,litres
Dec-03,-66.28180556,110.5276111,Casey,Fuel usage,11010,,litres
Dec-03,-54.61988889,158.861,Macquarie Island,Fuel usage,370,,litres
Jan-04,-67.60269444,62.87380556,Mawson,Fuel usage,2520,,litres
Jan-04,-68.57661111,77.96738889,Davis,Fuel usage,800,,litres
Jan-04,-66.28180556,110.5276111,Casey,Fuel usage,8486,,litres
Jan-04,-54.61988889,158.861,Macquarie Island,Fuel usage,395,,litres
Feb-04,-67.60269444,62.87380556,Mawson,Fuel usage,503,,litres
Feb-04,-68.57661111,77.96738889,Davis,Fuel usage,550,,litres
Feb-04,-66.28180556,110.5276111,Casey,Fuel usage,6563,,litres
Feb-04,-54.61988889,158.861,Macquarie Island,Fuel usage,195,,litres
Mar-04,-67.60269444,62.87380556,Mawson,Fuel usage,5,,litres
Mar-04,-68.57661111,77.96738889,Davis,Fuel usage,100,,litres
Mar-04,-66.28180556,110.5276111,Casey,Fuel usage,2515,,litres
Mar-04,-54.61988889,158.861,Macquarie Island,Fuel usage,517,,litres
Apr-04,-67.60269444,62.87380556,Mawson,Fuel usage,5,,litres
Apr-04,-68.57661111,77.96738889,Davis,Fuel usage,800,,litres
Apr-04,-66.28180556,110.5276111,Casey,Fuel usage,1743,,litres
Apr-04,-54.61988889,158.861,Macquarie Island,Fuel usage,296,,litres
May-04,-67.60269444,62.87380556,Mawson,Fuel usage,7,,litres
May-04,-68.57661111,77.96738889,Davis,Fuel usage,1750,,litres
May-04,-66.28180556,110.5276111,Casey,Fuel usage,2494,,litres
May-04,-54.61988889,158.861,Macquarie Island,Fuel usage,326,,litres
Jun-04,-67.60269444,62.87380556,Mawson,Fuel usage,9,,litres
Jun-04,-68.57661111,77.96738889,Davis,Fuel usage,2050,,litres
Jun-04,-66.28180556,110.5276111,Casey,Fuel usage,1909,,litres
Jun-04,-54.61988889,158.861,Macquarie Island,Fuel usage,255,,litres
Jul-04,-67.60269444,62.87380556,Mawson,Fuel usage,9,,litres
Jul-04,-68.57661111,77.96738889,Davis,Fuel usage,1800,,litres
Jul-04,-66.28180556,110.5276111,Casey,Fuel usage,3976,,litres
Jul-04,-54.61988889,158.861,Macquarie Island,Fuel usage,300,,litres
Aug-04,-67.60269444,62.87380556,Mawson,Fuel usage,5,,litres
Aug-04,-68.57661111,77.96738889,Davis,Fuel usage,2000,,litres
Aug-04,-66.28180556,110.5276111,Casey,Fuel usage,18,,litres
Sep-04,-67.60269444,62.87380556,Mawson,Fuel usage,29,,litres
Sep-04,-68.57661111,77.96738889,Davis,Fuel usage,2200,,litres
Sep-04,-66.28180556,110.5276111,Casey,Fuel usage,1421,,litres
Oct-04,-67.60269444,62.87380556,Mawson,Fuel usage,2200,,litres
Oct-04,-68.57661111,77.96738889,Davis,Fuel usage,6650,,litres
Oct-04,-66.28180556,110.5276111,Casey,Fuel usage,5889,,litres
Oct-04,-54.61988889,158.861,Macquarie Island,Fuel usage,314,,litres
Nov-04,-67.60269444,62.87380556,Mawson,Fuel usage,2400,,litres
Nov-04,-68.57661111,77.96738889,Davis,Fuel usage,2250,,litres
Nov-04,-66.28180556,110.5276111,Casey,Fuel usage,18063,,litres
Nov-04,-54.61988889,158.861,Macquarie Island,Fuel usage,189,,litres
Dec-04,-67.60269444,62.87380556,Mawson,Fuel usage,2100,,litres
Dec-04,-68.57661111,77.96738889,Davis,Fuel usage,4100,,litres
Dec-04,-66.28180556,110.5276111,Casey,Fuel usage,6941,,litres
Dec-04,-54.61988889,158.861,Macquarie Island,Fuel usage,500,,litres
Jan-05,-67.60269444,62.87380556,Mawson,Fuel usage,1050,,litres
Jan-05,-68.57661111,77.96738889,Davis,Fuel usage,3600,,litres
Jan-05,-66.28180556,110.5276111,Casey,Fuel usage,19362,,litres
Jan-05,-54.61988889,158.861,Macquarie Island,Fuel usage,192,,litres
Feb-05,-67.60269444,62.87380556,Mawson,Fuel usage,4150,,litres
Feb-05,-68.57661111,77.96738889,Davis,Fuel usage,405,,litres
Feb-05,-66.28180556,110.5276111,Casey,Fuel usage,11700,,litres
Feb-05,-54.61988889,158.861,Macquarie Island,Fuel usage,342,,litres
Mar-05,-67.60269444,62.87380556,Mawson,Fuel usage,900,,litres
Mar-05,-68.57661111,77.96738889,Davis,Fuel usage,900,,litres
Mar-05,-66.28180556,110.5276111,Casey,Fuel usage,4400,,litres
Mar-05,-54.61988889,158.861,Macquarie Island,Fuel usage,1771,,litres
Apr-05,-67.60269444,62.87380556,Mawson,Fuel usage,1600,,litres
Apr-05,-68.57661111,77.96738889,Davis,Fuel usage,980,,litres
Apr-05,-66.28180556,110.5276111,Casey,Fuel usage,3674,,litres
Apr-05,-54.61988889,158.861,Macquarie Island,Fuel usage,133,,litres
May-05,-67.60269444,62.87380556,Mawson,Fuel usage,1730,,litres
May-05,-68.57661111,77.96738889,Davis,Fuel usage,1650,,litres
May-05,-66.28180556,110.5276111,Casey,Fuel usage,1729,,litres
May-05,-54.61988889,158.861,Macquarie Island,Fuel usage,70,,litres
Jun-05,-67.60269444,62.87380556,Mawson,Fuel usage,550,,litres
Jun-05,-68.57661111,77.96738889,Davis,Fuel usage,900,,litres
Jun-05,-66.28180556,110.5276111,Casey,Fuel usage,1200,,litres
Jun-05,-54.61988889,158.861,Macquarie Island,Fuel usage,127,,litres
Jul-05,-67.60269444,62.87380556,Mawson,Fuel usage,1245,,litres
Jul-05,-68.57661111,77.96738889,Davis,Fuel usage,400,,litres
Jul-05,-66.28180556,110.5276111,Casey,Fuel usage,810,,litres
Jul-05,-54.61988889,158.861,Macquarie Island,Fuel usage,120,,litres
Aug-05,-67.60269444,62.87380556,Mawson,Fuel usage,1445,,litres
Aug-05,-68.57661111,77.96738889,Davis,Fuel usage,900,,litres
Aug-05,-66.28180556,110.5276111,Casey,Fuel usage,1638,,litres
Aug-05,-54.61988889,158.861,Macquarie Island,Fuel usage,156,,litres
Sep-05,-67.60269444,62.87380556,Mawson,Fuel usage,1860,,litres
Sep-05,-68.57661111,77.96738889,Davis,Fuel usage,500,,litres
Sep-05,-66.28180556,110.5276111,Casey,Fuel usage,7436,,litres
Sep-05,-54.61988889,158.861,Macquarie Island,Fuel usage,135,,litres
Oct-05,-67.60269444,62.87380556,Mawson,Fuel usage,1988,,litres
Oct-05,-68.57661111,77.96738889,Davis,Fuel usage,4700,,litres
Oct-05,-66.28180556,110.5276111,Casey,Fuel usage,3782,,litres
Oct-05,-54.61988889,158.861,Macquarie Island,Fuel usage,121,,litres
Nov-05,-67.60269444,62.87380556,Mawson,Fuel usage,1100,,litres
Nov-05,-68.57661111,77.96738889,Davis,Fuel usage,9600,,litres
Nov-05,-66.28180556,110.5276111,Casey,Fuel usage,11500,,litres
Nov-05,-54.61988889,158.861,Macquarie Island,Fuel usage,200,,litres
Dec-05,-67.60269444,62.87380556,Mawson,Fuel usage,1899,,litres
Dec-05,-68.57661111,77.96738889,Davis,Fuel usage,3950,,litres
Dec-05,-66.28180556,110.5276111,Casey,Fuel usage,30500,,litres
Dec-05,-54.61988889,158.861,Macquarie Island,Fuel usage,217,,litres
Jan-06,-67.60269444,62.87380556,Mawson,Fuel usage,2130,,litres
Jan-06,-68.57661111,77.96738889,Davis,Fuel usage,7000,,litres
Jan-06,-66.28180556,110.5276111,Casey,Fuel usage,20225,,litres
Jan-06,-54.61988889,158.861,Macquarie Island,Fuel usage,195,,litres
Feb-06,-67.60269444,62.87380556,Mawson,Fuel usage,2394,,litres
Feb-06,-68.57661111,77.96738889,Davis,Fuel usage,5215,,litres
Feb-06,-66.28180556,110.5276111,Casey,Fuel usage,19240,,litres
Feb-06,-54.61988889,158.861,Macquarie Island,Fuel usage,255,,litres
Mar-06,-68.57661111,77.96738889,Davis,Fuel usage,755,,litres
Mar-06,-66.28180556,110.5276111,Casey,Fuel usage,13600,,litres
Mar-06,-54.61988889,158.861,Macquarie Island,Fuel usage,265,,litres
Apr-06,-67.60269444,62.87380556,Mawson,Fuel usage,450,,litres
Apr-06,-68.57661111,77.96738889,Davis,Fuel usage,550,,litres
Apr-06,-66.28180556,110.5276111,Casey,Fuel usage,3040,,litres
Apr-06,-54.61988889,158.861,Macquarie Island,Fuel usage,500,,litres
May-06,-67.60269444,62.87380556,Mawson,Fuel usage,800,,litres
May-06,-68.57661111,77.96738889,Davis,Fuel usage,700,,litres
May-06,-66.28180556,110.5276111,Casey,Fuel usage,3467,,litres
May-06,-54.61988889,158.861,Macquarie Island,Fuel usage,162,,litres
Jun-06,-67.60269444,62.87380556,Mawson,Fuel usage,1435,,litres
Jun-06,-68.57661111,77.96738889,Davis,Fuel usage,600,,litres
Jun-06,-66.28180556,110.5276111,Casey,Fuel usage,1906,,litres
Jun-06,-54.61988889,158.861,Macquarie Island,Fuel usage,70,,litres
Jul-06,-67.60269444,62.87380556,Mawson,Fuel usage,607,,litres
Jul-06,-68.57661111,77.96738889,Davis,Fuel usage,1150,,litres
Jul-06,-66.28180556,110.5276111,Casey,Fuel usage,1990,,litres
Jul-06,-54.61988889,158.861,Macquarie Island,Fuel usage,34,,litres
Aug-06,-67.60269444,62.87380556,Mawson,Fuel usage,400,,litres
Aug-06,-68.57661111,77.96738889,Davis,Fuel usage,950,,litres
Aug-06,-66.28180556,110.5276111,Casey,Fuel usage,4650,,litres
Aug-06,-54.61988889,158.861,Macquarie Island,Fuel usage,45,,litres
Sep-06,-67.60269444,62.87380556,Mawson,Fuel usage,260,,litres
Sep-06,-68.57661111,77.96738889,Davis,Fuel usage,150,,litres
Sep-06,-66.28180556,110.5276111,Casey,Fuel usage,4672,,litres
Sep-06,-54.61988889,158.861,Macquarie Island,Fuel usage,142,,litres
Oct-06,-67.60269444,62.87380556,Mawson,Fuel usage,3082,,litres
Oct-06,-68.57661111,77.96738889,Davis,Fuel usage,1300,,litres
Oct-06,-66.28180556,110.5276111,Casey,Fuel usage,4723,,litres
Oct-06,-54.61988889,158.861,Macquarie Island,Fuel usage,94,,litres
Nov-06,-67.60269444,62.87380556,Mawson,Fuel usage,2700,,litres
Nov-06,-68.57661111,77.96738889,Davis,Fuel usage,5550,,litres
Nov-06,-66.28180556,110.5276111,Casey,Fuel usage,30705,,litres
Nov-06,-54.61988889,158.861,Macquarie Island,Fuel usage,0,,litres
Dec-06,-67.60269444,62.87380556,Mawson,Fuel usage,1000,,litres
Dec-06,-68.57661111,77.96738889,Davis,Fuel usage,1600,,litres
Dec-06,-66.28180556,110.5276111,Casey,Fuel usage,21343,,litres
Dec-06,-54.61988889,158.861,Macquarie Island,Fuel usage,112,,litres
Jan-07,-67.60269444,62.87380556,Mawson,Fuel usage,1065,,litres
Jan-07,-68.57661111,77.96738889,Davis,Fuel usage,1300,,litres
Jan-07,-66.28180556,110.5276111,Casey,Fuel usage,26200,,litres
Jan-07,-54.61988889,158.861,Macquarie Island,Fuel usage,126,,litres
Feb-07,-67.60269444,62.87380556,Mawson,Fuel usage,850,,litres
Feb-07,-68.57661111,77.96738889,Davis,Fuel usage,3600,,litres
Feb-07,-66.28180556,110.5276111,Casey,Fuel usage,41500,,litres
Feb-07,-54.61988889,158.861,Macquarie Island,Fuel usage,110,,litres
Mar-07,-67.60269444,62.87380556,Mawson,Fuel usage,1800,,litres
Mar-07,-68.57661111,77.96738889,Davis,Fuel usage,2350,,litres
Mar-07,-66.28180556,110.5276111,Casey,Fuel usage,13124,,litres
Mar-07,-54.61988889,158.861,Macquarie Island,Fuel usage,100,,litres
Apr-07,-67.60269444,62.87380556,Mawson,Fuel usage,450,,litres
Apr-07,-68.57661111,77.96738889,Davis,Fuel usage,350,,litres
Apr-07,-66.28180556,110.5276111,Casey,Fuel usage,355,,litres
Apr-07,-54.61988889,158.861,Macquarie Island,Fuel usage,446,,litres
May-07,-67.60269444,62.87380556,Mawson,Fuel usage,216,,litres
May-07,-68.57661111,77.96738889,Davis,Fuel usage,450,,litres
May-07,-66.28180556,110.5276111,Casey,Fuel usage,5828,,litres
May-07,-54.61988889,158.861,Macquarie Island,Fuel usage,112,,litres
Jun-07,-67.60269444,62.87380556,Mawson,Fuel usage,300,,litres
Jun-07,-68.57661111,77.96738889,Davis,Fuel usage,1630,,litres
Jun-07,-66.28180556,110.5276111,Casey,Fuel usage,558,,litres
Jun-07,-54.61988889,158.861,Macquarie Island,Fuel usage,594,,litres
Jul-07,-67.60269444,62.87380556,Mawson,Fuel usage,400,,litres
Jul-07,-68.57661111,77.96738889,Davis,Fuel usage,1950,,litres
Jul-07,-66.28180556,110.5276111,Casey,Fuel usage,1225,,litres
Jul-07,-54.61988889,158.861,Macquarie Island,Fuel usage,145,,litres
Aug-07,-67.60269444,62.87380556,Mawson,Fuel usage,600,,litres
Aug-07,-68.57661111,77.96738889,Davis,Fuel usage,550,,litres
Aug-07,-66.28180556,110.5276111,Casey,Fuel usage,2497,,litres
Aug-07,-54.61988889,158.861,Macquarie Island,Fuel usage,0,,litres
Sep-07,-67.60269444,62.87380556,Mawson,Fuel usage,800,,litres
Sep-07,-68.57661111,77.96738889,Davis,Fuel usage,1100,,litres
Sep-07,-66.28180556,110.5276111,Casey,Fuel usage,4215,,litres
Sep-07,-54.61988889,158.861,Macquarie Island,Fuel usage,72,,litres
Oct-07,-67.60269444,62.87380556,Mawson,Fuel usage,900,,litres
Oct-07,-68.57661111,77.96738889,Davis,Fuel usage,2100,,litres
Oct-07,-66.28180556,110.5276111,Casey,Fuel usage,3162,,litres
Oct-07,-54.61988889,158.861,Macquarie Island,Fuel usage,117,,litres
Nov-07,-67.60269444,62.87380556,Mawson,Fuel usage,4212,,litres
Nov-07,-68.57661111,77.96738889,Davis,Fuel usage,6100,,litres
Nov-07,-66.28180556,110.5276111,Casey,Fuel usage,21620,,litres
Nov-07,-54.61988889,158.861,Macquarie Island,Fuel usage,50,,litres
Dec-07,-67.60269444,62.87380556,Mawson,Fuel usage,942,,litres
Dec-07,-68.57661111,77.96738889,Davis,Fuel usage,4900,,litres
Dec-07,-66.28180556,110.5276111,Casey,Fuel usage,21816,,litres
Dec-07,-54.61988889,158.861,Macquarie Island,Fuel usage,210,,litres
Jan-08,-67.60269444,62.87380556,Mawson,Fuel usage,1203,,litres
Jan-08,-68.57661111,77.96738889,Davis,Fuel usage,4100,,litres
Jan-08,-66.28180556,110.5276111,Casey,Fuel usage,22730,,litres
Jan-08,-54.61988889,158.861,Macquarie Island,Fuel usage,224,,litres
Feb-08,-67.60269444,62.87380556,Mawson,Fuel usage,738,,litres
Feb-08,-68.57661111,77.96738889,Davis,Fuel usage,3500,,litres
Feb-08,-66.28180556,110.5276111,Casey,Fuel usage,12662,,litres
Feb-08,-54.61988889,158.861,Macquarie Island,Fuel usage,99,,litres
Mar-08,-67.60269444,62.87380556,Mawson,Fuel usage,774,,litres
Mar-08,-68.57661111,77.96738889,Davis,Fuel usage,500,,litres
Mar-08,-66.28180556,110.5276111,Casey,Fuel usage,1180,,litres
Mar-08,-54.61988889,158.861,Macquarie Island,Fuel usage,380,,litres
Apr-08,-67.60269444,62.87380556,Mawson,Fuel usage,314,,litres
Apr-08,-68.57661111,77.96738889,Davis,Fuel usage,500,,litres
Apr-08,-66.28180556,110.5276111,Casey,Fuel usage,1252,,litres
Apr-08,-54.61988889,158.861,Macquarie Island,Fuel usage,100,,litres
May-08,-67.60269444,62.87380556,Mawson,Fuel usage,457,,litres
May-08,-68.57661111,77.96738889,Davis,Fuel usage,500,,litres
May-08,-66.28180556,110.5276111,Casey,Fuel usage,1030,,litres
Jun-08,-67.60269444,62.87380556,Mawson,Fuel usage,785,,litres
Jun-08,-68.57661111,77.96738889,Davis,Fuel usage,2700,,litres
Jun-08,-66.28180556,110.5276111,Casey,Fuel usage,950,,litres
Jun-08,-54.61988889,158.861,Macquarie Island,Fuel usage,10,,litres
Jul-08,-67.60269444,62.87380556,Mawson,Fuel usage,596,,litres
Jul-08,-68.57661111,77.96738889,Davis,Fuel usage,2100,,litres
Jul-08,-66.28180556,110.5276111,Casey,Fuel usage,1015,,litres
Jul-08,-54.61988889,158.861,Macquarie Island,Fuel usage,85,,litres
Aug-08,-67.60269444,62.87380556,Mawson,Fuel usage,505,,litres
Aug-08,-68.57661111,77.96738889,Davis,Fuel usage,1400,,litres
Aug-08,-66.28180556,110.5276111,Casey,Fuel usage,1105,,litres
Aug-08,-54.61988889,158.861,Macquarie Island,Fuel usage,0,,litres
Sep-08,-67.60269444,62.87380556,Mawson,Fuel usage,1335,,litres
Sep-08,-68.57661111,77.96738889,Davis,Fuel usage,1000,,litres
Sep-08,-66.28180556,110.5276111,Casey,Fuel usage,10489,,litres
Sep-08,-54.61988889,158.861,Macquarie Island,Fuel usage,0,,litres
Oct-08,-67.60269444,62.87380556,Mawson,Fuel usage,1840,,litres
Oct-08,-68.57661111,77.96738889,Davis,Fuel usage,6250,,litres
Oct-08,-66.28180556,110.5276111,Casey,Fuel usage,11752,,litres
Oct-08,-54.61988889,158.861,Macquarie Island,Fuel usage,135,,litres
Nov-08,-67.60269444,62.87380556,Mawson,Fuel usage,100,,litres
Nov-08,-68.57661111,77.96738889,Davis,Fuel usage,7200,,litres
Nov-08,-66.28180556,110.5276111,Casey,Fuel usage,11662,,litres
Nov-08,-54.61988889,158.861,Macquarie Island,Fuel usage,247,,litres
Dec-08,-67.60269444,62.87380556,Mawson,Fuel usage,250,,litres
Dec-08,-68.57661111,77.96738889,Davis,Fuel usage,1750,,litres
Dec-08,-66.28180556,110.5276111,Casey,Fuel usage,47007,,litres
Dec-08,-54.61988889,158.861,Macquarie Island,Fuel usage,135,,litres
Jan-09,-67.60269444,62.87380556,Mawson,Fuel usage,1600,,litres
Jan-09,-68.57661111,77.96738889,Davis,Fuel usage,5100,,litres
Jan-09,-66.28180556,110.5276111,Casey,Fuel usage,52051,,litres
Jan-09,-54.61988889,158.861,Macquarie Island,Fuel usage,210,,litres
Feb-09,-67.60269444,62.87380556,Mawson,Fuel usage,3550,,litres
Feb-09,-68.57661111,77.96738889,Davis,Fuel usage,6200,,litres
Feb-09,-66.28180556,110.5276111,Casey,Fuel usage,27832,,litres
Feb-09,-54.61988889,158.861,Macquarie Island,Fuel usage,160,,litres
Mar-09,-67.60269444,62.87380556,Mawson,Fuel usage,1800,,litres
Mar-09,-68.57661111,77.96738889,Davis,Fuel usage,2490,,litres
Mar-09,-66.28180556,110.5276111,Casey,Fuel usage,8994,,litres
Mar-09,-54.61988889,158.861,Macquarie Island,Fuel usage,945,,litres
Apr-09,-67.60269444,62.87380556,Mawson,Fuel usage,436,,litres
Apr-09,-68.57661111,77.96738889,Davis,Fuel usage,950,,litres
Apr-09,-66.28180556,110.5276111,Casey,Fuel usage,3875,,litres
Apr-09,-54.61988889,158.861,Macquarie Island,Fuel usage,155,,litres
May-09,-67.60269444,62.87380556,Mawson,Fuel usage,1900,,litres
May-09,-68.57661111,77.96738889,Davis,Fuel usage,670,,litres
May-09,-66.28180556,110.5276111,Casey,Fuel usage,3136,,litres
May-09,-54.61988889,158.861,Macquarie Island,Fuel usage,10,,litres
Jun-09,-67.60269444,62.87380556,Mawson,Fuel usage,2270,,litres
Jun-09,-68.57661111,77.96738889,Davis,Fuel usage,810,,litres
Jun-09,-66.28180556,110.5276111,Casey,Fuel usage,5365,,litres
Jun-09,-54.61988889,158.861,Macquarie Island,Fuel usage,0,,litres
Jul-09,-67.60269444,62.87380556,Mawson,Fuel usage,1771,,litres
Jul-09,-68.57661111,77.96738889,Davis,Fuel usage,660,,litres
Jul-09,-66.28180556,110.5276111,Casey,Fuel usage,2963,,litres
Jul-09,-54.61988889,158.861,Macquarie Island,Fuel usage,0,,litres
Aug-09,-67.60269444,62.87380556,Mawson,Fuel usage,1885,,litres
Aug-09,-68.57661111,77.96738889,Davis,Fuel usage,750,,litres
Aug-09,-66.28180556,110.5276111,Casey,Fuel usage,6580,,litres
Aug-09,-54.61988889,158.861,Macquarie Island,Fuel usage,73,,litres
Sep-09,-67.60269444,62.87380556,Mawson,Fuel usage,904,,litres
Sep-09,-68.57661111,77.96738889,Davis,Fuel usage,550,,litres
Sep-09,-66.28180556,110.5276111,Casey,Fuel usage,7811,,litres
Sep-09,-54.61988889,158.861,Macquarie Island,Fuel usage,0,,litres
Oct-09,-67.60269444,62.87380556,Mawson,Fuel usage,1560,,litres
Oct-09,-68.57661111,77.96738889,Davis,Fuel usage,950,,litres
Oct-09,-66.28180556,110.5276111,Casey,Fuel usage,7949,,litres
Oct-09,-54.61988889,158.861,Macquarie Island,Fuel usage,163,,litres
Nov-09,-67.60269444,62.87380556,Mawson,Fuel usage,1260,,litres
Nov-09,-68.57661111,77.96738889,Davis,Fuel usage,5600,,litres
Nov-09,-66.28180556,110.5276111,Casey,Fuel usage,41880,,litres
Nov-09,-54.61988889,158.861,Macquarie Island,Fuel usage,467,,litres
Dec-09,-67.60269444,62.87380556,Mawson,Fuel usage,1740,,litres
Dec-09,-68.57661111,77.96738889,Davis,Fuel usage,3500,,litres
Dec-09,-66.28180556,110.5276111,Casey,Fuel usage,51778,,litres
Dec-09,-54.61988889,158.861,Macquarie Island,Fuel usage,30,,litres
Jan-10,-67.60269444,62.87380556,Mawson,Fuel usage,1780,,litres
Jan-10,-68.57661111,77.96738889,Davis,Fuel usage,8400,,litres
Jan-10,-66.28180556,110.5276111,Casey,Fuel usage,51981,,litres
Jan-10,-54.61988889,158.861,Macquarie Island,Fuel usage,75,,litres
Feb-10,-67.60269444,62.87380556,Mawson,Fuel usage,1415,,litres
Feb-10,-68.57661111,77.96738889,Davis,Fuel usage,5200,,litres
Feb-10,-66.28180556,110.5276111,Casey,Fuel usage,45305,,litres
Feb-10,-54.61988889,158.861,Macquarie Island,Fuel usage,90,,litres
Mar-10,-67.60269444,62.87380556,Mawson,Fuel usage,884,,litres
Mar-10,-68.57661111,77.96738889,Davis,Fuel usage,3500,,litres
Mar-10,-66.28180556,110.5276111,Casey,Fuel usage,8347,,litres
Mar-10,-54.61988889,158.861,Macquarie Island,Fuel usage,470,,litres
Apr-10,-67.60269444,62.87380556,Mawson,Fuel usage,1067,,litres
Apr-10,-68.57661111,77.96738889,Davis,Fuel usage,4200,,litres
Apr-10,-66.28180556,110.5276111,Casey,Fuel usage,6532,,litres
Apr-10,-54.61988889,158.861,Macquarie Island,Fuel usage,639,,litres
May-10,-67.60269444,62.87380556,Mawson,Fuel usage,1157,,litres
May-10,-68.57661111,77.96738889,Davis,Fuel usage,3000,,litres
May-10,-66.28180556,110.5276111,Casey,Fuel usage,5239,,litres
May-10,-54.61988889,158.861,Macquarie Island,Fuel usage,1276,,litres
Jun-10,-67.60269444,62.87380556,Mawson,Fuel usage,804,,litres
Jun-10,-68.57661111,77.96738889,Davis,Fuel usage,4275,,litres
Jun-10,-66.28180556,110.5276111,Casey,Fuel usage,2199,,litres
Jun-10,-54.61988889,158.861,Macquarie Island,Fuel usage,317,,litres
Jul-10,-67.60269444,62.87380556,Mawson,Fuel usage,1421,,litres
Jul-10,-68.57661111,77.96738889,Davis,Fuel usage,2300,,litres
Jul-10,-66.28180556,110.5276111,Casey,Fuel usage,2063,,litres
Jul-10,-54.61988889,158.861,Macquarie Island,Fuel usage,332,,litres
Aug-10,-67.60269444,62.87380556,Mawson,Fuel usage,961,,litres
Aug-10,-68.57661111,77.96738889,Davis,Fuel usage,1900,,litres
Aug-10,-66.28180556,110.5276111,Casey,Fuel usage,8023,,litres
Aug-10,-54.61988889,158.861,Macquarie Island,Fuel usage,422,,litres
Sep-10,-67.60269444,62.87380556,Mawson,Fuel usage,1640,,litres
Sep-10,-68.57661111,77.96738889,Davis,Fuel usage,3100,,litres
Sep-10,-66.28180556,110.5276111,Casey,Fuel usage,10215,,litres
Sep-10,-54.61988889,158.861,Macquarie Island,Fuel usage,187,,litres
Oct-10,-67.60269444,62.87380556,Mawson,Fuel usage,2200,,litres
Oct-10,-68.57661111,77.96738889,Davis,Fuel usage,4900,,litres
Oct-10,-66.28180556,110.5276111,Casey,Fuel usage,4000,,litres
Oct-10,-54.61988889,158.861,Macquarie Island,Fuel usage,122,,litres
Nov-10,-67.60269444,62.87380556,Mawson,Fuel usage,2200,,litres
Nov-10,-68.57661111,77.96738889,Davis,Fuel usage,6000,,litres
Nov-10,-66.28180556,110.5276111,Casey,Fuel usage,46064,,litres
Nov-10,-54.61988889,158.861,Macquarie Island,Fuel usage,74,,litres
Dec-10,-67.60269444,62.87380556,Mawson,Fuel usage,1173,,litres
Dec-10,-68.57661111,77.96738889,Davis,Fuel usage,1259,,litres
Dec-10,-66.28180556,110.5276111,Casey,Fuel usage,16635,,litres
Dec-10,-54.61988889,158.861,Macquarie Island,Fuel usage,90,,litres
Jan-11,-67.60269444,62.87380556,Mawson,Fuel usage,1895,,litres
Jan-11,-68.57661111,77.96738889,Davis,Fuel usage,2226,,litres
Jan-11,-66.28180556,110.5276111,Casey,Fuel usage,40053,,litres
Jan-11,-54.61988889,158.861,Macquarie Island,Fuel usage,186,,litres
Feb-11,-67.60269444,62.87380556,Mawson,Fuel usage,2230,,litres
Feb-11,-68.57661111,77.96738889,Davis,Fuel usage,711,,litres
Feb-11,-66.28180556,110.5276111,Casey,Fuel usage,37886,,litres
Feb-11,-54.61988889,158.861,Macquarie Island,Fuel usage,60,,litres
Mar-11,-67.60269444,62.87380556,Mawson,Fuel usage,1500,,litres
Mar-11,-68.57661111,77.96738889,Davis,Fuel usage,1739,,litres
Mar-11,-66.28180556,110.5276111,Casey,Fuel usage,11299,,litres
Mar-11,-54.61988889,158.861,Macquarie Island,Fuel usage,348,,litres
Apr-11,-67.60269444,62.87380556,Mawson,Fuel usage,600,,litres
Apr-11,-68.57661111,77.96738889,Davis,Fuel usage,1230,,litres
Apr-11,-66.28180556,110.5276111,Casey,Fuel usage,7449,,litres
Apr-11,-54.61988889,158.861,Macquarie Island,Fuel usage,1332,,litres
May-11,-67.60269444,62.87380556,Mawson,Fuel usage,1300,,litres
May-11,-68.57661111,77.96738889,Davis,Fuel usage,127,,litres
May-11,-66.28180556,110.5276111,Casey,Fuel usage,3085,,litres
May-11,-54.61988889,158.861,Macquarie Island,Fuel usage,819,,litres
Jun-11,-67.60269444,62.87380556,Mawson,Fuel usage,1700,,litres
Jun-11,-68.57661111,77.96738889,Davis,Fuel usage,2338,,litres
Jun-11,-66.28180556,110.5276111,Casey,Fuel usage,5563,,litres
Jun-11,-54.61988889,158.861,Macquarie Island,Fuel usage,336,,litres
Jul-11,-67.60269444,62.87380556,Mawson,Fuel usage,1200,,litres
Jul-11,-68.57661111,77.96738889,Davis,Fuel usage,3520,,litres
Jul-11,-66.28180556,110.5276111,Casey,Fuel usage,4942,,litres
Jul-11,-54.61988889,158.861,Macquarie Island,Fuel usage,690,,litres
