Indicator 58 Monthly total of fuel used by vehicles at Australian Antarctic Stations,,,,,,,
Date,Latitude,Longitude,Place,Parameter,Value,Error,Unit of measure
Aug-11,-67.60269444,62.87380556,Mawson,Fuel usage,1150,,litres
Aug-11,-68.57661111,77.96738889,Davis,Fuel usage,4300,,litres
Aug-11,-66.28180556,110.5276111,Casey,Fuel usage,6503,,litres
Aug-11,-54.61988889,158.861,Macquarie Island,Fuel usage,110,,litres
Sep-11,-67.60269444,62.87380556,Mawson,Fuel usage,1250,,litres
Sep-11,-68.57661111,77.96738889,Davis,Fuel usage,1580,,litres
Sep-11,-66.28180556,110.5276111,Casey,Fuel usage,1602,,litres
Sep-11,-54.61988889,158.861,Macquarie Island,Fuel usage,114,,litres
Oct-11,-67.60269444,62.87380556,Mawson,Fuel usage,1500,,litres
Oct-11,-68.57661111,77.96738889,Davis,Fuel usage,1180,,litres
Oct-11,-66.28180556,110.5276111,Casey,Fuel usage,8894,,litres
Oct-11,-54.61988889,158.861,Macquarie Island,Fuel usage,100,,litres
Nov-11,-67.60269444,62.87380556,Mawson,Fuel usage,800,,litres
Nov-11,-68.57661111,77.96738889,Davis,Fuel usage,4600,,litres
Nov-11,-66.28180556,110.5276111,Casey,Fuel usage,47954,,litres
Nov-11,-54.61988889,158.861,Macquarie Island,Fuel usage,100,,litres
Dec-11,-67.60269444,62.87380556,Mawson,Fuel usage,1400,,litres
Dec-11,-68.57661111,77.96738889,Davis,Fuel usage,3500,,litres
Dec-11,-66.28180556,110.5276111,Casey,Fuel usage,32500,,litres
Dec-11,-54.61988889,158.861,Macquarie Island,Fuel usage,97,,litres
Jan-12,-67.60269444,62.87380556,Mawson,Fuel usage,1350,,litres
Jan-12,-68.57661111,77.96738889,Davis,Fuel usage,4200,,litres
Jan-12,-66.28180556,110.5276111,Casey,Fuel usage,43800,,litres
Jan-12,-54.61988889,158.861,Macquarie Island,Fuel usage,100,,litres
Jan-12,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,24000,,litres
Feb-12,-67.60269444,62.87380556,Mawson,Fuel usage,1550,,litres
Feb-12,-68.57661111,77.96738889,Davis,Fuel usage,394,,litres
Feb-12,-66.28180556,110.5276111,Casey,Fuel usage,30615,,litres
Feb-12,-54.61988889,158.861,Macquarie Island,Fuel usage,125,,litres
Feb-12,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,16000,,litres
Mar-12,-67.60269444,62.87380556,Mawson,Fuel usage,1650,,litres
Mar-12,-68.57661111,77.96738889,Davis,Fuel usage,2600,,litres
Mar-12,-66.28180556,110.5276111,Casey,Fuel usage,33600,,litres
Mar-12,-54.61988889,158.861,Macquarie Island,Fuel usage,131,,litres
Mar-12,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,18000,,litres
Apr-12,-67.60269444,62.87380556,Mawson,Fuel usage,830,,litres
Apr-12,-68.57661111,77.96738889,Davis,Fuel usage,520,,litres
Apr-12,-66.28180556,110.5276111,Casey,Fuel usage,1824,,litres
Apr-12,-54.61988889,158.861,Macquarie Island,Fuel usage,969,,litres
Apr-12,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,0,,litres
May-12,-67.60269444,62.87380556,Mawson,Fuel usage,670,,litres
May-12,-68.57661111,77.96738889,Davis,Fuel usage,700,,litres
May-12,-66.28180556,110.5276111,Casey,Fuel usage,6000,,litres
May-12,-54.61988889,158.861,Macquarie Island,Fuel usage,64,,litres
May-12,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,0,,litres
Jun-12,-67.60269444,62.87380556,Mawson,Fuel usage,950,,litres
Jun-12,-68.57661111,77.96738889,Davis,Fuel usage,530,,litres
Jun-12,-66.28180556,110.5276111,Casey,Fuel usage,2000,,litres
Jun-12,-54.61988889,158.861,Macquarie Island,Fuel usage,0,,litres
Jun-12,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,0,,litres
Jul-12,-67.60269444,62.87380556,Mawson,Fuel usage,2600,,litres
Jul-12,-68.57661111,77.96738889,Davis,Fuel usage,530,,litres
Jul-12,-66.28180556,110.5276111,Casey,Fuel usage,17000,,litres
Jul-12,-54.61988889,158.861,Macquarie Island,Fuel usage,0,,litres
Jul-12,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,10000,,litres
Aug-12,-67.60269444,62.87380556,Mawson,Fuel usage,1420,,litres
Aug-12,-68.57661111,77.96738889,Davis,Fuel usage,1020,,litres
Aug-12,-66.28180556,110.5276111,Casey,Fuel usage,9000,,litres
Aug-12,-54.61988889,158.861,Macquarie Island,Fuel usage,86,,litres
Aug-12,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,0,,litres
Sep-12,-67.60269444,62.87380556,Mawson,Fuel usage,1780,,litres
Sep-12,-68.57661111,77.96738889,Davis,Fuel usage,2630,,litres
Sep-12,-66.28180556,110.5276111,Casey,Fuel usage,15200,,litres
Sep-12,-54.61988889,158.861,Macquarie Island,Fuel usage,66,,litres
Sep-12,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,9200,,litres
Oct-12,-67.60269444,62.87380556,Mawson,Fuel usage,1730,,litres
Oct-12,-68.57661111,77.96738889,Davis,Fuel usage,3460,,litres
Oct-12,-66.28180556,110.5276111,Casey,Fuel usage,14600,,litres
Oct-12,-54.61988889,158.861,Macquarie Island,Fuel usage,73,,litres
Oct-12,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,9300,,litres
Nov-12,-67.60269444,62.87380556,Mawson,Fuel usage,2130,,litres
Nov-12,-68.57661111,77.96738889,Davis,Fuel usage,2580,,litres
Nov-12,-66.28180556,110.5276111,Casey,Fuel usage,41892,,litres
Nov-12,-54.61988889,158.861,Macquarie Island,Fuel usage,0,,litres
Nov-12,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,23292,,litres
Dec-12,-67.60269444,62.87380556,Mawson,Fuel usage,4100,,litres
Dec-12,-68.57661111,77.96738889,Davis,Fuel usage,9280,,litres
Dec-12,-66.28180556,110.5276111,Casey,Fuel usage,32400,,litres
Dec-12,-54.61988889,158.861,Macquarie Island,Fuel usage,80,,litres
Dec-12,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,13800,,litres
Jan-13,-67.60269444,62.87380556,Mawson,Fuel usage,2850,,litres
Jan-13,-68.57661111,77.96738889,Davis,Fuel usage,15360,,litres
Jan-13,-66.28180556,110.5276111,Casey,Fuel usage,5000,,litres
Jan-13,-54.61988889,158.861,Macquarie Island,Fuel usage,138,,litres
Jan-13,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,0,,litres
Feb-13,-67.60269444,62.87380556,Mawson,Fuel usage,1000,,litres
Feb-13,-68.57661111,77.96738889,Davis,Fuel usage,670,,litres
Feb-13,-66.28180556,110.5276111,Casey,Fuel usage,5000,,litres
Feb-13,-54.61988889,158.861,Macquarie Island,Fuel usage,173,,litres
Feb-13,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,0,,litres
Mar-13,-67.60269444,62.87380556,Mawson,Fuel usage,1200,,litres
Mar-13,-68.57661111,77.96738889,Davis,Fuel usage,630,,litres
Mar-13,-66.28180556,110.5276111,Casey,Fuel usage,4680,,litres
Mar-13,-54.61988889,158.861,Macquarie Island,Fuel usage,340,,litres
Mar-13,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,0,,litres
Apr-13,-67.60269444,62.87380556,Mawson,Fuel usage,550,,litres
Apr-13,-68.57661111,77.96738889,Davis,Fuel usage,940,,litres
Apr-13,-66.28180556,110.5276111,Casey,Fuel usage,2325,,litres
Apr-13,-54.61988889,158.861,Macquarie Island,Fuel usage,103,,litres
Apr-13,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,0,,litres
May-13,-67.60269444,62.87380556,Mawson,Fuel usage,1150,,litres
May-13,-68.57661111,77.96738889,Davis,Fuel usage,620,,litres
May-13,-66.28180556,110.5276111,Casey,Fuel usage,2711,,litres
May-13,-54.61988889,158.861,Macquarie Island,Fuel usage,240,,litres
May-13,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,0,,litres
Jun-13,-67.60269444,62.87380556,Mawson,Fuel usage,800,,litres
Jun-13,-68.57661111,77.96738889,Davis,Fuel usage,1380,,litres
Jun-13,-66.28180556,110.5276111,Casey,Fuel usage,4549,,litres
Jun-13,-54.61988889,158.861,Macquarie Island,Fuel usage,112,,litres
Jun-13,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,0,,litres
Jul-13,-67.60269444,62.87380556,Mawson,Fuel usage,1400,,litres
Jul-13,-68.57661111,77.96738889,Davis,Fuel usage,1600,,litres
Jul-13,-66.28180556,110.5276111,Casey,Fuel usage,4549,,litres
Jul-13,-54.61988889,158.861,Macquarie Island,Fuel usage,100,,litres
Jul-13,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,0,,litres
Aug-13,-67.60269444,62.87380556,Mawson,Fuel usage,3700,,litres
Aug-13,-68.57661111,77.96738889,Davis,Fuel usage,2290,,litres
Aug-13,-66.28180556,110.5276111,Casey,Fuel usage,8639,,litres
Aug-13,-54.61988889,158.861,Macquarie Island,Fuel usage,75,,litres
Aug-13,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,0,,litres
Sep-13,-67.60269444,62.87380556,Mawson,Fuel usage,1200,,litres
Sep-13,-68.57661111,77.96738889,Davis,Fuel usage,2090,,litres
Sep-13,-66.28180556,110.5276111,Casey,Fuel usage,6290,,litres
Sep-13,-54.61988889,158.861,Macquarie Island,Fuel usage,114,,litres
Sep-13,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,0,,litres
Oct-13,-67.60269444,62.87380556,Mawson,Fuel usage,1700,,litres
Oct-13,-68.57661111,77.96738889,Davis,Fuel usage,4860,,litres
Oct-13,-66.28180556,110.5276111,Casey,Fuel usage,12932,,litres
Oct-13,-54.61988889,158.861,Macquarie Island,Fuel usage,111,,litres
Oct-13,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,887,,litres
Nov-13,-67.60269444,62.87380556,Mawson,Fuel usage,2500,,litres
Nov-13,-68.57661111,77.96738889,Davis,Fuel usage,8020,,litres
Nov-13,-66.28180556,110.5276111,Casey,Fuel usage,17210,,litres
Nov-13,-54.61988889,158.861,Macquarie Island,Fuel usage,97,,litres
Nov-13,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,2750,,litres
Dec-13,-67.60269444,62.87380556,Mawson,Fuel usage,900,,litres
Dec-13,-68.57661111,77.96738889,Davis,Fuel usage,10610,,litres
Dec-13,-66.28180556,110.5276111,Casey,Fuel usage,61356,,litres
Dec-13,-54.61988889,158.861,Macquarie Island,Fuel usage,283,,litres
Dec-13,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,14156,,litres
Jan-14,-67.60269444,62.87380556,Mawson,Fuel usage,1200,,litres
Jan-14,-68.57661111,77.96738889,Davis,Fuel usage,840,,litres
Jan-14,-66.28180556,110.5276111,Casey,Fuel usage,26349,,litres
Jan-14,-54.61988889,158.861,Macquarie Island,Fuel usage,316,,litres
Jan-14,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,13349,,litres
Feb-14,-67.60269444,62.87380556,Mawson,Fuel usage,1250,,litres
Feb-14,-68.57661111,77.96738889,Davis,Fuel usage,219,,litres
Feb-14,-66.28180556,110.5276111,Casey,Fuel usage,18125,,litres
Feb-14,-54.61988889,158.861,Macquarie Island,Fuel usage,83,,litres
Feb-14,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,13925,,litres
Mar-14,-67.60269444,62.87380556,Mawson,Fuel usage,950,,litres
Mar-14,-68.57661111,77.96738889,Davis,Fuel usage,908,,litres
Mar-14,-66.28180556,110.5276111,Casey,Fuel usage,8000,,litres
Mar-14,-54.61988889,158.861,Macquarie Island,Fuel usage,880,,litres
Mar-14,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,3000,,litres
Apr-14,-67.60269444,62.87380556,Mawson,Fuel usage,400,,litres
Apr-14,-68.57661111,77.96738889,Davis,Fuel usage,196,,litres
Apr-14,-66.28180556,110.5276111,Casey,Fuel usage,7500,,litres
Apr-14,-54.61988889,158.861,Macquarie Island,Fuel usage,109,,litres
Apr-14,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,0,,litres
May-14,-67.60269444,62.87380556,Mawson,Fuel usage,615,,litres
May-14,-68.57661111,77.96738889,Davis,Fuel usage,26,,litres
May-14,-66.28180556,110.5276111,Casey,Fuel usage,13919,,litres
May-14,-54.61988889,158.861,Macquarie Island,Fuel usage,174,,litres
May-14,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,0,,litres
Jun-14,-67.60269444,62.87380556,Mawson,Fuel usage,1530,,litres
Jun-14,-68.57661111,77.96738889,Davis,Fuel usage,150,,litres
Jun-14,-66.28180556,110.5276111,Casey,Fuel usage,5500,,litres
Jun-14,-54.61988889,158.861,Macquarie Island,Fuel usage,0,,litres
Jun-14,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,0,,litres
Jul-14,-67.60269444,62.87380556,Mawson,Fuel usage,1130,,litres
Jul-14,-68.57661111,77.96738889,Davis,Fuel usage,1700,,litres
Jul-14,-66.28180556,110.5276111,Casey,Fuel usage,5000,,litres
Jul-14,-54.61988889,158.861,Macquarie Island,Fuel usage,199,,litres
Jul-14,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,0,,litres
Aug-14,-67.60269444,62.87380556,Mawson,Fuel usage,696,,litres
Aug-14,-68.57661111,77.96738889,Davis,Fuel usage,2800,,litres
Aug-14,-66.28180556,110.5276111,Casey,Fuel usage,10000,,litres
Aug-14,-54.61988889,158.861,Macquarie Island,Fuel usage,0,,litres
Aug-14,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,0,,litres
Sep-14,-67.60269444,62.87380556,Mawson,Fuel usage,2415,,litres
Sep-14,-68.57661111,77.96738889,Davis,Fuel usage,4400,,litres
Sep-14,-66.28180556,110.5276111,Casey,Fuel usage,5960,,litres
Sep-14,-54.61988889,158.861,Macquarie Island,Fuel usage,121,,litres
Sep-14,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,0,,litres
Oct-14,-67.60269444,62.87380556,Mawson,Fuel usage,523,,litres
Oct-14,-68.57661111,77.96738889,Davis,Fuel usage,4460,,litres
Oct-14,-66.28180556,110.5276111,Casey,Fuel usage,13852,,litres
Oct-14,-54.61988889,158.861,Macquarie Island,Fuel usage,523,,litres
Oct-14,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,0,,litres
Nov-14,-67.60269444,62.87380556,Mawson,Fuel usage,1040,,litres
Nov-14,-68.57661111,77.96738889,Davis,Fuel usage,7890,,litres
Nov-14,-66.28180556,110.5276111,Casey,Fuel usage,11200,,litres
Nov-14,-54.61988889,158.861,Macquarie Island,Fuel usage,368,,litres
Nov-14,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,0,,litres
Dec-14,-67.60269444,62.87380556,Mawson,Fuel usage,784,,litres
Dec-14,-68.57661111,77.96738889,Davis,Fuel usage,7890,,litres
Dec-14,-66.28180556,110.5276111,Casey,Fuel usage,17211,,litres
Dec-14,-54.61988889,158.861,Macquarie Island,Fuel usage,113,,litres
Dec-14,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,9711,,litres
Jan-15,-67.60269444,62.87380556,Mawson,Fuel usage,1241,,litres
Jan-15,-68.57661111,77.96738889,Davis,Fuel usage,6450,,litres
Jan-15,-66.28180556,110.5276111,Casey,Fuel usage,36435,,litres
Jan-15,-54.61988889,158.861,Macquarie Island,Fuel usage,250,,litres
Jan-15,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,15117,,litres
Feb-15,-67.60269444,62.87380556,Mawson,Fuel usage,1553,,litres
Feb-15,-68.57661111,77.96738889,Davis,Fuel usage,2080,,litres
Feb-15,-66.28180556,110.5276111,Casey,Fuel usage,18624,,litres
Feb-15,-54.61988889,158.861,Macquarie Island,Fuel usage,180,,litres
Feb-15,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,12440,,litres
Mar-15,-67.60269444,62.87380556,Mawson,Fuel usage,289,,litres
Mar-15,-68.57661111,77.96738889,Davis,Fuel usage,1980,,litres
Mar-15,-66.28180556,110.5276111,Casey,Fuel usage,19582,,litres
Mar-15,-54.61988889,158.861,Macquarie Island,Fuel usage,148,,litres
Mar-15,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,13250,,litres
Apr-15,-67.60269444,62.87380556,Mawson,Fuel usage,1263,,litres
Apr-15,-68.57661111,77.96738889,Davis,Fuel usage,960,,litres
Apr-15,-66.28180556,110.5276111,Casey,Fuel usage,8028,,litres
Apr-15,-54.61988889,158.861,Macquarie Island,Fuel usage,454,,litres
Apr-15,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,0,,litres
May-15,-67.60269444,62.87380556,Mawson,Fuel usage,405,,litres
May-15,-68.57661111,77.96738889,Davis,Fuel usage,530,,litres
May-15,-66.28180556,110.5276111,Casey,Fuel usage,3378,,litres
May-15,-54.61988889,158.861,Macquarie Island,Fuel usage,100,,litres
May-15,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,0,,litres
Jun-15,-67.60269444,62.87380556,Mawson,Fuel usage,1220,,litres
Jun-15,-68.57661111,77.96738889,Davis,Fuel usage,8195,,litres
Jun-15,-66.28180556,110.5276111,Casey,Fuel usage,8195,,litres
Jun-15,-54.61988889,158.861,Macquarie Island,Fuel usage,161,,litres
Jun-15,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,0,,litres
Jul-15,-67.60269444,62.87380556,Mawson,Fuel usage,1860,,litres
Jul-15,-68.57661111,77.96738889,Davis,Fuel usage,3720,,litres
Jul-15,-66.28180556,110.5276111,Casey,Fuel usage,3720,,litres
Jul-15,-54.61988889,158.861,Macquarie Island,Fuel usage,23,,litres
Jul-15,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,0,,litres
Aug-15,-67.60269444,62.87380556,Mawson,Fuel usage,2530,,litres
Aug-15,-68.57661111,77.96738889,Davis,Fuel usage,3550,,litres
Aug-15,-66.28180556,110.5276111,Casey,Fuel usage,9466,,litres
Aug-15,-54.61988889,158.861,Macquarie Island,Fuel usage,97,,litres
Aug-15,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,1605,,litres
Sep-15,-67.60269444,62.87380556,Mawson,Fuel usage,955,,litres
Sep-15,-68.57661111,77.96738889,Davis,Fuel usage,5960,,litres
Sep-15,-66.28180556,110.5276111,Casey,Fuel usage,18726,,litres
Sep-15,-54.61988889,158.861,Macquarie Island,Fuel usage,56,,litres
Sep-15,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,8841,,litres
Oct-15,-67.60269444,62.87380556,Mawson,Fuel usage,2437,,litres
Oct-15,-68.57661111,77.96738889,Davis,Fuel usage,7370,,litres
Oct-15,-66.28180556,110.5276111,Casey,Fuel usage,19999,,litres
Oct-15,-54.61988889,158.861,Macquarie Island,Fuel usage,677,,litres
Oct-15,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,12387,,litres
Nov-15,-67.60269444,62.87380556,Mawson,Fuel usage,1310,,litres
Nov-15,-68.57661111,77.96738889,Davis,Fuel usage,7480,,litres
Nov-15,-66.28180556,110.5276111,Casey,Fuel usage,36047,,litres
Nov-15,-54.61988889,158.861,Macquarie Island,Fuel usage,138,,litres
Nov-15,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,18547,,litres
Dec-15,-67.60269444,62.87380556,Mawson,Fuel usage,1398,,litres
Dec-15,-68.57661111,77.96738889,Davis,Fuel usage,10740,,litres
Dec-15,-66.28180556,110.5276111,Casey,Fuel usage,34924,,litres
Dec-15,-54.61988889,158.861,Macquarie Island,Fuel usage,142,,litres
Dec-15,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,11930,,litres
Jan-16,-67.60269444,62.87380556,Mawson,Fuel usage,431,,litres
Jan-16,-68.57661111,77.96738889,Davis,Fuel usage,1090,,litres
Jan-16,-66.28180556,110.5276111,Casey,Fuel usage,59414,,litres
Jan-16,-54.61988889,158.861,Macquarie Island,Fuel usage,130,,litres
Jan-16,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,12000,,litres
Feb-16,-67.60269444,62.87380556,Mawson,Fuel usage,900,,litres
Feb-16,-68.57661111,77.96738889,Davis,Fuel usage,2720,,litres
Feb-16,-66.28180556,110.5276111,Casey,Fuel usage,32505,,litres
Feb-16,-54.61988889,158.861,Macquarie Island,Fuel usage,113,,litres
Feb-16,-66.69083333,111.5287778,Wilkins Runway,Fuel usage,15500,,litres
