Date,Parameter,Value,Unit of measure
Oct-91,Station electricity usage,49161.0,kWh
Nov-91,Station electricity usage,151396.0,kWh
Nov-91,Station electricity usage,132360.0,kWh
Nov-91,Station electricity usage,,kWh
Nov-91,Station electricity usage,43391.0,kWh
Dec-91,Station electricity usage,138334.0,kWh
Dec-91,Station electricity usage,117840.0,kWh
Dec-91,Station electricity usage,,kWh
Dec-91,Station electricity usage,42070.0,kWh
Jan-92,Station electricity usage,155960.0,kWh
Jan-92,Station electricity usage,112335.0,kWh
Jan-92,Station electricity usage,,kWh
Jan-92,Station electricity usage,41065.0,kWh
Feb-92,Station electricity usage,154560.0,kWh
Feb-92,Station electricity usage,101724.0,kWh
Feb-92,Station electricity usage,259283.0,kWh
Feb-92,Station electricity usage,43254.0,kWh
Mar-92,Station electricity usage,180530.0,kWh
Mar-92,Station electricity usage,135372.0,kWh
Mar-92,Station electricity usage,176404.0,kWh
Mar-92,Station electricity usage,50563.0,kWh
Apr-92,Station electricity usage,185080.0,kWh
Apr-92,Station electricity usage,152016.0,kWh
Apr-92,Station electricity usage,157932.0,kWh
Apr-92,Station electricity usage,64103.0,kWh
May-92,Station electricity usage,189840.0,kWh
May-92,Station electricity usage,164520.0,kWh
May-92,Station electricity usage,166672.0,kWh
May-92,Station electricity usage,57970.0,kWh
Jun-92,Station electricity usage,186741.0,kWh
Jun-92,Station electricity usage,160464.0,kWh
Jun-92,Station electricity usage,163932.0,kWh
Jun-92,Station electricity usage,52822.0,kWh
Jul-92,Station electricity usage,212562.0,kWh
Jul-92,Station electricity usage,169776.0,kWh
Jul-92,Station electricity usage,175452.0,kWh
Jul-92,Station electricity usage,54352.0,kWh
Aug-92,Station electricity usage,221824.0,kWh
Aug-92,Station electricity usage,163812.0,kWh
Aug-92,Station electricity usage,127140.0,kWh
Aug-92,Station electricity usage,52683.0,kWh
Sep-92,Station electricity usage,207634.0,kWh
Sep-92,Station electricity usage,159540.0,kWh
Sep-92,Station electricity usage,165813.0,kWh
Sep-92,Station electricity usage,49459.0,kWh
Oct-92,Station electricity usage,199122.0,kWh
Oct-92,Station electricity usage,160440.0,kWh
Oct-92,Station electricity usage,,kWh
Oct-92,Station electricity usage,50664.0,kWh
Nov-92,Station electricity usage,169694.0,kWh
Nov-92,Station electricity usage,130560.0,kWh
Nov-92,Station electricity usage,146352.0,kWh
Nov-92,Station electricity usage,46993.0,kWh
Dec-92,Station electricity usage,138456.0,kWh
Dec-92,Station electricity usage,47747.0,kWh
Mar-93,Station electricity usage,179051.0,kWh
Mar-93,Station electricity usage,132921.0,kWh
Mar-93,Station electricity usage,149834.0,kWh
Mar-93,Station electricity usage,44877.0,kWh
Apr-93,Station electricity usage,189779.0,kWh
Apr-93,Station electricity usage,151049.0,kWh
Apr-93,Station electricity usage,130426.0,kWh
Apr-93,Station electricity usage,39558.0,kWh
May-93,Station electricity usage,206185.0,kWh
May-93,Station electricity usage,173252.0,kWh
May-93,Station electricity usage,149520.0,kWh
May-93,Station electricity usage,42720.0,kWh
Jun-93,Station electricity usage,197923.0,kWh
Jun-93,Station electricity usage,167074.0,kWh
Jun-93,Station electricity usage,146880.0,kWh
Jun-93,Station electricity usage,42933.0,kWh
Jul-93,Station electricity usage,203385.0,kWh
Jul-93,Station electricity usage,152462.0,kWh
Jul-93,Station electricity usage,146160.0,kWh
Jul-93,Station electricity usage,44631.0,kWh
Aug-93,Station electricity usage,198118.0,kWh
Aug-93,Station electricity usage,194815.0,kWh
Aug-93,Station electricity usage,,kWh
Aug-93,Station electricity usage,45604.0,kWh
Sep-93,Station electricity usage,187794.0,kWh
Sep-93,Station electricity usage,180090.0,kWh
Sep-93,Station electricity usage,175706.0,kWh
Sep-93,Station electricity usage,42705.0,kWh
Oct-93,Station electricity usage,179090.0,kWh
Oct-93,Station electricity usage,145452.0,kWh
Oct-93,Station electricity usage,187729.0,kWh
Oct-93,Station electricity usage,44660.0,kWh
Nov-93,Station electricity usage,161825.0,kWh
Nov-93,Station electricity usage,161714.0,kWh
Nov-93,Station electricity usage,127286.0,kWh
Nov-93,Station electricity usage,43862.0,kWh
Dec-93,Station electricity usage,181536.0,kWh
Dec-93,Station electricity usage,159050.0,kWh
Dec-93,Station electricity usage,127982.0,kWh
Dec-93,Station electricity usage,44251.0,kWh
May-94,Station electricity usage,210663.0,kWh
May-94,Station electricity usage,213987.0,kWh
May-94,Station electricity usage,147826.0,kWh
May-94,Station electricity usage,46540.0,kWh
Jun-94,Station electricity usage,191390.0,kWh
Jun-94,Station electricity usage,185846.0,kWh
Jun-94,Station electricity usage,143346.0,kWh
Jun-94,Station electricity usage,48500.0,kWh
Jul-94,Station electricity usage,207354.0,kWh
Jul-94,Station electricity usage,205586.0,kWh
Jul-94,Station electricity usage,143451.0,kWh
Jul-94,Station electricity usage,50790.0,kWh
Aug-94,Station electricity usage,215036.0,kWh
Aug-94,Station electricity usage,214498.0,kWh
Aug-94,Station electricity usage,164642.0,kWh
Aug-94,Station electricity usage,51090.0,kWh
Sep-94,Station electricity usage,198832.0,kWh
Sep-94,Station electricity usage,203233.0,kWh
Sep-94,Station electricity usage,167743.0,kWh
Sep-94,Station electricity usage,47094.0,kWh
Oct-94,Station electricity usage,190548.0,kWh
Oct-94,Station electricity usage,214074.0,kWh
Oct-94,Station electricity usage,145136.0,kWh
Oct-94,Station electricity usage,44617.0,kWh
Nov-94,Station electricity usage,182124.0,kWh
Nov-94,Station electricity usage,186660.0,kWh
Nov-94,Station electricity usage,136185.0,kWh
Nov-94,Station electricity usage,38057.0,kWh
Dec-94,Station electricity usage,172340.0,kWh
Dec-94,Station electricity usage,172753.0,kWh
Dec-94,Station electricity usage,130449.0,kWh
Dec-94,Station electricity usage,52882.0,kWh
Jan-95,Station electricity usage,177596.0,kWh
Jan-95,Station electricity usage,165939.0,kWh
Jan-95,Station electricity usage,129790.0,kWh
Jan-95,Station electricity usage,46757.0,kWh
Feb-95,Station electricity usage,161417.0,kWh
Feb-95,Station electricity usage,170122.0,kWh
Feb-95,Station electricity usage,117325.0,kWh
Feb-95,Station electricity usage,42432.0,kWh
Mar-95,Station electricity usage,210419.0,kWh
Mar-95,Station electricity usage,188279.0,kWh
Mar-95,Station electricity usage,142194.0,kWh
Mar-95,Station electricity usage,49307.0,kWh
May-95,Station electricity usage,217484.0,kWh
May-95,Station electricity usage,164612.0,kWh
May-95,Station electricity usage,150110.0,kWh
May-95,Station electricity usage,49990.0,kWh
Jun-95,Station electricity usage,214907.0,kWh
Jun-95,Station electricity usage,165821.0,kWh
Jun-95,Station electricity usage,139898.0,kWh
Jun-95,Station electricity usage,49161.0,kWh
Jul-95,Station electricity usage,202772.0,kWh
Jul-95,Station electricity usage,160169.0,kWh
Jul-95,Station electricity usage,153936.0,kWh
Jul-95,Station electricity usage,50901.0,kWh
Aug-95,Station electricity usage,223804.0,kWh
Aug-95,Station electricity usage,168199.0,kWh
Aug-95,Station electricity usage,136600.0,kWh
Aug-95,Station electricity usage,48860.0,kWh
Sep-95,Station electricity usage,207154.0,kWh
Sep-95,Station electricity usage,154575.0,kWh
Sep-95,Station electricity usage,129720.0,kWh
Sep-95,Station electricity usage,49355.0,kWh
Oct-95,Station electricity usage,201505.0,kWh
Oct-95,Station electricity usage,178379.0,kWh
Oct-95,Station electricity usage,132513.0,kWh
Oct-95,Station electricity usage,53018.0,kWh
Nov-95,Station electricity usage,178051.0,kWh
Nov-95,Station electricity usage,169054.0,kWh
Nov-95,Station electricity usage,127097.0,kWh
Nov-95,Station electricity usage,52037.0,kWh
Dec-95,Station electricity usage,174160.0,kWh
Dec-95,Station electricity usage,170467.0,kWh
Dec-95,Station electricity usage,127610.0,kWh
Dec-95,Station electricity usage,53038.0,kWh
Jan-96,Station electricity usage,162977.0,kWh
Jan-96,Station electricity usage,169078.0,kWh
Jan-96,Station electricity usage,128296.0,kWh
Jan-96,Station electricity usage,49192.0,kWh
Feb-96,Station electricity usage,159970.0,kWh
Feb-96,Station electricity usage,169306.0,kWh
Feb-96,Station electricity usage,134077.0,kWh
Feb-96,Station electricity usage,49479.0,kWh
Mar-96,Station electricity usage,196460.0,kWh
Mar-96,Station electricity usage,196665.0,kWh
Mar-96,Station electricity usage,151140.0,kWh
Mar-96,Station electricity usage,54662.0,kWh
May-96,Station electricity usage,214241.0,kWh
May-96,Station electricity usage,175092.0,kWh
May-96,Station electricity usage,142069.0,kWh
May-96,Station electricity usage,58180.0,kWh
Jun-96,Station electricity usage,194263.0,kWh
Jun-96,Station electricity usage,165542.0,kWh
Jun-96,Station electricity usage,138172.0,kWh
Jun-96,Station electricity usage,57641.0,kWh
Jul-96,Station electricity usage,203673.0,kWh
Jul-96,Station electricity usage,176510.0,kWh
Jul-96,Station electricity usage,137327.0,kWh
Jul-96,Station electricity usage,57824.0,kWh
Aug-96,Station electricity usage,197839.0,kWh
Aug-96,Station electricity usage,171525.0,kWh
Aug-96,Station electricity usage,140993.0,kWh
Aug-96,Station electricity usage,57689.0,kWh
Sep-96,Station electricity usage,189485.0,kWh
Sep-96,Station electricity usage,163835.0,kWh
Sep-96,Station electricity usage,131585.0,kWh
Sep-96,Station electricity usage,54164.0,kWh
Oct-96,Station electricity usage,190873.0,kWh
Oct-96,Station electricity usage,175812.0,kWh
Oct-96,Station electricity usage,153952.0,kWh
Oct-96,Station electricity usage,61855.0,kWh
Nov-96,Station electricity usage,169907.0,kWh
Nov-96,Station electricity usage,170468.0,kWh
Nov-96,Station electricity usage,134396.0,kWh
Nov-96,Station electricity usage,55196.0,kWh
Dec-96,Station electricity usage,163608.0,kWh
Dec-96,Station electricity usage,174981.0,kWh
Dec-96,Station electricity usage,128954.0,kWh
Dec-96,Station electricity usage,49609.0,kWh
Jan-97,Station electricity usage,167591.0,kWh
Jan-97,Station electricity usage,168598.0,kWh
Jan-97,Station electricity usage,123923.0,kWh
Jan-97,Station electricity usage,47433.0,kWh
Feb-97,Station electricity usage,152336.0,kWh
Feb-97,Station electricity usage,155676.0,kWh
Feb-97,Station electricity usage,115590.0,kWh
Feb-97,Station electricity usage,46346.0,kWh
Mar-97,Station electricity usage,183457.0,kWh
Mar-97,Station electricity usage,169159.0,kWh
Mar-97,Station electricity usage,147008.0,kWh
Mar-97,Station electricity usage,54684.0,kWh
May-97,Station electricity usage,215160.0,kWh
May-97,Station electricity usage,180731.0,kWh
May-97,Station electricity usage,158582.0,kWh
May-97,Station electricity usage,58368.0,kWh
Jun-97,Station electricity usage,201084.0,kWh
Jun-97,Station electricity usage,164711.0,kWh
Jun-97,Station electricity usage,149620.0,kWh
Jun-97,Station electricity usage,59198.0,kWh
Jul-97,Station electricity usage,207035.0,kWh
Jul-97,Station electricity usage,173148.0,kWh
Jul-97,Station electricity usage,165140.0,kWh
Jul-97,Station electricity usage,64079.0,kWh
Aug-97,Station electricity usage,208333.0,kWh
Aug-97,Station electricity usage,175951.0,kWh
Aug-97,Station electricity usage,162414.0,kWh
Aug-97,Station electricity usage,66870.0,kWh
Sep-97,Station electricity usage,193992.0,kWh
Sep-97,Station electricity usage,165511.0,kWh
Sep-97,Station electricity usage,164216.0,kWh
Sep-97,Station electricity usage,63649.0,kWh
Oct-97,Station electricity usage,186592.0,kWh
Oct-97,Station electricity usage,170323.0,kWh
Oct-97,Station electricity usage,160486.0,kWh
Oct-97,Station electricity usage,59681.0,kWh
Nov-97,Station electricity usage,157472.0,kWh
Nov-97,Station electricity usage,161232.0,kWh
Nov-97,Station electricity usage,147748.0,kWh
Nov-97,Station electricity usage,56513.0,kWh
Dec-97,Station electricity usage,159765.0,kWh
Dec-97,Station electricity usage,158915.0,kWh
Dec-97,Station electricity usage,152558.0,kWh
Dec-97,Station electricity usage,50808.0,kWh
Jan-98,Station electricity usage,155902.0,kWh
Jan-98,Station electricity usage,161671.0,kWh
Jan-98,Station electricity usage,138409.0,kWh
Jan-98,Station electricity usage,48127.0,kWh
Feb-98,Station electricity usage,145384.0,kWh
Feb-98,Station electricity usage,142844.0,kWh
Feb-98,Station electricity usage,128929.0,kWh
Feb-98,Station electricity usage,40200.0,kWh
Apr-98,Station electricity usage,181250.0,kWh
Apr-98,Station electricity usage,166635.0,kWh
Apr-98,Station electricity usage,159677.0,kWh
Apr-98,Station electricity usage,51153.0,kWh
May-98,Station electricity usage,182061.0,kWh
May-98,Station electricity usage,157209.0,kWh
May-98,Station electricity usage,157439.0,kWh
May-98,Station electricity usage,52100.0,kWh
Jun-98,Station electricity usage,173775.0,kWh
Jun-98,Station electricity usage,151021.0,kWh
Jun-98,Station electricity usage,154024.0,kWh
Jun-98,Station electricity usage,48540.0,kWh
Jul-98,Station electricity usage,187368.0,kWh
Jul-98,Station electricity usage,160174.0,kWh
Jul-98,Station electricity usage,161875.0,kWh
Jul-98,Station electricity usage,54070.0,kWh
Aug-98,Station electricity usage,182492.0,kWh
Aug-98,Station electricity usage,151708.0,kWh
Aug-98,Station electricity usage,154810.0,kWh
Aug-98,Station electricity usage,51671.0,kWh
Sep-98,Station electricity usage,170778.0,kWh
Sep-98,Station electricity usage,154820.0,kWh
Sep-98,Station electricity usage,145677.0,kWh
Sep-98,Station electricity usage,52850.0,kWh
Oct-98,Station electricity usage,169310.0,kWh
Oct-98,Station electricity usage,166361.0,kWh
Oct-98,Station electricity usage,148756.0,kWh
Oct-98,Station electricity usage,50500.0,kWh
Nov-98,Station electricity usage,151369.0,kWh
Nov-98,Station electricity usage,153197.0,kWh
Nov-98,Station electricity usage,146533.0,kWh
Nov-98,Station electricity usage,49760.0,kWh
Dec-98,Station electricity usage,139480.0,kWh
Dec-98,Station electricity usage,149792.0,kWh
Dec-98,Station electricity usage,155226.0,kWh
Dec-98,Station electricity usage,45213.0,kWh
Mar-99,Station electricity usage,166170.0,kWh
Mar-99,Station electricity usage,173626.0,kWh
Mar-99,Station electricity usage,152967.0,kWh
Mar-99,Station electricity usage,50510.0,kWh
Apr-99,Station electricity usage,168087.0,kWh
Apr-99,Station electricity usage,157504.0,kWh
Apr-99,Station electricity usage,137614.0,kWh
Apr-99,Station electricity usage,56550.0,kWh
May-99,Station electricity usage,177535.0,kWh
May-99,Station electricity usage,155780.0,kWh
May-99,Station electricity usage,125574.0,kWh
May-99,Station electricity usage,54250.0,kWh
Jun-99,Station electricity usage,168768.0,kWh
Jun-99,Station electricity usage,146492.0,kWh
Jun-99,Station electricity usage,120712.0,kWh
Jun-99,Station electricity usage,54460.0,kWh
Jul-99,Station electricity usage,178194.0,kWh
Jul-99,Station electricity usage,156995.0,kWh
Jul-99,Station electricity usage,127625.0,kWh
Jul-99,Station electricity usage,56450.0,kWh
Aug-99,Station electricity usage,181487.0,kWh
Aug-99,Station electricity usage,146992.0,kWh
Aug-99,Station electricity usage,125844.0,kWh
Aug-99,Station electricity usage,56940.0,kWh
Sep-99,Station electricity usage,168518.0,kWh
Sep-99,Station electricity usage,148530.0,kWh
Sep-99,Station electricity usage,122767.0,kWh
Sep-99,Station electricity usage,54380.0,kWh
Oct-99,Station electricity usage,170277.0,kWh
Oct-99,Station electricity usage,150554.0,kWh
Oct-99,Station electricity usage,122350.0,kWh
Oct-99,Station electricity usage,55840.0,kWh
Nov-99,Station electricity usage,150153.0,kWh
Nov-99,Station electricity usage,150508.0,kWh
Nov-99,Station electricity usage,127356.0,kWh
Nov-99,Station electricity usage,53490.0,kWh
Dec-99,Station electricity usage,148585.0,kWh
Dec-99,Station electricity usage,152274.0,kWh
Dec-99,Station electricity usage,142167.0,kWh
Dec-99,Station electricity usage,54367.0,kWh
Jan-00,Station electricity usage,144130.0,kWh
Jan-00,Station electricity usage,164607.0,kWh
Jan-00,Station electricity usage,184826.0,kWh
Jan-00,Station electricity usage,54880.0,kWh
Feb-00,Station electricity usage,140929.0,kWh
Feb-00,Station electricity usage,148411.0,kWh
Feb-00,Station electricity usage,153592.0,kWh
Feb-00,Station electricity usage,47555.0,kWh
Mar-00,Station electricity usage,162454.0,kWh
Mar-00,Station electricity usage,166194.0,kWh
Mar-00,Station electricity usage,160332.0,kWh
Mar-00,Station electricity usage,53138.0,kWh
Apr-00,Station electricity usage,159625.0,kWh
Apr-00,Station electricity usage,159410.0,kWh
Apr-00,Station electricity usage,149156.0,kWh
Apr-00,Station electricity usage,51771.0,kWh
May-00,Station electricity usage,176085.0,kWh
May-00,Station electricity usage,164295.0,kWh
May-00,Station electricity usage,158158.0,kWh
May-00,Station electricity usage,57070.0,kWh
Jun-00,Station electricity usage,167688.0,kWh
Jun-00,Station electricity usage,156744.0,kWh
Jun-00,Station electricity usage,154717.0,kWh
Jun-00,Station electricity usage,54144.0,kWh
Jul-00,Station electricity usage,184341.0,kWh
Jul-00,Station electricity usage,163541.0,kWh
Jul-00,Station electricity usage,157839.0,kWh
Jul-00,Station electricity usage,55598.0,kWh
Aug-00,Station electricity usage,181852.0,kWh
Aug-00,Station electricity usage,163416.0,kWh
Aug-00,Station electricity usage,153763.0,kWh
Aug-00,Station electricity usage,56977.0,kWh
Sep-00,Station electricity usage,169718.0,kWh
Sep-00,Station electricity usage,151329.0,kWh
Sep-00,Station electricity usage,138559.0,kWh
Sep-00,Station electricity usage,50527.0,kWh
Oct-00,Station electricity usage,173193.0,kWh
Oct-00,Station electricity usage,170100.0,kWh
Oct-00,Station electricity usage,141317.0,kWh
Oct-00,Station electricity usage,51318.0,kWh
Nov-00,Station electricity usage,154350.0,kWh
Nov-00,Station electricity usage,162980.0,kWh
Nov-00,Station electricity usage,138810.0,kWh
Nov-00,Station electricity usage,51514.0,kWh
Dec-00,Station electricity usage,141504.0,kWh
Dec-00,Station electricity usage,162260.0,kWh
Dec-00,Station electricity usage,145332.0,kWh
Dec-00,Station electricity usage,50145.0,kWh
Jan-01,Station electricity usage,123114.0,kWh
Jan-01,Station electricity usage,163697.0,kWh
Jan-01,Station electricity usage,148352.0,kWh
Jan-01,Station electricity usage,49836.0,kWh
Feb-01,Station electricity usage,132070.0,kWh
Feb-01,Station electricity usage,159492.0,kWh
Feb-01,Station electricity usage,133078.0,kWh
Feb-01,Station electricity usage,46508.0,kWh
Mar-01,Station electricity usage,154953.0,kWh
Mar-01,Station electricity usage,162479.0,kWh
Mar-01,Station electricity usage,149948.0,kWh
Mar-01,Station electricity usage,50312.0,kWh
Apr-01,Station electricity usage,158364.0,kWh
Apr-01,Station electricity usage,161927.0,kWh
Apr-01,Station electricity usage,141989.0,kWh
Apr-01,Station electricity usage,46453.0,kWh
May-01,Station electricity usage,170945.0,kWh
May-01,Station electricity usage,166260.0,kWh
May-01,Station electricity usage,144318.0,kWh
May-01,Station electricity usage,51157.0,kWh
Jun-01,Station electricity usage,172582.0,kWh
Jun-01,Station electricity usage,162161.0,kWh
Jun-01,Station electricity usage,140763.0,kWh
Jun-01,Station electricity usage,53001.0,kWh
Jul-01,Station electricity usage,187104.0,kWh
Jul-01,Station electricity usage,164708.0,kWh
Jul-01,Station electricity usage,144389.0,kWh
Jul-01,Station electricity usage,55178.0,kWh
Aug-01,Station electricity usage,193678.0,kWh
Aug-01,Station electricity usage,161707.0,kWh
Aug-01,Station electricity usage,141802.0,kWh
Aug-01,Station electricity usage,56642.0,kWh
Sep-01,Station electricity usage,180675.0,kWh
Sep-01,Station electricity usage,148462.0,kWh
Sep-01,Station electricity usage,144038.0,kWh
Sep-01,Station electricity usage,51733.0,kWh
Oct-01,Station electricity usage,168268.0,kWh
Oct-01,Station electricity usage,148292.0,kWh
Oct-01,Station electricity usage,154339.0,kWh
Oct-01,Station electricity usage,56940.0,kWh
Nov-01,Station electricity usage,143897.0,kWh
Nov-01,Station electricity usage,148905.0,kWh
Nov-01,Station electricity usage,153912.0,kWh
Nov-01,Station electricity usage,54217.0,kWh
Dec-01,Station electricity usage,136778.0,kWh
Dec-01,Station electricity usage,169993.0,kWh
Dec-01,Station electricity usage,150856.0,kWh
Dec-01,Station electricity usage,56355.0,kWh
Jan-02,Station electricity usage,130650.0,kWh
Jan-02,Station electricity usage,159025.0,kWh
Jan-02,Station electricity usage,119070.0,kWh
Jan-02,Station electricity usage,48512.0,kWh
Feb-02,Station electricity usage,133675.0,kWh
Feb-02,Station electricity usage,155334.0,kWh
Feb-02,Station electricity usage,115480.0,kWh
Feb-02,Station electricity usage,44029.0,kWh
Mar-02,Station electricity usage,162329.0,kWh
Mar-02,Station electricity usage,149256.0,kWh
Mar-02,Station electricity usage,121103.0,kWh
Mar-02,Station electricity usage,52889.0,kWh
Apr-02,Station electricity usage,160303.0,kWh
Apr-02,Station electricity usage,152255.0,kWh
Apr-02,Station electricity usage,156125.0,kWh
Apr-02,Station electricity usage,48665.0,kWh
May-02,Station electricity usage,174011.0,kWh
May-02,Station electricity usage,157303.0,kWh
May-02,Station electricity usage,161058.0,kWh
May-02,Station electricity usage,51282.0,kWh
Jun-02,Station electricity usage,178971.0,kWh
Jun-02,Station electricity usage,155579.0,kWh
Jun-02,Station electricity usage,125350.0,kWh
Jun-02,Station electricity usage,51003.0,kWh
Jul-02,Station electricity usage,184323.0,kWh
Jul-02,Station electricity usage,164280.0,kWh
Jul-02,Station electricity usage,133178.0,kWh
Jul-02,Station electricity usage,50816.0,kWh
Aug-02,Station electricity usage,183261.0,kWh
Aug-02,Station electricity usage,168511.0,kWh
Aug-02,Station electricity usage,129092.0,kWh
Aug-02,Station electricity usage,52227.0,kWh
Sep-02,Station electricity usage,166869.0,kWh
Sep-02,Station electricity usage,157917.0,kWh
Sep-02,Station electricity usage,124006.0,kWh
Sep-02,Station electricity usage,50527.0,kWh
Oct-02,Station electricity usage,173473.0,kWh
Oct-02,Station electricity usage,181155.0,kWh
Oct-02,Station electricity usage,130326.0,kWh
Oct-02,Station electricity usage,45719.0,kWh
Nov-02,Station electricity usage,150241.0,kWh
Nov-02,Station electricity usage,166145.0,kWh
Nov-02,Station electricity usage,149028.0,kWh
Nov-02,Station electricity usage,41814.0,kWh
Dec-02,Station electricity usage,138513.0,kWh
Dec-02,Station electricity usage,170655.0,kWh
Dec-02,Station electricity usage,136477.0,kWh
Dec-02,Station electricity usage,42526.0,kWh
Jan-03,Station electricity usage,127837.0,kWh
Jan-03,Station electricity usage,163592.0,kWh
Jan-03,Station electricity usage,134901.0,kWh
Jan-03,Station electricity usage,40916.0,kWh
Feb-03,Station electricity usage,105360.0,kWh
Feb-03,Station electricity usage,145684.0,kWh
Feb-03,Station electricity usage,100776.0,kWh
Feb-03,Station electricity usage,37629.0,kWh
May-04,Station electricity usage,122069.0,kWh
May-04,Station electricity usage,148693.0,kWh
May-04,Station electricity usage,145267.0,kWh
May-04,Station electricity usage,49851.0,kWh
Jun-04,Station electricity usage,153091.0,kWh
Jun-04,Station electricity usage,150469.0,kWh
Jun-04,Station electricity usage,154210.0,kWh
Jun-04,Station electricity usage,48725.0,kWh
Jul-04,Station electricity usage,142933.0,kWh
Jul-04,Station electricity usage,160964.0,kWh
Jul-04,Station electricity usage,166867.0,kWh
Jul-04,Station electricity usage,51315.0,kWh
Aug-04,Station electricity usage,105667.0,kWh
Aug-04,Station electricity usage,152624.0,kWh
Aug-04,Station electricity usage,144951.0,kWh
Sep-04,Station electricity usage,97196.0,kWh
Sep-04,Station electricity usage,155065.0,kWh
Sep-04,Station electricity usage,140488.0,kWh
Oct-04,Station electricity usage,83344.0,kWh
Oct-04,Station electricity usage,150042.0,kWh
Oct-04,Station electricity usage,138387.0,kWh
Oct-04,Station electricity usage,48250.0,kWh
Nov-04,Station electricity usage,95471.0,kWh
Nov-04,Station electricity usage,147844.0,kWh
Nov-04,Station electricity usage,143842.0,kWh
Nov-04,Station electricity usage,43979.0,kWh
Dec-04,Station electricity usage,80256.0,kWh
Dec-04,Station electricity usage,137610.0,kWh
Dec-04,Station electricity usage,131204.0,kWh
Dec-04,Station electricity usage,43156.0,kWh
Jan-05,Station electricity usage,99268.0,kWh
Jan-05,Station electricity usage,130713.0,kWh
Jan-05,Station electricity usage,130983.0,kWh
Jan-05,Station electricity usage,41664.0,kWh
Feb-05,Station electricity usage,92643.0,kWh
Feb-05,Station electricity usage,137183.0,kWh
Feb-05,Station electricity usage,116525.0,kWh
Feb-05,Station electricity usage,37811.0,kWh
Mar-05,Station electricity usage,97165.0,kWh
Mar-05,Station electricity usage,141484.0,kWh
Mar-05,Station electricity usage,131629.0,kWh
Mar-05,Station electricity usage,47754.0,kWh
Apr-05,Station electricity usage,106833.0,kWh
Apr-05,Station electricity usage,143376.0,kWh
Apr-05,Station electricity usage,127278.0,kWh
Apr-05,Station electricity usage,45818.0,kWh
May-05,Station electricity usage,122499.0,kWh
May-05,Station electricity usage,154849.0,kWh
May-05,Station electricity usage,133537.0,kWh
May-05,Station electricity usage,48843.0,kWh
Jun-05,Station electricity usage,87737.0,kWh
Jun-05,Station electricity usage,149894.0,kWh
Jun-05,Station electricity usage,127706.0,kWh
Jun-05,Station electricity usage,47428.0,kWh
Jul-05,Station electricity usage,138371.0,kWh
Jul-05,Station electricity usage,165102.0,kWh
Jul-05,Station electricity usage,135373.0,kWh
Jul-05,Station electricity usage,47522.0,kWh
Aug-05,Station electricity usage,117023.0,kWh
Aug-05,Station electricity usage,162552.0,kWh
Aug-05,Station electricity usage,135063.0,kWh
Aug-05,Station electricity usage,48552.0,kWh
Sep-05,Station electricity usage,104306.0,kWh
Sep-05,Station electricity usage,152103.0,kWh
Sep-05,Station electricity usage,126515.0,kWh
Sep-05,Station electricity usage,45248.0,kWh
Oct-05,Station electricity usage,88546.0,kWh
Oct-05,Station electricity usage,155983.0,kWh
Oct-05,Station electricity usage,130955.0,kWh
Oct-05,Station electricity usage,41522.0,kWh
Nov-05,Station electricity usage,71837.0,kWh
Nov-05,Station electricity usage,151138.0,kWh
Nov-05,Station electricity usage,130857.0,kWh
Nov-05,Station electricity usage,36311.0,kWh
Dec-05,Station electricity usage,85529.0,kWh
Dec-05,Station electricity usage,144725.0,kWh
Dec-05,Station electricity usage,133298.0,kWh
Dec-05,Station electricity usage,33803.0,kWh
Jan-06,Station electricity usage,101991.0,kWh
Jan-06,Station electricity usage,141326.0,kWh
Jan-06,Station electricity usage,133733.0,kWh
Jan-06,Station electricity usage,35385.0,kWh
Feb-06,Station electricity usage,70427.0,kWh
Feb-06,Station electricity usage,146650.0,kWh
Feb-06,Station electricity usage,127007.0,kWh
Feb-06,Station electricity usage,25425.0,kWh
Mar-06,Station electricity usage,76183.0,kWh
Mar-06,Station electricity usage,145653.0,kWh
Mar-06,Station electricity usage,144331.0,kWh
Mar-06,Station electricity usage,37617.0,kWh
Apr-06,Station electricity usage,55901.0,kWh
Apr-06,Station electricity usage,139074.0,kWh
Apr-06,Station electricity usage,122574.0,kWh
Apr-06,Station electricity usage,38029.0,kWh
May-06,Station electricity usage,117814.0,kWh
May-06,Station electricity usage,163274.0,kWh
May-06,Station electricity usage,136495.0,kWh
May-06,Station electricity usage,45071.0,kWh
Jun-06,Station electricity usage,83806.0,kWh
Jun-06,Station electricity usage,150075.0,kWh
Jun-06,Station electricity usage,134277.0,kWh
Jun-06,Station electricity usage,47801.0,kWh
Jul-06,Station electricity usage,109923.0,kWh
Jul-06,Station electricity usage,156612.0,kWh
Jul-06,Station electricity usage,137040.0,kWh
Jul-06,Station electricity usage,45517.0,kWh
Aug-06,Station electricity usage,101347.0,kWh
Aug-06,Station electricity usage,150023.0,kWh
Aug-06,Station electricity usage,131289.0,kWh
Aug-06,Station electricity usage,49037.0,kWh
Sep-06,Station electricity usage,94645.0,kWh
Sep-06,Station electricity usage,141724.0,kWh
Sep-06,Station electricity usage,129252.0,kWh
Sep-06,Station electricity usage,45789.0,kWh
Oct-06,Station electricity usage,82632.0,kWh
Oct-06,Station electricity usage,139394.0,kWh
Oct-06,Station electricity usage,135915.0,kWh
Oct-06,Station electricity usage,45649.0,kWh
