Date,Parameter,Value,Unit of measure
Jul-12,Fuel usage,61063.0,litres
Jul-12,Fuel usage,18750.0,litres
Aug-12,Fuel usage,37428.0,litres
Aug-12,Fuel usage,63372.0,litres
Aug-12,Fuel usage,59587.0,litres
Aug-12,Fuel usage,19495.0,litres
Sep-12,Fuel usage,38394.0,litres
Sep-12,Fuel usage,57787.0,litres
Sep-12,Fuel usage,55876.0,litres
Sep-12,Fuel usage,18395.0,litres
Oct-12,Fuel usage,37149.0,litres
Oct-12,Fuel usage,55515.0,litres
Oct-12,Fuel usage,52541.0,litres
Oct-12,Fuel usage,19741.0,litres
Nov-12,Fuel usage,23350.0,litres
Nov-12,Fuel usage,44541.0,litres
Nov-12,Fuel usage,61394.0,litres
Nov-12,Fuel usage,17747.0,litres
Mar-13,Fuel usage,30991.0,litres
Mar-13,Fuel usage,45695.0,litres
Mar-13,Fuel usage,42318.0,litres
Mar-13,Fuel usage,16854.0,litres
Apr-13,Fuel usage,32814.0,litres
Apr-13,Fuel usage,49196.0,litres
Apr-13,Fuel usage,54011.0,litres
Apr-13,Fuel usage,16679.0,litres
May-13,Fuel usage,37963.0,litres
May-13,Fuel usage,53494.0,litres
May-13,Fuel usage,60138.0,litres
May-13,Fuel usage,18889.0,litres
Jun-13,Fuel usage,36199.0,litres
Jun-13,Fuel usage,51150.0,litres
Jun-13,Fuel usage,59914.0,litres
Jun-13,Fuel usage,19012.0,litres
Jul-13,Fuel usage,36121.0,litres
Jul-13,Fuel usage,54446.0,litres
Jul-13,Fuel usage,67097.0,litres
Jul-13,Fuel usage,19364.0,litres
Aug-13,Fuel usage,32268.0,litres
Aug-13,Fuel usage,54470.0,litres
Aug-13,Fuel usage,65324.0,litres
Aug-13,Fuel usage,18137.0,litres
Sep-13,Fuel usage,27422.0,litres
Sep-13,Fuel usage,47777.0,litres
Sep-13,Fuel usage,55036.0,litres
Sep-13,Fuel usage,17461.0,litres
Oct-13,Fuel usage,26105.0,litres
Oct-13,Fuel usage,49344.0,litres
Oct-13,Fuel usage,56668.0,litres
Oct-13,Fuel usage,17542.0,litres
Nov-13,Fuel usage,35812.0,litres
Nov-13,Fuel usage,45202.0,litres
Nov-13,Fuel usage,67269.0,litres
Nov-13,Fuel usage,17088.0,litres
Dec-13,Fuel usage,31588.0,litres
Dec-13,Fuel usage,45205.0,litres
Dec-13,Fuel usage,62640.0,litres
Dec-13,Fuel usage,16873.0,litres
Jan-14,Fuel usage,28641.0,litres
Jan-14,Fuel usage,47638.0,litres
Jan-14,Fuel usage,45309.0,litres
Jan-14,Fuel usage,16424.0,litres
Feb-14,Fuel usage,18530.0,litres
Feb-14,Fuel usage,43020.0,litres
Feb-14,Fuel usage,52203.0,litres
Feb-14,Fuel usage,13485.0,litres
Mar-14,Fuel usage,23643.0,litres
Mar-14,Fuel usage,56812.0,litres
Mar-14,Fuel usage,48998.0,litres
Mar-14,Fuel usage,16200.0,litres
Apr-14,Fuel usage,18399.0,litres
Apr-14,Fuel usage,55990.0,litres
Apr-14,Fuel usage,45436.0,litres
Apr-14,Fuel usage,18115.0,litres
May-14,Fuel usage,23181.0,litres
May-14,Fuel usage,52515.0,litres
May-14,Fuel usage,50881.0,litres
May-14,Fuel usage,16609.0,litres
Jun-14,Fuel usage,31975.0,litres
Jun-14,Fuel usage,58438.0,litres
Jun-14,Fuel usage,51572.0,litres
Jun-14,Fuel usage,16017.0,litres
Jul-14,Fuel usage,29300.0,litres
Jul-14,Fuel usage,64599.0,litres
Jul-14,Fuel usage,51230.0,litres
Jul-14,Fuel usage,15656.0,litres
Aug-14,Fuel usage,21689.0,litres
Aug-14,Fuel usage,62435.0,litres
Aug-14,Fuel usage,55572.0,litres
Aug-14,Fuel usage,17191.0,litres
Jun-15,Fuel usage,31682.0,litres
Jun-15,Fuel usage,56783.0,litres
Jun-15,Fuel usage,47696.0,litres
Jun-15,Fuel usage,15617.0,litres
Jul-15,Fuel usage,44776.0,litres
Jul-15,Fuel usage,65406.0,litres
Jul-15,Fuel usage,55129.0,litres
Jul-15,Fuel usage,15565.0,litres
Aug-15,Fuel usage,36469.0,litres
Aug-15,Fuel usage,59085.0,litres
Aug-15,Fuel usage,58044.0,litres
Aug-15,Fuel usage,14999.0,litres
Sep-15,Fuel usage,29212.0,litres
Sep-15,Fuel usage,55938.0,litres
Sep-15,Fuel usage,68596.0,litres
Sep-15,Fuel usage,14470.0,litres
Oct-15,Fuel usage,23384.0,litres
Oct-15,Fuel usage,55254.0,litres
Oct-15,Fuel usage,77262.0,litres
Oct-15,Fuel usage,15118.0,litres
Nov-15,Fuel usage,22961.0,litres
Nov-15,Fuel usage,46656.0,litres
Nov-15,Fuel usage,58266.0,litres
Nov-15,Fuel usage,14039.0,litres
Dec-15,Fuel usage,3148.0,litres
Dec-15,Fuel usage,43391.0,litres
Dec-15,Fuel usage,57529.0,litres
Dec-15,Fuel usage,13981.0,litres
Jan-16,Fuel usage,27815.0,litres
Jan-16,Fuel usage,49009.0,litres
Jan-16,Fuel usage,53186.0,litres
Jan-16,Fuel usage,13864.0,litres
Feb-16,Fuel usage,19142.0,litres
Feb-16,Fuel usage,47414.0,litres
Feb-16,Fuel usage,56845.0,litres
Feb-16,Fuel usage,13533.0,litres
Jan-95,Fuel usage,2300.0,litres
Feb-95,Fuel usage,2550.0,litres
Mar-95,Fuel usage,1220.0,litres
May-95,Fuel usage,900.0,litres
Jun-95,Fuel usage,500.0,litres
Jul-95,Fuel usage,280.0,litres
Aug-95,Fuel usage,1020.0,litres
Sep-95,Fuel usage,1970.0,litres
Oct-95,Fuel usage,1100.0,litres
Nov-95,Fuel usage,1200.0,litres
Dec-95,Fuel usage,2000.0,litres
Jan-96,Fuel usage,1000.0,litres
Feb-96,Fuel usage,1100.0,litres
Mar-96,Fuel usage,1700.0,litres
May-96,Fuel usage,2500.0,litres
Jun-96,Fuel usage,1500.0,litres
Jul-96,Fuel usage,900.0,litres
Aug-96,Fuel usage,700.0,litres
Sep-96,Fuel usage,1100.0,litres
Oct-96,Fuel usage,1200.0,litres
Nov-96,Fuel usage,3050.0,litres
Dec-96,Fuel usage,2000.0,litres
Jan-97,Fuel usage,850.0,litres
Jan-97,Fuel usage,1500.0,litres
Jan-97,Fuel usage,3100.0,litres
Jan-97,Fuel usage,800.0,litres
Feb-97,Fuel usage,550.0,litres
Feb-97,Fuel usage,1800.0,litres
Feb-97,Fuel usage,3650.0,litres
Feb-97,Fuel usage,1150.0,litres
Mar-97,Fuel usage,2300.0,litres
Mar-97,Fuel usage,1650.0,litres
Mar-97,Fuel usage,2200.0,litres
Mar-97,Fuel usage,,litres
May-97,Fuel usage,200.0,litres
May-97,Fuel usage,1100.0,litres
May-97,Fuel usage,1400.0,litres
May-97,Fuel usage,1045.0,litres
Jun-97,Fuel usage,200.0,litres
Jun-97,Fuel usage,1100.0,litres
Jun-97,Fuel usage,1400.0,litres
Jun-97,Fuel usage,1000.0,litres
Jul-97,Fuel usage,400.0,litres
Jul-97,Fuel usage,2100.0,litres
Jul-97,Fuel usage,2200.0,litres
Jul-97,Fuel usage,610.0,litres
Aug-97,Fuel usage,200.0,litres
Aug-97,Fuel usage,900.0,litres
Aug-97,Fuel usage,1400.0,litres
Aug-97,Fuel usage,560.0,litres
Sep-97,Fuel usage,300.0,litres
Sep-97,Fuel usage,900.0,litres
Sep-97,Fuel usage,,litres
Sep-97,Fuel usage,633.0,litres
Oct-97,Fuel usage,500.0,litres
Oct-97,Fuel usage,1100.0,litres
Oct-97,Fuel usage,1300.0,litres
Oct-97,Fuel usage,790.0,litres
Nov-97,Fuel usage,350.0,litres
Nov-97,Fuel usage,2000.0,litres
Nov-97,Fuel usage,2200.0,litres
Nov-97,Fuel usage,1713.0,litres
Dec-97,Fuel usage,700.0,litres
Dec-97,Fuel usage,1900.0,litres
Dec-97,Fuel usage,3200.0,litres
Dec-97,Fuel usage,1697.0,litres
Jan-98,Fuel usage,500.0,litres
Jan-98,Fuel usage,2000.0,litres
Jan-98,Fuel usage,2890.0,litres
Jan-98,Fuel usage,865.0,litres
Feb-98,Fuel usage,2000.0,litres
Feb-98,Fuel usage,1000.0,litres
Feb-98,Fuel usage,1500.0,litres
Feb-98,Fuel usage,1435.0,litres
Apr-98,Fuel usage,500.0,litres
Apr-98,Fuel usage,475.0,litres
Apr-98,Fuel usage,2700.0,litres
Apr-98,Fuel usage,1062.0,litres
May-98,Fuel usage,660.0,litres
May-98,Fuel usage,1000.0,litres
May-98,Fuel usage,1400.0,litres
May-98,Fuel usage,,litres
Jun-98,Fuel usage,300.0,litres
Jun-98,Fuel usage,1100.0,litres
Jun-98,Fuel usage,1700.0,litres
Jun-98,Fuel usage,1110.0,litres
Jul-98,Fuel usage,1670.0,litres
Jul-98,Fuel usage,300.0,litres
Jul-98,Fuel usage,1000.0,litres
Jul-98,Fuel usage,,litres
Aug-98,Fuel usage,800.0,litres
Aug-98,Fuel usage,500.0,litres
Aug-98,Fuel usage,0.0,litres
Aug-98,Fuel usage,927.0,litres
Sep-98,Fuel usage,400.0,litres
Sep-98,Fuel usage,1150.0,litres
Sep-98,Fuel usage,1200.0,litres
Sep-98,Fuel usage,1013.0,litres
Oct-98,Fuel usage,330.0,litres
Oct-98,Fuel usage,600.0,litres
Oct-98,Fuel usage,800.0,litres
Oct-98,Fuel usage,608.0,litres
Nov-98,Fuel usage,770.0,litres
Nov-98,Fuel usage,700.0,litres
Nov-98,Fuel usage,1179.0,litres
Nov-98,Fuel usage,800.0,litres
Dec-98,Fuel usage,3600.0,litres
Dec-98,Fuel usage,1000.0,litres
Dec-98,Fuel usage,1250.0,litres
Dec-98,Fuel usage,1324.0,litres
Mar-99,Fuel usage,400.0,litres
Mar-99,Fuel usage,2400.0,litres
Mar-99,Fuel usage,2000.0,litres
Mar-99,Fuel usage,1016.0,litres
Apr-99,Fuel usage,600.0,litres
Apr-99,Fuel usage,1900.0,litres
Apr-99,Fuel usage,0.0,litres
Apr-99,Fuel usage,1005.0,litres
May-99,Fuel usage,500.0,litres
May-99,Fuel usage,1200.0,litres
May-99,Fuel usage,700.0,litres
May-99,Fuel usage,,litres
Jun-99,Fuel usage,600.0,litres
Jun-99,Fuel usage,500.0,litres
Jun-99,Fuel usage,,litres
Jul-99,Fuel usage,500.0,litres
Jul-99,Fuel usage,1850.0,litres
Jul-99,Fuel usage,972.0,litres
Aug-99,Fuel usage,600.0,litres
Aug-99,Fuel usage,1100.0,litres
Aug-99,Fuel usage,800.0,litres
Aug-99,Fuel usage,0.0,litres
Sep-99,Fuel usage,300.0,litres
Sep-99,Fuel usage,750.0,litres
Sep-99,Fuel usage,550.0,litres
Sep-99,Fuel usage,985.0,litres
Oct-99,Fuel usage,650.0,litres
Oct-99,Fuel usage,1650.0,litres
Oct-99,Fuel usage,500.0,litres
Oct-99,Fuel usage,0.0,litres
Nov-99,Fuel usage,850.0,litres
Nov-99,Fuel usage,2900.0,litres
Nov-99,Fuel usage,750.0,litres
Nov-99,Fuel usage,1440.0,litres
Dec-99,Fuel usage,1200.0,litres
Dec-99,Fuel usage,2000.0,litres
Dec-99,Fuel usage,700.0,litres
Dec-99,Fuel usage,848.0,litres
Jan-00,Fuel usage,800.0,litres
Jan-00,Fuel usage,4000.0,litres
Jan-00,Fuel usage,900.0,litres
Jan-00,Fuel usage,755.0,litres
Feb-00,Fuel usage,600.0,litres
Feb-00,Fuel usage,2000.0,litres
Feb-00,Fuel usage,1450.0,litres
Feb-00,Fuel usage,,litres
Mar-00,Fuel usage,600.0,litres
Mar-00,Fuel usage,2200.0,litres
Mar-00,Fuel usage,805.0,litres
Apr-00,Fuel usage,1300.0,litres
Apr-00,Fuel usage,1000.0,litres
Apr-00,Fuel usage,430.0,litres
Apr-00,Fuel usage,,litres
May-00,Fuel usage,400.0,litres
May-00,Fuel usage,850.0,litres
May-00,Fuel usage,224.0,litres
May-00,Fuel usage,908.0,litres
Jun-00,Fuel usage,700.0,litres
Jun-00,Fuel usage,1000.0,litres
Jun-00,Fuel usage,550.0,litres
Jun-00,Fuel usage,1018.0,litres
Jul-00,Fuel usage,900.0,litres
Jul-00,Fuel usage,850.0,litres
Jul-00,Fuel usage,300.0,litres
Jul-00,Fuel usage,,litres
Aug-00,Fuel usage,700.0,litres
Aug-00,Fuel usage,950.0,litres
Aug-00,Fuel usage,862.0,litres
Sep-00,Fuel usage,800.0,litres
Sep-00,Fuel usage,1100.0,litres
Sep-00,Fuel usage,300.0,litres
Sep-00,Fuel usage,1068.0,litres
Oct-00,Fuel usage,100.0,litres
Oct-00,Fuel usage,1950.0,litres
Oct-00,Fuel usage,500.0,litres
Oct-00,Fuel usage,,litres
Nov-00,Fuel usage,500.0,litres
Nov-00,Fuel usage,2500.0,litres
Nov-00,Fuel usage,800.0,litres
Nov-00,Fuel usage,1817.0,litres
Dec-00,Fuel usage,2000.0,litres
Dec-00,Fuel usage,2350.0,litres
Dec-00,Fuel usage,1100.0,litres
Dec-00,Fuel usage,810.0,litres
Jan-01,Fuel usage,700.0,litres
Jan-01,Fuel usage,1500.0,litres
Jan-01,Fuel usage,1227.0,litres
Jan-01,Fuel usage,1460.0,litres
Feb-01,Fuel usage,700.0,litres
Feb-01,Fuel usage,2310.0,litres
Feb-01,Fuel usage,2200.0,litres
Feb-01,Fuel usage,1390.0,litres
Mar-01,Fuel usage,800.0,litres
Mar-01,Fuel usage,1500.0,litres
Mar-01,Fuel usage,1000.0,litres
Mar-01,Fuel usage,240.0,litres
Apr-01,Fuel usage,800.0,litres
Apr-01,Fuel usage,700.0,litres
Apr-01,Fuel usage,480.0,litres
Apr-01,Fuel usage,1540.0,litres
May-01,Fuel usage,750.0,litres
May-01,Fuel usage,700.0,litres
May-01,Fuel usage,300.0,litres
May-01,Fuel usage,720.0,litres
Jun-01,Fuel usage,850.0,litres
Jun-01,Fuel usage,1100.0,litres
Jun-01,Fuel usage,210.0,litres
Jun-01,Fuel usage,400.0,litres
Jul-01,Fuel usage,600.0,litres
Jul-01,Fuel usage,800.0,litres
Jul-01,Fuel usage,1400.0,litres
Jul-01,Fuel usage,780.0,litres
Aug-01,Fuel usage,800.0,litres
Aug-01,Fuel usage,950.0,litres
Aug-01,Fuel usage,600.0,litres
Aug-01,Fuel usage,670.0,litres
Sep-01,Fuel usage,700.0,litres
Sep-01,Fuel usage,1240.0,litres
Sep-01,Fuel usage,900.0,litres
Sep-01,Fuel usage,570.0,litres
Oct-01,Fuel usage,1000.0,litres
Oct-01,Fuel usage,870.0,litres
Oct-01,Fuel usage,960.0,litres
Nov-01,Fuel usage,425.0,litres
Nov-01,Fuel usage,1250.0,litres
Nov-01,Fuel usage,1100.0,litres
Nov-01,Fuel usage,0.0,litres
Dec-01,Fuel usage,900.0,litres
Dec-01,Fuel usage,1650.0,litres
Dec-01,Fuel usage,1000.0,litres
Dec-01,Fuel usage,,litres
Jan-02,Fuel usage,1550.0,litres
Jan-02,Fuel usage,4500.0,litres
Jan-02,Fuel usage,1250.0,litres
Jan-02,Fuel usage,0.0,litres
Feb-02,Fuel usage,1250.0,litres
Feb-02,Fuel usage,4260.0,litres
Feb-02,Fuel usage,3450.0,litres
Feb-02,Fuel usage,1690.0,litres
Mar-02,Fuel usage,1450.0,litres
Mar-02,Fuel usage,2900.0,litres
Mar-02,Fuel usage,350.0,litres
Mar-02,Fuel usage,1200.0,litres
Apr-02,Fuel usage,400.0,litres
Apr-02,Fuel usage,800.0,litres
Apr-02,Fuel usage,700.0,litres
Apr-02,Fuel usage,1440.0,litres
May-02,Fuel usage,800.0,litres
May-02,Fuel usage,1185.0,litres
May-02,Fuel usage,500.0,litres
May-02,Fuel usage,658.0,litres
Jun-02,Fuel usage,1000.0,litres
Jun-02,Fuel usage,1850.0,litres
Jun-02,Fuel usage,525.0,litres
Jun-02,Fuel usage,480.0,litres
Jul-02,Fuel usage,1200.0,litres
Jul-02,Fuel usage,1100.0,litres
Jul-02,Fuel usage,1475.0,litres
Jul-02,Fuel usage,530.0,litres
Aug-02,Fuel usage,900.0,litres
Aug-02,Fuel usage,1500.0,litres
Aug-02,Fuel usage,700.0,litres
Aug-02,Fuel usage,720.0,litres
Sep-02,Fuel usage,500.0,litres
Sep-02,Fuel usage,3100.0,litres
Sep-02,Fuel usage,800.0,litres
Sep-02,Fuel usage,370.0,litres
Oct-02,Fuel usage,1500.0,litres
Oct-02,Fuel usage,1200.0,litres
Oct-02,Fuel usage,1000.0,litres
Oct-02,Fuel usage,762.0,litres
Nov-02,Fuel usage,6000.0,litres
Nov-02,Fuel usage,1850.0,litres
Nov-02,Fuel usage,1200.0,litres
Nov-02,Fuel usage,720.0,litres
Dec-02,Fuel usage,1300.0,litres
Dec-02,Fuel usage,3750.0,litres
Dec-02,Fuel usage,2400.0,litres
Dec-02,Fuel usage,797.0,litres
Jan-03,Fuel usage,1600.0,litres
Jan-03,Fuel usage,2000.0,litres
Jan-03,Fuel usage,2300.0,litres
Jan-03,Fuel usage,1430.0,litres
Feb-03,Fuel usage,1700.0,litres
Feb-03,Fuel usage,2300.0,litres
Feb-03,Fuel usage,2000.0,litres
Feb-03,Fuel usage,560.0,litres
May-04,Fuel usage,550.0,litres
May-04,Fuel usage,2100.0,litres
May-04,Fuel usage,600.0,litres
May-04,Fuel usage,900.0,litres
Jun-04,Fuel usage,600.0,litres
Jun-04,Fuel usage,400.0,litres
Jun-04,Fuel usage,900.0,litres
Jun-04,Fuel usage,930.0,litres
Jul-04,Fuel usage,400.0,litres
Jul-04,Fuel usage,650.0,litres
Jul-04,Fuel usage,300.0,litres
Jul-04,Fuel usage,600.0,litres
Aug-04,Fuel usage,700.0,litres
Aug-04,Fuel usage,750.0,litres
Sep-04,Fuel usage,400.0,litres
Sep-04,Fuel usage,600.0,litres
Sep-04,Fuel usage,450.0,litres
Oct-04,Fuel usage,400.0,litres
Oct-04,Fuel usage,1250.0,litres
Oct-04,Fuel usage,500.0,litres
Oct-04,Fuel usage,200.0,litres
Nov-04,Fuel usage,600.0,litres
Nov-04,Fuel usage,1400.0,litres
Nov-04,Fuel usage,800.0,litres
Nov-04,Fuel usage,120.0,litres
Dec-04,Fuel usage,1100.0,litres
Dec-04,Fuel usage,2500.0,litres
Dec-04,Fuel usage,700.0,litres
Dec-04,Fuel usage,500.0,litres
Jan-05,Fuel usage,1100.0,litres
Jan-05,Fuel usage,900.0,litres
Jan-05,Fuel usage,1300.0,litres
Jan-05,Fuel usage,1000.0,litres
Feb-05,Fuel usage,800.0,litres
Feb-05,Fuel usage,400.0,litres
Feb-05,Fuel usage,1300.0,litres
Feb-05,Fuel usage,700.0,litres
Mar-05,Fuel usage,800.0,litres
Mar-05,Fuel usage,400.0,litres
Mar-05,Fuel usage,600.0,litres
Mar-05,Fuel usage,475.0,litres
Apr-05,Fuel usage,450.0,litres
Apr-05,Fuel usage,500.0,litres
Apr-05,Fuel usage,1100.0,litres
Apr-05,Fuel usage,1491.0,litres
May-05,Fuel usage,1000.0,litres
May-05,Fuel usage,600.0,litres
May-05,Fuel usage,1300.0,litres
May-05,Fuel usage,657.0,litres
Jun-05,Fuel usage,250.0,litres
Jun-05,Fuel usage,150.0,litres
Jun-05,Fuel usage,1000.0,litres
Jun-05,Fuel usage,0.0,litres
Jul-05,Fuel usage,600.0,litres
Jul-05,Fuel usage,350.0,litres
Jul-05,Fuel usage,1000.0,litres
Jul-05,Fuel usage,1202.0,litres
Aug-05,Fuel usage,400.0,litres
Aug-05,Fuel usage,200.0,litres
Aug-05,Fuel usage,900.0,litres
Aug-05,Fuel usage,527.0,litres
Sep-05,Fuel usage,270.0,litres
Sep-05,Fuel usage,450.0,litres
Sep-05,Fuel usage,1000.0,litres
Sep-05,Fuel usage,890.0,litres
Oct-05,Fuel usage,580.0,litres
Oct-05,Fuel usage,850.0,litres
Oct-05,Fuel usage,1400.0,litres
Oct-05,Fuel usage,518.0,litres
Nov-05,Fuel usage,500.0,litres
Nov-05,Fuel usage,1300.0,litres
Nov-05,Fuel usage,900.0,litres
Nov-05,Fuel usage,535.0,litres
Dec-05,Fuel usage,0.0,litres
Dec-05,Fuel usage,1000.0,litres
Dec-05,Fuel usage,2450.0,litres
Dec-05,Fuel usage,906.0,litres
Jan-06,Fuel usage,2500.0,litres
Jan-06,Fuel usage,900.0,litres
Jan-06,Fuel usage,720.0,litres
Jan-06,Fuel usage,785.0,litres
Feb-06,Fuel usage,350.0,litres
Feb-06,Fuel usage,900.0,litres
Feb-06,Fuel usage,1100.0,litres
Feb-06,Fuel usage,880.0,litres
Mar-06,Fuel usage,350.0,litres
Mar-06,Fuel usage,900.0,litres
Mar-06,Fuel usage,1300.0,litres
Mar-06,Fuel usage,1330.0,litres
Apr-06,Fuel usage,300.0,litres
Apr-06,Fuel usage,450.0,litres
Apr-06,Fuel usage,700.0,litres
Apr-06,Fuel usage,1350.0,litres
May-06,Fuel usage,250.0,litres
May-06,Fuel usage,450.0,litres
May-06,Fuel usage,800.0,litres
May-06,Fuel usage,500.0,litres
Jun-06,Fuel usage,250.0,litres
Jun-06,Fuel usage,400.0,litres
Jun-06,Fuel usage,700.0,litres
Jun-06,Fuel usage,500.0,litres
Jul-06,Fuel usage,500.0,litres
Jul-06,Fuel usage,350.0,litres
Jul-06,Fuel usage,300.0,litres
Jul-06,Fuel usage,470.0,litres
Aug-06,Fuel usage,100.0,litres
Aug-06,Fuel usage,500.0,litres
Aug-06,Fuel usage,800.0,litres
Aug-06,Fuel usage,170.0,litres
Sep-06,Fuel usage,400.0,litres
Sep-06,Fuel usage,250.0,litres
Sep-06,Fuel usage,700.0,litres
Sep-06,Fuel usage,100.0,litres
Oct-06,Fuel usage,350.0,litres
Oct-06,Fuel usage,500.0,litres
Oct-06,Fuel usage,440.0,litres
Nov-06,Fuel usage,350.0,litres
Nov-06,Fuel usage,950.0,litres
Nov-06,Fuel usage,800.0,litres
Nov-06,Fuel usage,1050.0,litres
Dec-06,Fuel usage,350.0,litres
Dec-06,Fuel usage,750.0,litres
Dec-06,Fuel usage,700.0,litres
Dec-06,Fuel usage,1800.0,litres
Jan-07,Fuel usage,1200.0,litres
Jan-07,Fuel usage,800.0,litres
Jan-07,Fuel usage,100.0,litres
Feb-07,Fuel usage,800.0,litres
Feb-07,Fuel usage,700.0,litres
Feb-07,Fuel usage,1300.0,litres
Mar-07,Fuel usage,1750.0,litres
Mar-07,Fuel usage,700.0,litres
Mar-07,Fuel usage,1700.0,litres
Mar-07,Fuel usage,1350.0,litres
Apr-07,Fuel usage,600.0,litres
Apr-07,Fuel usage,500.0,litres
Apr-07,Fuel usage,300.0,litres
Apr-07,Fuel usage,575.0,litres
May-07,Fuel usage,600.0,litres
May-07,Fuel usage,400.0,litres
May-07,Fuel usage,500.0,litres
May-07,Fuel usage,1281.0,litres
Jun-07,Fuel usage,800.0,litres
Jun-07,Fuel usage,350.0,litres
Jun-07,Fuel usage,500.0,litres
Jun-07,Fuel usage,150.0,litres
Jul-07,Fuel usage,80.0,litres
Jul-07,Fuel usage,350.0,litres
Jul-07,Fuel usage,500.0,litres
Jul-07,Fuel usage,572.0,litres
Aug-07,Fuel usage,800.0,litres
Aug-07,Fuel usage,400.0,litres
Aug-07,Fuel usage,200.0,litres
Aug-07,Fuel usage,495.0,litres
Sep-07,Fuel usage,800.0,litres
Sep-07,Fuel usage,350.0,litres
Sep-07,Fuel usage,400.0,litres
Sep-07,Fuel usage,481.0,litres
Oct-07,Fuel usage,600.0,litres
Oct-07,Fuel usage,150.0,litres
Oct-07,Fuel usage,400.0,litres
Oct-07,Fuel usage,125.0,litres
Nov-07,Fuel usage,650.0,litres
Nov-07,Fuel usage,430.0,litres
Nov-07,Fuel usage,407.0,litres
Dec-07,Fuel usage,600.0,litres
Dec-07,Fuel usage,800.0,litres
Dec-07,Fuel usage,420.0,litres
Dec-07,Fuel usage,757.0,litres
Jan-08,Fuel usage,500.0,litres
Jan-08,Fuel usage,900.0,litres
Jan-08,Fuel usage,475.0,litres
Jan-08,Fuel usage,708.0,litres
Feb-08,Fuel usage,500.0,litres
Feb-08,Fuel usage,800.0,litres
Feb-08,Fuel usage,450.0,litres
Feb-08,Fuel usage,518.0,litres
Mar-08,Fuel usage,500.0,litres
Mar-08,Fuel usage,550.0,litres
Mar-08,Fuel usage,150.0,litres
Mar-08,Fuel usage,565.0,litres
Apr-08,Fuel usage,300.0,litres
Apr-08,Fuel usage,400.0,litres
Apr-08,Fuel usage,170.0,litres
Apr-08,Fuel usage,490.0,litres
May-08,Fuel usage,450.0,litres
May-08,Fuel usage,400.0,litres
May-08,Fuel usage,180.0,litres
May-08,Fuel usage,230.0,litres
Jun-08,Fuel usage,350.0,litres
Jun-08,Fuel usage,800.0,litres
Jun-08,Fuel usage,190.0,litres
Jun-08,Fuel usage,225.0,litres
Jul-08,Fuel usage,500.0,litres
Jul-08,Fuel usage,700.0,litres
Jul-08,Fuel usage,450.0,litres
Jul-08,Fuel usage,0.0,litres
Aug-08,Fuel usage,400.0,litres
Aug-08,Fuel usage,450.0,litres
Aug-08,Fuel usage,0.0,litres
Sep-08,Fuel usage,350.0,litres
Sep-08,Fuel usage,800.0,litres
Sep-08,Fuel usage,450.0,litres
Sep-08,Fuel usage,1020.0,litres
Oct-08,Fuel usage,300.0,litres
Oct-08,Fuel usage,600.0,litres
Oct-08,Fuel usage,450.0,litres
Oct-08,Fuel usage,0.0,litres
Nov-08,Fuel usage,250.0,litres
Nov-08,Fuel usage,1000.0,litres
Nov-08,Fuel usage,470.0,litres
Nov-08,Fuel usage,900.0,litres
Dec-08,Fuel usage,450.0,litres
Dec-08,Fuel usage,1350.0,litres
Dec-08,Fuel usage,0.0,litres
Jan-09,Fuel usage,400.0,litres
Jan-09,Fuel usage,850.0,litres
Jan-09,Fuel usage,1700.0,litres
Jan-09,Fuel usage,710.0,litres
Feb-09,Fuel usage,0.0,litres
Feb-09,Fuel usage,900.0,litres
Feb-09,Fuel usage,1500.0,litres
Mar-09,Fuel usage,950.0,litres
Mar-09,Fuel usage,600.0,litres
Mar-09,Fuel usage,500.0,litres
Mar-09,Fuel usage,1150.0,litres
Apr-09,Fuel usage,530.0,litres
Apr-09,Fuel usage,40.0,litres
Apr-09,Fuel usage,200.0,litres
Apr-09,Fuel usage,535.0,litres
May-09,Fuel usage,420.0,litres
May-09,Fuel usage,100.0,litres
May-09,Fuel usage,300.0,litres
May-09,Fuel usage,390.0,litres
Jun-09,Fuel usage,470.0,litres
Jun-09,Fuel usage,800.0,litres
Jun-09,Fuel usage,300.0,litres
Jul-09,Fuel usage,780.0,litres
Jul-09,Fuel usage,350.0,litres
Jul-09,Fuel usage,300.0,litres
Jul-09,Fuel usage,406.0,litres
Aug-09,Fuel usage,500.0,litres
Aug-09,Fuel usage,650.0,litres
Aug-09,Fuel usage,400.0,litres
Aug-09,Fuel usage,300.0,litres
Sep-09,Fuel usage,450.0,litres
Sep-09,Fuel usage,500.0,litres
Sep-09,Fuel usage,200.0,litres
Sep-09,Fuel usage,226.0,litres
Oct-09,Fuel usage,800.0,litres
Oct-09,Fuel usage,300.0,litres
Oct-09,Fuel usage,350.0,litres
Nov-09,Fuel usage,256.0,litres
Nov-09,Fuel usage,1250.0,litres
Nov-09,Fuel usage,700.0,litres
Nov-09,Fuel usage,200.0,litres
Dec-09,Fuel usage,450.0,litres
Dec-09,Fuel usage,2100.0,litres
Dec-09,Fuel usage,850.0,litres
Dec-09,Fuel usage,351.0,litres
Jan-10,Fuel usage,1200.0,litres
Jan-10,Fuel usage,2650.0,litres
Jan-10,Fuel usage,750.0,litres
Jan-10,Fuel usage,300.0,litres
Feb-10,Fuel usage,950.0,litres
Feb-10,Fuel usage,1400.0,litres
Feb-10,Fuel usage,820.0,litres
