??,??,??,??,??????,????????,????
19-03-2019 13.00,446,9.324,0.003,407.767,776.214,3234.303
19-03-2019 14.00,447,9.568,0.003,282.01,629.053,2444.522
19-03-2019 15.00,448,8.06,0.004,150.534,437.959,890.026
19-03-2019 16.00,449,5.213,0.004,48.844,215.986,154.597
19-03-2019 17.00,450,3.601,0.004,3.484,24.931,0
19-03-2019 18.00,451,3.187,0.004,0,0,0
19-03-2019 19.00,452,2.538,0.004,0,0,0
19-03-2019 20.00,453,1.825,0.003,0,0,0
19-03-2019 21.00,454,1.494,0.003,0,0,0
19-03-2019 22.00,455,1.076,0.003,0,0,0
19-03-2019 23.00,456,0.933,0.003,0,0,0
20-03-2019 0.00,457,0.315,0.003,0,0,0
20-03-2019 1.00,458,-0.253,0.003,0,0,0
20-03-2019 2.00,459,-0.761,0.003,0,0,0
20-03-2019 3.00,460,-0.887,0.003,0,0,0
20-03-2019 4.00,461,-1.714,0.003,0,0,0
20-03-2019 5.00,462,-2.739,0.003,6.416,33.014,20.212
20-03-2019 6.00,463,-2.904,0.002,73.531,233.515,640.22
20-03-2019 7.00,464,-2.027,0.002,189.803,454.596,1792.901
20-03-2019 8.00,465,-0.962,0.002,304.069,643.968,1313.597
20-03-2019 9.00,466,-0.201,0.002,391.664,788.734,1194.057
20-03-2019 10.00,467,0.222,0.002,435.452,879.062,1090.02
20-03-2019 11.00,468,0.619,0.002,456.012,908.825,1393.794
20-03-2019 12.00,469,1.02,0.002,440.711,875.988,1239.944
20-03-2019 13.00,470,1.173,0.002,368.979,782.849,1017.854
20-03-2019 14.00,471,0.704,0.002,266.937,635.742,546.043
20-03-2019 15.00,472,-0.041,0.002,157.802,444.747,257.568
20-03-2019 16.00,473,-0.982,0.002,62.965,222.882,61.343
20-03-2019 17.00,474,-1.871,0.002,6.319,27.951,0
20-03-2019 18.00,475,-2.097,0.002,0,0,0
20-03-2019 19.00,476,-2.276,0.002,0,0,0
20-03-2019 20.00,477,-2.502,0.002,0,0,0
20-03-2019 21.00,478,-2.795,0.002,0,0,0
20-03-2019 22.00,479,-3.073,0.002,0,0,0
20-03-2019 23.00,480,-3.477,0.002,0,0,0
21-03-2019 0.00,481,-3.9,0.002,0,0,0
21-03-2019 1.00,482,-4.212,0.002,0,0,0
21-03-2019 2.00,483,-4.409,0.002,0,0,0
21-03-2019 3.00,484,-4.58,0.002,0,0,0
21-03-2019 4.00,485,-4.738,0.002,0,0,0
21-03-2019 5.00,486,-4.898,0.002,2.868,36.411,0
21-03-2019 6.00,487,-4.909,0.002,37.219,240.391,40.629
21-03-2019 7.00,488,-4.789,0.002,98.553,461.355,127.735
21-03-2019 8.00,489,-4.671,0.002,167.916,650.631,231.958
21-03-2019 9.00,490,-4.569,0.002,231.587,795.322,356.104
21-03-2019 10.00,491,-4.497,0.002,279.094,885.6,495.936
21-03-2019 11.00,492,-4.482,0.002,305.377,915.344,665.555
21-03-2019 12.00,493,-4.484,0.002,309.856,882.527,518.776
21-03-2019 13.00,494,-4.609,0.002,281.238,789.42,391.925
21-03-2019 14.00,495,-4.847,0.002,222.318,642.409,266.933
21-03-2019 15.00,496,-5.169,0.002,148.069,451.502,151.065
21-03-2019 16.00,497,-5.601,0.002,69.862,229.756,50.87
21-03-2019 17.00,498,-6.136,0.002,9.213,31.168,0
21-03-2019 18.00,499,-6.564,0.002,0,0,0
21-03-2019 19.00,500,-7.035,0.002,0,0,0
21-03-2019 20.00,501,-7.635,0.002,0,0,0
21-03-2019 21.00,502,-8.449,0.002,0,0,0
21-03-2019 22.00,503,-9.356,0.002,0,0,0
21-03-2019 23.00,504,-10.353,0.002,0,0,0
22-03-2019 0.00,505,-11.253,0.002,0,0,0
22-03-2019 1.00,506,-12.064,0.002,0,0,0
22-03-2019 2.00,507,-12.798,0.001,0,0,0
22-03-2019 3.00,508,-13.311,0.001,0,0,0
22-03-2019 4.00,509,-13.69,0.001,0,0,0
22-03-2019 5.00,510,-13.774,0.001,15.81,40.005,372.048
22-03-2019 6.00,511,-11.547,0.001,139.244,247.244,2290.461
22-03-2019 7.00,512,-8.349,0.001,309.228,468.091,3657.081
22-03-2019 8.00,513,-6.294,0.001,453.122,657.255,4425.751
22-03-2019 9.00,514,-4.741,0.001,558.428,801.852,4500
22-03-2019 10.00,515,-3.463,0.001,623.449,892.085,4500
22-03-2019 11.00,516,-2.638,0.001,617.648,921.798,4349.729
22-03-2019 12.00,517,-2.451,0.001,548.579,889.014,3618.809
22-03-2019 13.00,518,-2.721,0.001,439.021,795.969,2407.938
22-03-2019 14.00,519,-3.148,0.001,310.528,649.018,1641.836
22-03-2019 15.00,520,-3.702,0.001,189.373,458.232,1009.985
22-03-2019 16.00,521,-4.584,0.002,80.949,236.609,421.64
22-03-2019 17.00,522,-6.79,0.002,9.04,34.582,17.696
22-03-2019 18.00,523,-7.853,0.002,0,0,0
22-03-2019 19.00,524,-8.099,0.002,0,0,0
22-03-2019 20.00,525,-8.414,0.002,0,0,0
22-03-2019 21.00,526,-8.632,0.002,0,0,0
22-03-2019 22.00,527,-8.376,0.002,0,0,0
22-03-2019 23.00,528,-8.319,0.002,0,0,0
23-03-2019 0.00,529,-8.509,0.002,0,0,0
23-03-2019 1.00,530,-9.067,0.001,0,0,0
23-03-2019 2.00,531,-10.153,0.001,0,0,0
23-03-2019 3.00,532,-10.755,0.001,0,0,0
23-03-2019 4.00,533,-11.131,0.001,0,0,0
23-03-2019 5.00,534,-11.623,0.001,13.944,43.793,185.384
23-03-2019 6.00,535,-10.489,0.001,121.084,254.072,2014.259
23-03-2019 7.00,536,-8.604,0.001,283.232,474.784,4005.763
23-03-2019 8.00,537,-7.478,0.001,425.688,663.828,4409.957
23-03-2019 9.00,538,-6.717,0.001,525.902,808.345,4421.989
23-03-2019 10.00,539,-6.233,0.001,574.414,898.518,3707.684
23-03-2019 11.00,540,-5.888,0.001,578.892,928.214,3378.633
23-03-2019 12.00,541,-5.435,0.001,554.211,895.437,3242.026
23-03-2019 13.00,542,-5.204,0.001,487.12,802.447,2805.763
23-03-2019 14.00,543,-5.252,0.001,381.536,655.601,2130.943
23-03-2019 15.00,544,-5.595,0.001,247.912,464.919,1200.511
23-03-2019 16.00,545,-6.249,0.002,112.097,243.432,454.713
23-03-2019 17.00,546,-8.582,0.002,12.509,38.192,24.469
23-03-2019 18.00,547,-9.733,0.002,0,0,0
23-03-2019 19.00,548,-10.204,0.001,0,0,0
23-03-2019 20.00,549,-11.127,0.001,0,0,0
23-03-2019 21.00,550,-11.488,0.002,0,0,0
23-03-2019 22.00,551,-10.722,0.002,0,0,0
23-03-2019 23.00,552,-10.015,0.002,0,0,0
24-03-2019 0.00,553,-10.07,0.002,0,0,0
24-03-2019 1.00,554,-10.624,0.002,0,0,0
24-03-2019 2.00,555,-9.918,0.002,0,0,0
24-03-2019 3.00,556,-9.039,0.002,0,0,0
24-03-2019 4.00,557,-8.422,0.002,0,0.002,0
24-03-2019 5.00,558,-8.254,0.002,13.522,47.774,29.115
24-03-2019 6.00,559,-7.085,0.002,94.255,260.874,823.495
24-03-2019 7.00,560,-4.527,0.002,214.219,481.436,2499.616
24-03-2019 8.00,561,-1.915,0.002,340.297,670.349,3041.865
24-03-2019 9.00,562,-0.003,0.002,445.062,814.775,2448.491
24-03-2019 10.00,563,0.399,0.002,508.462,904.884,1426.867
24-03-2019 11.00,564,0.536,0.002,521.305,934.559,1471.684
24-03-2019 12.00,565,1.177,0.002,494.739,901.792,1633.07
24-03-2019 13.00,566,1.973,0.002,431.363,808.869,2186.778
24-03-2019 14.00,567,2.35,0.002,335.988,662.119,2313.776
24-03-2019 15.00,568,2.047,0.003,213.929,471.573,1366.337
24-03-2019 16.00,569,0.463,0.003,93.343,250.237,664.432
24-03-2019 17.00,570,-2.689,0.003,12.306,41.996,33.827
24-03-2019 18.00,571,-3.805,0.003,0,0,0
24-03-2019 19.00,572,-4.555,0.002,0,0,0
24-03-2019 20.00,573,-5.334,0.002,0,0,0
24-03-2019 21.00,574,-5.854,0.002,0,0,0
24-03-2019 22.00,575,-6.106,0.002,0,0,0
24-03-2019 23.00,576,-6.208,0.002,0,0,0
25-03-2019 0.00,577,-6.079,0.002,0,0,0
25-03-2019 1.00,578,-5.904,0.002,0,0,0
25-03-2019 2.00,579,-5.644,0.002,0,0,0
25-03-2019 3.00,580,-5.334,0.002,0,0,0
25-03-2019 4.00,581,-5.161,0.002,0.001,0.006,0
25-03-2019 5.00,582,-5.454,0.002,15.236,51.944,139.667
25-03-2019 6.00,583,-4.584,0.002,108.459,267.649,747.582
25-03-2019 7.00,584,-1.749,0.002,239.04,488.049,1401.565
25-03-2019 8.00,585,0.722,0.002,368.113,676.84,2084.11
25-03-2019 9.00,586,2.47,0.002,473.195,821.145,1915.936
25-03-2019 10.00,587,3.331,0.002,527.575,911.198,2391.03
25-03-2019 11.00,588,4.351,0.002,527.079,940.831,3682.447
25-03-2019 12.00,589,4.214,0.002,475.508,908.119,2803.222
25-03-2019 13.00,590,3.419,0.002,390.212,815.245,1594.056
25-03-2019 14.00,591,2.605,0.002,290.107,668.591,1065.975
25-03-2019 15.00,592,1.547,0.002,186.952,478.182,659.461
25-03-2019 16.00,593,0.181,0.002,87.415,257.007,309.594
25-03-2019 17.00,594,-1.417,0.002,12.557,45.989,24.725
25-03-2019 18.00,595,-2.553,0.002,0,0.001,0
25-03-2019 19.00,596,-3.337,0.002,0,0,0
25-03-2019 20.00,597,-4.15,0.002,0,0,0
25-03-2019 21.00,598,-4.888,0.002,0,0,0
25-03-2019 22.00,599,-5.168,0.002,0,0,0
25-03-2019 23.00,600,-5.032,0.002,0,0,0
26-03-2019 0.00,601,-5.05,0.002,0,0,0
26-03-2019 1.00,602,-5.518,0.002,0,0,0
26-03-2019 2.00,603,-6.425,0.002,0,0,0
26-03-2019 3.00,604,-7.189,0.002,0,0,0
26-03-2019 4.00,605,-7.648,0.002,0.001,0.017,0
26-03-2019 5.00,606,-7.756,0.002,14.459,56.294,147.974
26-03-2019 6.00,607,-6.814,0.002,117.866,274.394,949.08
26-03-2019 7.00,608,-4.992,0.002,273.486,494.63,1944.232
26-03-2019 8.00,609,-3.406,0.002,404.581,683.264,2589.673
26-03-2019 9.00,610,-2.44,0.002,490.481,827.476,2623.659
26-03-2019 10.00,611,-1.871,0.002,530.526,917.437,2597.997
26-03-2019 11.00,612,-1.681,0.002,536.702,947.064,2454.408
26-03-2019 12.00,613,-1.472,0.002,515.83,914.356,2387.919
26-03-2019 13.00,614,-1.507,0.002,454.046,821.556,2100.77
26-03-2019 14.00,615,-1.772,0.002,360.187,675.018,1679.755
26-03-2019 15.00,616,-2.338,0.002,242.245,484.757,1124.984
26-03-2019 16.00,617,-3.265,0.002,114.726,263.748,384.109
26-03-2019 17.00,618,-4.926,0.002,17.283,50.169,31.042
26-03-2019 18.00,619,-6.181,0.002,0.001,0.004,0
26-03-2019 19.00,620,-6.902,0.002,0,0,0
26-03-2019 20.00,621,-7.644,0.002,0,0,0
26-03-2019 21.00,622,-8.405,0.002,0,0,0
26-03-2019 22.00,623,-9.078,0.002,0,0,0
26-03-2019 23.00,624,-9.47,0.002,0,0,0
27-03-2019 0.00,625,-9.63,0.002,0,0,0
27-03-2019 1.00,626,-9.728,0.002,0,0,0
27-03-2019 2.00,627,-9.888,0.002,0,0,0
27-03-2019 3.00,628,-10.645,0.002,0,0,0
27-03-2019 4.00,629,-11.337,0.002,0.006,0.037,0
27-03-2019 5.00,630,-11.336,0.002,24.804,60.822,533.694
27-03-2019 6.00,631,-9.075,0.002,160.742,281.102,2861.671
27-03-2019 7.00,632,-6.346,0.002,338.693,501.163,3924.626
27-03-2019 8.00,633,-4.398,0.001,498.991,689.642,4407.092
27-03-2019 9.00,634,-2.818,0.001,620.458,833.736,4500
27-03-2019 10.00,635,-1.674,0.001,692.671,923.628,4500
27-03-2019 11.00,636,-1.013,0.001,694.638,953.222,4259.173
27-03-2019 12.00,637,-0.842,0.001,648.253,920.538,3731.865
27-03-2019 13.00,638,-0.946,0.001,557.358,827.817,3185.631
27-03-2019 14.00,639,-1.33,0.001,426.634,681.38,2245.811
27-03-2019 15.00,640,-1.822,0.001,279.6,491.284,1807.812
27-03-2019 16.00,641,-2.662,0.001,129.199,270.455,697.794
27-03-2019 17.00,642,-4.43,0.002,19.683,54.532,113.048
27-03-2019 18.00,643,-6.073,0.002,0.002,0.013,0
27-03-2019 19.00,644,-7.447,0.002,0,0,0
27-03-2019 20.00,645,-8.657,0.002,0,0,0
27-03-2019 21.00,646,-9.011,0.002,0,0,0
27-03-2019 22.00,647,-9.508,0.002,0,0,0
27-03-2019 23.00,648,-9.634,0.002,0,0,0
28-03-2019 0.00,649,-10.231,0.002,0,0,0
28-03-2019 1.00,650,-10.891,0.002,0,0,0
28-03-2019 2.00,651,-11.577,0.002,0,0,0
28-03-2019 3.00,652,-12.404,0.002,0,0,0
28-03-2019 4.00,653,-13.073,0.002,0.016,0.07,0
28-03-2019 5.00,654,-12.894,0.002,27.581,65.521,1048.869
28-03-2019 6.00,655,-9.482,0.002,161.912,287.783,2937.088
28-03-2019 7.00,656,-6.104,0.001,342.421,507.648,3864.671
28-03-2019 8.00,657,-4.19,0.001,499.669,695.972,4003.392
28-03-2019 9.00,658,-3.127,0.001,597.361,839.923,3696.996
28-03-2019 10.00,659,-2.413,0.001,624.274,929.743,3240.355
28-03-2019 11.00,660,-1.855,0.001,605.079,959.31,3287.153
28-03-2019 12.00,661,-1.614,0.001,551.208,926.646,2799.075
28-03-2019 13.00,662,-1.497,0.001,467.07,834.004,2605.507
28-03-2019 14.00,663,-1.738,0.001,360.074,687.708,1869.943
28-03-2019 15.00,664,-2.151,0.001,240.99,497.764,1533.06
28-03-2019 16.00,665,-3.033,0.002,119.559,277.129,888.835
28-03-2019 17.00,666,-5.721,0.002,20.375,59.069,154.978
28-03-2019 18.00,667,-7.245,0.002,0.005,0.03,0
28-03-2019 19.00,668,-6.944,0.002,0,0,0
28-03-2019 20.00,669,-6.366,0.002,0,0,0
28-03-2019 21.00,670,-5.915,0.002,0,0,0
28-03-2019 22.00,671,-5.993,0.002,0,0,0
28-03-2019 23.00,672,-6.492,0.002,0,0,0
29-03-2019 0.00,673,-7.075,0.002,0,0,0
29-03-2019 1.00,674,-7.719,0.002,0,0,0
29-03-2019 2.00,675,-8.368,0.002,0,0,0
29-03-2019 3.00,676,-8.953,0.002,0,0,0
29-03-2019 4.00,677,-9.443,0.002,0.026,0.121,0
29-03-2019 5.00,678,-9.708,0.002,26.503,70.384,572.141
29-03-2019 6.00,679,-7.695,0.002,146.057,294.42,1859.807
29-03-2019 7.00,680,-4.077,0.002,298.934,514.088,3114.72
29-03-2019 8.00,681,-0.861,0.001,436.319,702.243,3230.768
29-03-2019 9.00,682,0.134,0.001,509.055,846.076,2373.229
29-03-2019 10.00,683,0.581,0.002,525.292,935.8,2060.362
29-03-2019 11.00,684,0.943,0.002,513.001,965.336,2154.996
29-03-2019 12.00,685,1.294,0.002,466.436,932.704,1891.156
29-03-2019 13.00,686,1.3,0.002,388.109,840.14,1373.123
29-03-2019 14.00,687,1.15,0.002,293.029,693.978,988.707
29-03-2019 15.00,688,0.722,0.002,190.408,504.198,577.811
29-03-2019 16.00,689,-0.349,0.002,92.629,283.764,201.557
29-03-2019 17.00,690,-2.442,0.002,15.574,63.774,13.106
29-03-2019 18.00,691,-3.565,0.002,0.01,0.061,0
29-03-2019 19.00,692,-3.993,0.002,0,0,0
29-03-2019 20.00,693,-4.367,0.002,0,0,0
29-03-2019 21.00,694,-4.748,0.002,0,0,0
29-03-2019 22.00,695,-5.026,0.002,0,0,0
29-03-2019 23.00,696,-5.321,0.002,0,0,0
30-03-2019 0.00,697,-5.705,0.002,0,0,0
30-03-2019 1.00,698,-6.093,0.002,0,0,0
30-03-2019 2.00,699,-6.421,0.002,0,0,0
30-03-2019 3.00,700,-6.7,0.002,0,0,0
30-03-2019 4.00,701,-6.96,0.002,0.026,0.193,0
30-03-2019 5.00,702,-7.036,0.002,23.659,75.402,76.573
30-03-2019 6.00,703,-6.015,0.002,130.436,301.027,476.323
30-03-2019 7.00,704,-4.478,0.002,275.357,520.475,1208.742
30-03-2019 8.00,705,-2.699,0.002,411.667,708.455,2207.589
30-03-2019 9.00,706,-1.066,0.002,485.158,852.132,2817.3
30-03-2019 10.00,707,-0.161,0.002,519.724,941.785,2473.524
30-03-2019 11.00,708,0.211,0.002,508.551,971.296,2236.4
30-03-2019 12.00,709,0.607,0.002,475.405,938.687,2066.399
30-03-2019 13.00,710,0.793,0.002,410.704,846.198,1822.267
30-03-2019 14.00,711,0.662,0.002,320.373,700.182,1343.582
30-03-2019 15.00,712,0.298,0.002,214.781,510.581,982.507
30-03-2019 16.00,713,-0.592,0.002,106.407,290.366,529.849
30-03-2019 17.00,714,-3.019,0.002,20.45,68.637,98.308
30-03-2019 18.00,715,-4.521,0.002,0.016,0.113,0
30-03-2019 19.00,716,-5.294,0.002,0,0,0
30-03-2019 20.00,717,-5.994,0.002,0,0,0
30-03-2019 21.00,718,-6.622,0.002,0,0,0
30-03-2019 22.00,719,-7.38,0.002,0,0,0
30-03-2019 23.00,720,-8.152,0.002,0,0,0
31-03-2019 0.00,721,-8.835,0.002,0,0,0
31-03-2019 1.00,722,-9.43,0.002,0,0,0
31-03-2019 2.00,723,-9.946,0.002,0,0,0
31-03-2019 3.00,724,-10.522,0.002,0,0,0
31-03-2019 4.00,725,-11.101,0.002,0.059,0.29,0
31-03-2019 5.00,726,-10.906,0.002,23.608,80.572,515.947
31-03-2019 6.00,727,-7.934,0.002,127.465,307.583,1853.992
31-03-2019 7.00,728,-4.372,0.002,265.819,526.832,3261.623
31-03-2019 8.00,729,-2.258,0.002,379.992,714.608,3514.577
31-03-2019 9.00,730,-1.35,0.002,437.389,858.144,3054.771
31-03-2019 10.00,731,-0.911,0.002,466.873,947.695,2603.203
31-03-2019 11.00,732,-0.492,0.002,467.758,977.189,2898.219
31-03-2019 12.00,733,-0.363,0.002,435.343,944.589,2506.673
31-03-2019 13.00,734,-0.378,0.002,375.142,852.21,2196.518
31-03-2019 14.00,735,-0.699,0.002,292.206,706.337,1687.236
31-03-2019 15.00,736,-1.225,0.002,196.342,516.922,1182.127
31-03-2019 16.00,737,-2.055,0.002,103.047,296.918,590.855
31-03-2019 17.00,738,-4.533,0.002,20.672,73.65,153.46
31-03-2019 18.00,739,-6.472,0.002,0.028,0.19,0
31-03-2019 19.00,740,-7.458,0.002,0,0,0
31-03-2019 20.00,741,-8.163,0.002,0,0,0
31-03-2019 21.00,742,-8.674,0.002,0,0,0
31-03-2019 22.00,743,-9.046,0.002,0,0,0
31-03-2019 23.00,744,-9.399,0.002,0,0,0
01-04-2019 0.00,745,-9.503,0.002,0,0,0
01-04-2019 1.00,746,-9.792,0.002,0,0,0
01-04-2019 2.00,747,-9.986,0.002,0,0,0
01-04-2019 3.00,748,-10.363,0.002,0,0,0
01-04-2019 4.00,749,-10.882,0.002,0.076,0.416,0
01-04-2019 5.00,750,-10.509,0.002,29.056,85.884,785.854
01-04-2019 6.00,751,-7.104,0.002,148.589,314.106,1822.859
01-04-2019 7.00,752,-3.987,0.002,307.175,533.12,2570.458
01-04-2019 8.00,753,-2.052,0.002,442.335,720.7,2106.812
01-04-2019 9.00,754,-1.523,0.002,491.511,864.094,1545.771
01-04-2019 10.00,755,-1.06,0.002,476.813,953.545,1672.918
01-04-2019 11.00,756,-0.472,0.002,460.557,982.991,1965.903
01-04-2019 12.00,757,0.061,0.002,430.759,950.442,1760.376
01-04-2019 13.00,758,0.387,0.002,374.891,858.152,1641.482
01-04-2019 14.00,759,0.04,0.002,293.053,712.416,929.109
01-04-2019 15.00,760,-0.394,0.002,203.649,523.215,599.835
01-04-2019 16.00,761,-1.081,0.002,109.658,303.436,307.795
01-04-2019 17.00,762,-3.088,0.002,24.568,78.8,51.924
01-04-2019 18.00,763,-4.506,0.002,0.058,0.302,0
01-04-2019 19.00,764,-5.378,0.002,0,0,0
01-04-2019 20.00,765,-6.351,0.002,0,0,0
01-04-2019 21.00,766,-7.086,0.002,0,0,0
01-04-2019 22.00,767,-7.41,0.002,0,0,0
01-04-2019 23.00,768,-7.642,0.002,0,0,0
02-04-2019 0.00,769,-8.051,0.002,0,0,0
02-04-2019 1.00,770,-8.408,0.002,0,0,0
02-04-2019 2.00,771,-8.715,0.002,0,0,0
02-04-2019 3.00,772,-8.86,0.002,0,0,0
02-04-2019 4.00,773,-8.791,0.002,0.121,0.577,0
02-04-2019 5.00,774,-8.168,0.002,34.541,91.328,335.154
02-04-2019 6.00,775,-5.793,0.002,174.814,320.58,1263.969
02-04-2019 7.00,776,-2.945,0.002,358.376,539.349,2511.837
02-04-2019 8.00,777,-0.758,0.002,512.539,726.734,2988.838
02-04-2019 9.00,778,0.357,0.002,600.554,869.955,2715.193
02-04-2019 10.00,779,1.246,0.002,651.385,959.32,2846.56
02-04-2019 11.00,780,2.28,0.002,684.113,988.724,3511.982
02-04-2019 12.00,781,3.021,0.002,667.218,956.212,3706.318
02-04-2019 13.00,782,3.376,0.002,600.742,864.009,3729.303
02-04-2019 14.00,783,3.308,0.002,490.312,718.451,3562.501
02-04-2019 15.00,784,2.795,0.002,346.355,529.439,3200.32
02-04-2019 16.00,785,1.543,0.002,182.14,309.908,2217.253
02-04-2019 17.00,786,-2.171,0.002,38.912,84.08,755.516
02-04-2019 18.00,787,-3.84,0.002,0.105,0.455,0
02-04-2019 19.00,788,-4.161,0.002,0,0,0
02-04-2019 20.00,789,-4.807,0.002,0,0,0
02-04-2019 21.00,790,-5.424,0.002,0,0,0
02-04-2019 22.00,791,-6.005,0.002,0,0,0
02-04-2019 23.00,792,-6.579,0.002,0,0,0
03-04-2019 0.00,793,-7.304,0.002,0,0,0
03-04-2019 1.00,794,-7.645,0.002,0,0,0
03-04-2019 2.00,795,-7.892,0.002,0,0,0
03-04-2019 3.00,796,-8.13,0.002,0,0,0
03-04-2019 4.00,797,-7.942,0.002,0.185,0.779,0
03-04-2019 5.00,798,-7.138,0.002,38.605,96.898,729.787
03-04-2019 6.00,799,-4.979,0.002,167.952,327.008,1509.359
03-04-2019 7.00,800,-1.92,0.002,324.5,545.538,2737.896
03-04-2019 8.00,801,1.27,0.002,469.922,732.687,3305.055
03-04-2019 9.00,802,3.905,0.002,585.72,875.767,3807.155
03-04-2019 10.00,803,5.645,0.002,654.882,965.02,4076.618
03-04-2019 11.00,804,6.643,0.002,674.057,994.397,3982.768
03-04-2019 12.00,805,7.349,0.002,638.626,961.91,3692.097
03-04-2019 13.00,806,7.644,0.002,553.096,869.823,3102.61
03-04-2019 14.00,807,7.626,0.003,429.192,724.404,2431.174
03-04-2019 15.00,808,7.07,0.003,288.383,535.62,1868.239
03-04-2019 16.00,809,4.381,0.003,146.47,316.331,994.642
03-04-2019 17.00,810,1.322,0.003,33.7,89.473,138.674
03-04-2019 18.00,811,1.021,0.003,0.155,0.658,0
03-04-2019 19.00,812,0.678,0.003,0,0,0
03-04-2019 20.00,813,-0.548,0.003,0,0,0
03-04-2019 21.00,814,-1.788,0.003,0,0,0
03-04-2019 22.00,815,-2.287,0.003,0,0,0
03-04-2019 23.00,816,-2.627,0.003,0,0,0
04-04-2019 0.00,817,-3.048,0.003,0,0,0
04-04-2019 1.00,818,-2.879,0.003,0,0,0
04-04-2019 2.00,819,-2.913,0.003,0,0,0
04-04-2019 3.00,820,-2.734,0.003,0,0,0
04-04-2019 4.00,821,-2.523,0.003,0.193,1.03,0
04-04-2019 5.00,822,-2.241,0.003,27.458,102.578,51.328
04-04-2019 6.00,823,-1.236,0.003,105.919,333.394,241.27
04-04-2019 7.00,824,0.337,0.003,201.724,551.665,778.976
04-04-2019 8.00,825,1.968,0.003,294.625,738.596,984.796
04-04-2019 9.00,826,3.152,0.003,371.448,881.506,1183.637
04-04-2019 10.00,827,3.537,0.003,406.939,970.649,1124.068
04-04-2019 11.00,828,3.504,0.003,387.974,999.99,995.031
04-04-2019 12.00,829,3.187,0.003,339.766,967.541,655.769
04-04-2019 13.00,830,2.561,0.003,273.691,875.553,388.543
04-04-2019 14.00,831,1.888,0.003,200.393,730.308,256.973
04-04-2019 15.00,832,1.11,0.003,129.176,541.741,148.36
04-04-2019 16.00,833,0.557,0.004,65.433,322.716,50.657
04-04-2019 17.00,834,0.176,0.004,15.076,94.969,0
04-04-2019 18.00,835,-0.016,0.003,0.116,0.921,0
04-04-2019 19.00,836,-0.136,0.003,0,0,0
04-04-2019 20.00,837,-0.301,0.003,0,0,0
04-04-2019 21.00,838,-0.51,0.003,0,0,0
04-04-2019 22.00,839,-0.679,0.003,0,0,0
04-04-2019 23.00,840,-0.874,0.003,0,0,0
05-04-2019 0.00,841,-1.133,0.003,0,0,0
05-04-2019 1.00,842,-1.488,0.003,0,0,0
05-04-2019 2.00,843,-1.806,0.003,0,0,0
05-04-2019 3.00,844,-2.044,0.003,0,0,0
05-04-2019 4.00,845,-2.267,0.003,0.128,1.337,0
05-04-2019 5.00,846,-2.347,0.003,19.421,108.366,20.639
05-04-2019 6.00,847,-1.585,0.003,91.755,339.737,244.366
05-04-2019 7.00,848,0.042,0.003,199.075,557.73,834.542
05-04-2019 8.00,849,1.997,0.003,315.922,744.44,2003.57
05-04-2019 9.00,850,3.802,0.003,401.33,887.166,3350.985
05-04-2019 10.00,851,4.82,0.003,457.281,976.201,3696.599
05-04-2019 11.00,852,4.92,0.003,474.554,1005.488,3043.767
05-04-2019 12.00,853,4.838,0.003,456.067,973.096,2439.781
05-04-2019 13.00,854,4.683,0.003,410.396,881.211,2075.606
05-04-2019 14.00,855,4.322,0.003,337.409,736.139,1583.926
05-04-2019 15.00,856,3.794,0.003,243.729,547.806,1199.428
05-04-2019 16.00,857,2.716,0.003,132.856,329.043,825.758
05-04-2019 17.00,858,0.405,0.003,32.293,100.553,248.124
05-04-2019 18.00,859,-0.79,0.003,0.246,1.253,0
05-04-2019 19.00,860,-0.998,0.003,0,0,0
05-04-2019 20.00,861,-1.239,0.003,0,0,0
05-04-2019 21.00,862,-1.831,0.003,0,0,0
05-04-2019 22.00,863,-2.518,0.003,0,0,0
05-04-2019 23.00,864,-2.799,0.003,0,0,0
06-04-2019 0.00,865,-3.052,0.003,0,0,0
06-04-2019 1.00,866,-3.311,0.003,0,0,0
06-04-2019 2.00,867,-3.445,0.003,0,0,0
06-04-2019 3.00,868,-3.668,0.003,0,0,0
06-04-2019 4.00,869,-4.125,0.003,0.324,1.707,0
06-04-2019 5.00,870,-3.79,0.003,43.885,114.24,586.438
06-04-2019 6.00,871,-1.44,0.003,177.272,346.02,1779.854
06-04-2019 7.00,872,1.159,0.003,325.996,563.748,2199.566
06-04-2019 8.00,873,2.974,0.003,443.762,750.228,2185.968
06-04-2019 9.00,874,3.814,0.003,503.531,892.764,2311.942
06-04-2019 10.00,875,4.002,0.003,484.572,981.68,2158.285
06-04-2019 11.00,876,3.961,0.003,438.786,1010.914,2031.282
06-04-2019 12.00,877,4.011,0.003,389.939,978.576,1964.847
06-04-2019 13.00,878,3.765,0.003,337.128,886.796,1599.03
06-04-2019 14.00,879,3.334,0.003,259.062,741.913,1231.633
06-04-2019 15.00,880,2.767,0.003,174.721,553.81,863.848
06-04-2019 16.00,881,1.992,0.003,94.848,335.331,511.054
06-04-2019 17.00,882,0.276,0.003,25.144,106.216,155.25
06-04-2019 18.00,883,-0.916,0.003,0.256,1.662,0
06-04-2019 19.00,884,-0.958,0.003,0,0,0
06-04-2019 20.00,885,-1.273,0.003,0,0,0
06-04-2019 21.00,886,-1.749,0.003,0,0,0
06-04-2019 22.00,887,-2.084,0.003,0,0,0
06-04-2019 23.00,888,-2.109,0.003,0,0,0
