??,??,??,??,??????,????????,????
07-04-2019 0.00,889,-2.244,0.003,0,0,0
07-04-2019 1.00,890,-2.312,0.003,0,0,0
07-04-2019 2.00,891,-2.319,0.003,0,0,0
07-04-2019 3.00,892,-2.319,0.003,0,0,0
07-04-2019 4.00,893,-2.403,0.003,0.337,2.147,0
07-04-2019 5.00,894,-2.042,0.003,36.448,120.196,164.033
07-04-2019 6.00,895,-0.637,0.003,154.121,352.25,827.318
07-04-2019 7.00,896,1.529,0.003,307.297,569.695,1849.451
07-04-2019 8.00,897,3.259,0.003,421.917,755.931,2526.786
07-04-2019 9.00,898,4.123,0.003,459.417,898.267,2598.286
07-04-2019 10.00,899,4.733,0.003,444.843,987.09,2739.185
07-04-2019 11.00,900,4.849,0.003,414.464,1016.307,2544.654
07-04-2019 12.00,901,4.504,0.003,376.476,983.975,1927.557
07-04-2019 13.00,902,3.807,0.003,321.785,892.316,1284.041
07-04-2019 14.00,903,2.985,0.003,247.764,747.618,833.455
07-04-2019 15.00,904,2.082,0.003,168.079,559.758,442.506
07-04-2019 16.00,905,1.118,0.003,90.181,341.556,216.499
07-04-2019 17.00,906,-0.617,0.003,23.686,111.945,36.991
07-04-2019 18.00,907,-1.673,0.003,0.268,2.155,0
07-04-2019 19.00,908,-1.872,0.003,0,0,0
07-04-2019 20.00,909,-2.044,0.003,0,0,0
07-04-2019 21.00,910,-2.214,0.003,0,0,0
07-04-2019 22.00,911,-2.36,0.003,0,0,0
07-04-2019 23.00,912,-2.493,0.003,0,0,0
08-04-2019 0.00,913,-2.669,0.003,0,0,0
08-04-2019 1.00,914,-2.864,0.003,0,0,0
08-04-2019 2.00,915,-3.048,0.003,0,0,0
08-04-2019 3.00,916,-3.495,0.003,0,0,0
08-04-2019 4.00,917,-4.027,0.003,0.53,2.666,0
08-04-2019 5.00,918,-2.991,0.003,47.737,126.217,974.736
08-04-2019 6.00,919,-0.453,0.003,192.272,358.43,2272.92
08-04-2019 7.00,920,2.689,0.003,360.979,575.583,3181.234
08-04-2019 8.00,921,4.172,0.003,462.04,761.561,3254.705
08-04-2019 9.00,922,4.815,0.003,497.202,903.724,2984.572
08-04-2019 10.00,923,4.989,0.003,491.713,992.394,2570.645
08-04-2019 11.00,924,5.033,0.003,478.727,1021.582,2431.05
08-04-2019 12.00,925,5.11,0.003,456.848,989.289,2121.017
08-04-2019 13.00,926,5.017,0.003,404.14,897.75,1779.402
08-04-2019 14.00,927,4.755,0.003,328.998,753.253,1461.957
08-04-2019 15.00,928,4.251,0.003,234.789,565.648,1039.02
08-04-2019 16.00,929,3.188,0.003,134.994,347.729,767.813
08-04-2019 17.00,930,-0.196,0.003,38.638,117.728,255
08-04-2019 18.00,931,-2.081,0.003,0.66,2.738,0
08-04-2019 19.00,932,-2.458,0.003,0,0,0
08-04-2019 20.00,933,-2.793,0.003,0,0,0
08-04-2019 21.00,934,-3.033,0.003,0,0,0
08-04-2019 22.00,935,-3.024,0.003,0,0,0
08-04-2019 23.00,936,-2.913,0.003,0,0,0
09-04-2019 0.00,937,-2.955,0.003,0,0,0
09-04-2019 1.00,938,-3.066,0.003,0,0,0
09-04-2019 2.00,939,-3.331,0.003,0,0,0
09-04-2019 3.00,940,-3.616,0.003,0,0,0
09-04-2019 4.00,941,-3.908,0.003,0.897,3.274,0
09-04-2019 5.00,942,-2.687,0.003,64.222,132.289,1282.969
09-04-2019 6.00,943,0.076,0.003,234.431,364.553,2834.963
09-04-2019 7.00,944,3.604,0.003,419.067,581.407,3604.788
09-04-2019 8.00,945,5.484,0.003,578.361,767.133,3909.424
09-04-2019 9.00,946,6.287,0.003,671.893,909.102,3519.65
09-04-2019 10.00,947,6.467,0.003,724.216,997.659,2983.492
09-04-2019 11.00,948,6.715,0.002,722.053,1026.787,3163.403
09-04-2019 12.00,949,6.642,0.003,676.62,994.541,2721.651
09-04-2019 13.00,950,6.474,0.003,589.622,903.128,2489.55
09-04-2019 14.00,951,6.242,0.003,479.111,758.812,2460.661
09-04-2019 15.00,952,5.653,0.003,340.176,571.472,2007.75
09-04-2019 16.00,953,4.397,0.003,193.036,353.857,1328.836
09-04-2019 17.00,954,0.804,0.003,56.873,123.561,589.281
09-04-2019 18.00,955,-0.401,0.003,1.02,3.416,0
09-04-2019 19.00,956,-0.491,0.003,0,0,0
09-04-2019 20.00,957,-0.719,0.003,0,0,0
09-04-2019 21.00,958,-0.984,0.003,0,0,0
09-04-2019 22.00,959,-1.204,0.003,0,0,0
09-04-2019 23.00,960,-1.338,0.003,0,0,0
10-04-2019 0.00,961,-1.446,0.003,0,0,0
10-04-2019 1.00,962,-1.689,0.003,0,0,0
10-04-2019 2.00,963,-1.937,0.003,0,0,0
10-04-2019 3.00,964,-2.188,0.003,0,0,0
10-04-2019 4.00,965,-2.286,0.003,1.148,3.983,0
10-04-2019 5.00,966,-1.25,0.003,60.393,138.402,1487.961
10-04-2019 6.00,967,1.838,0.003,210.611,370.624,2990.938
10-04-2019 7.00,968,5.049,0.003,385.389,587.173,3691.461
10-04-2019 8.00,969,7.251,0.002,543.706,772.636,4051.139
10-04-2019 9.00,970,8.327,0.002,657.566,914.387,4211.534
10-04-2019 10.00,971,9.061,0.002,713.576,1002.814,4136.658
10-04-2019 11.00,972,9.213,0.002,701.978,1031.912,3679.913
10-04-2019 12.00,973,9.113,0.002,644.169,999.69,3151.245
10-04-2019 13.00,974,8.997,0.002,563.857,908.419,3028.643
10-04-2019 14.00,975,8.538,0.002,453.839,764.31,2421.206
10-04-2019 15.00,976,7.679,0.003,329.915,577.22,1910.871
10-04-2019 16.00,977,5.779,0.003,193.695,359.919,1328.6
10-04-2019 17.00,978,2.462,0.003,58.274,129.429,400.151
10-04-2019 18.00,979,1.556,0.003,1.238,4.193,0
10-04-2019 19.00,980,1.452,0.003,0,0,0
10-04-2019 20.00,981,1.091,0.003,0,0,0
10-04-2019 21.00,982,0.441,0.003,0,0,0
10-04-2019 22.00,983,-0.283,0.003,0,0,0
10-04-2019 23.00,984,-0.763,0.003,0,0,0
11-04-2019 0.00,985,-1.055,0.003,0,0,0
11-04-2019 1.00,986,-1.323,0.003,0,0,0
11-04-2019 2.00,987,-1.629,0.003,0,0,0
11-04-2019 3.00,988,-1.891,0.003,0,0,0
11-04-2019 4.00,989,-2.21,0.003,1.349,4.802,0
11-04-2019 5.00,990,-1.171,0.003,67.395,144.533,1354.341
11-04-2019 6.00,991,2.564,0.003,232.26,376.638,2941.979
11-04-2019 7.00,992,5.551,0.003,418.823,592.857,3665.403
11-04-2019 8.00,993,7.263,0.003,586.476,778.052,4059.3
11-04-2019 9.00,994,8.278,0.002,714.288,919.613,4227.785
11-04-2019 10.00,995,9.129,0.002,788.022,1007.909,4262.878
11-04-2019 11.00,996,9.844,0.003,800.996,1036.958,4243.92
11-04-2019 12.00,997,10.312,0.003,759.639,1004.78,4208.007
11-04-2019 13.00,998,10.369,0.003,668.632,913.629,3937.701
11-04-2019 14.00,999,10.04,0.003,540.952,769.738,3065.246
11-04-2019 15.00,1000,9.514,0.003,388.653,582.915,2763.575
11-04-2019 16.00,1001,7.719,0.003,222.378,365.924,2058.789
11-04-2019 17.00,1002,4.596,0.004,68.062,135.326,832.23
11-04-2019 18.00,1003,3.296,0.003,1.661,5.076,0
11-04-2019 19.00,1004,2.252,0.003,0,0,0
11-04-2019 20.00,1005,0.878,0.003,0,0,0
11-04-2019 21.00,1006,-0.415,0.003,0,0,0
11-04-2019 22.00,1007,-1.444,0.003,0,0,0
11-04-2019 23.00,1008,-2.099,0.003,0,0,0
12-04-2019 0.00,1009,-2.489,0.003,0,0,0
12-04-2019 1.00,1010,-2.863,0.003,0,0,0
12-04-2019 2.00,1011,-3.062,0.003,0,0,0
12-04-2019 3.00,1012,-3.033,0.003,0,0,0
12-04-2019 4.00,1013,-3.039,0.003,1.902,5.741,0
12-04-2019 5.00,1014,-0.859,0.003,75.717,150.673,1391.827
12-04-2019 6.00,1015,3.21,0.003,238.988,382.59,2901.272
12-04-2019 7.00,1016,6.656,0.003,412.097,598.495,3630.988
12-04-2019 8.00,1017,9.616,0.003,566.931,783.403,3914.066
12-04-2019 9.00,1018,11.647,0.003,685.345,924.748,4089.947
12-04-2019 10.00,1019,12.821,0.003,757.47,1012.914,4137.246
12-04-2019 11.00,1020,13.393,0.003,779.633,1041.895,4126.094
12-04-2019 12.00,1021,13.678,0.003,749.709,1009.784,4099.305
12-04-2019 13.00,1022,13.691,0.003,668.9,918.773,3992.948
12-04-2019 14.00,1023,13.394,0.003,536.307,775.084,3725.267
12-04-2019 15.00,1024,12.715,0.003,374.323,588.54,3200.103
12-04-2019 16.00,1025,10.729,0.003,202.09,371.866,2193.786
12-04-2019 17.00,1026,5.563,0.004,54.211,141.244,675.554
12-04-2019 18.00,1027,2.521,0.003,1.188,6.068,0
12-04-2019 19.00,1028,2.512,0.003,0,0,0
12-04-2019 20.00,1029,2.992,0.003,0,0,0
12-04-2019 21.00,1030,2.605,0.003,0,0,0
12-04-2019 22.00,1031,2.422,0.003,0,0,0
12-04-2019 23.00,1032,1.562,0.003,0,0,0
13-04-2019 0.00,1033,1.433,0.003,0,0,0
13-04-2019 1.00,1034,0.982,0.003,0,0,0
13-04-2019 2.00,1035,0.667,0.003,0,0,0
13-04-2019 3.00,1036,0.621,0.003,0,0,0
13-04-2019 4.00,1037,0.867,0.003,1.785,6.809,0
13-04-2019 5.00,1038,1.337,0.003,54.487,156.807,48.623
13-04-2019 6.00,1039,1.849,0.003,179.447,388.482,139.704
13-04-2019 7.00,1040,2.417,0.003,326.596,604.057,263.491
13-04-2019 8.00,1041,4.329,0.003,457.001,788.696,839.303
13-04-2019 9.00,1042,6.958,0.003,555.23,929.818,1770.21
13-04-2019 10.00,1043,8.574,0.003,603.09,1017.841,2644.307
13-04-2019 11.00,1044,8.433,0.003,606.701,1046.787,2329.78
13-04-2019 12.00,1045,8.035,0.003,561.564,1014.725,2183.017
13-04-2019 13.00,1046,7.538,0.003,495.222,923.831,1899.656
13-04-2019 14.00,1047,6.86,0.003,410.898,780.363,1389.375
13-04-2019 15.00,1048,6.165,0.003,307.413,594.092,1017.753
13-04-2019 16.00,1049,5.277,0.003,185.731,377.758,760.99
13-04-2019 17.00,1050,2.713,0.003,62.406,147.168,397.824
13-04-2019 18.00,1051,-1.279,0.003,1.886,7.173,0
13-04-2019 19.00,1052,-2.59,0.003,0,0,0
13-04-2019 20.00,1053,-2.401,0.003,0,0,0
13-04-2019 21.00,1054,-1.046,0.003,0,0,0
13-04-2019 22.00,1055,-0.776,0.003,0,0,0
13-04-2019 23.00,1056,-2.746,0.003,0,0,0
14-04-2019 0.00,1057,-4.131,0.003,0,0,0
14-04-2019 1.00,1058,-4.207,0.003,0,0,0
14-04-2019 2.00,1059,-3.763,0.003,0,0,0
14-04-2019 3.00,1060,-3.409,0.003,0,0,0
14-04-2019 4.00,1061,-2.657,0.003,2.473,8.013,0
14-04-2019 5.00,1062,-1.563,0.003,63.211,162.922,156.744
14-04-2019 6.00,1063,-0.061,0.003,192.972,394.316,510.221
14-04-2019 7.00,1064,2.275,0.003,338.785,609.561,967.49
14-04-2019 8.00,1065,4.873,0.002,479.042,793.885,1953.792
14-04-2019 9.00,1066,7.354,0.002,587.041,934.792,3719.99
14-04-2019 10.00,1067,8.967,0.002,650.187,1022.672,3990.237
14-04-2019 11.00,1068,9.837,0.002,662.146,1051.566,3840.171
14-04-2019 12.00,1069,10.166,0.002,625.764,1019.551,3668.228
14-04-2019 13.00,1070,9.929,0.002,547.172,928.817,3063.73
14-04-2019 14.00,1071,9.318,0.002,432.51,785.56,1938.113
14-04-2019 15.00,1072,8.76,0.002,300.298,599.587,1686.099
14-04-2019 16.00,1073,7.446,0.003,164.055,383.581,1066.136
14-04-2019 17.00,1074,3.844,0.003,51.635,153.09,410.418
14-04-2019 18.00,1075,1.755,0.003,1.999,8.396,0
14-04-2019 19.00,1076,0.837,0.003,0,0,0
14-04-2019 20.00,1077,-0.236,0.003,0,0,0
14-04-2019 21.00,1078,-1.47,0.003,0,0,0
14-04-2019 22.00,1079,-2.201,0.003,0,0,0
14-04-2019 23.00,1080,-2.662,0.003,0,0,0
15-04-2019 0.00,1081,-3.108,0.003,0,0,0
15-04-2019 1.00,1082,-3.107,0.003,0,0,0
15-04-2019 2.00,1083,-2.538,0.003,0,0,0
15-04-2019 3.00,1084,-1.473,0.003,0,0,0
15-04-2019 4.00,1085,-1.223,0.003,2.751,9.359,0
15-04-2019 5.00,1086,0.197,0.003,75.083,169.013,297.399
15-04-2019 6.00,1087,3.098,0.003,225.711,400.082,2215.039
15-04-2019 7.00,1088,6.128,0.003,395.161,614.972,3496.299
15-04-2019 8.00,1089,8.517,0.003,554.235,799.025,3927.316
15-04-2019 9.00,1090,10.474,0.003,682.443,939.705,4100.977
15-04-2019 10.00,1091,12.089,0.003,759.065,1027.451,4122.616
15-04-2019 11.00,1092,13.37,0.003,779.342,1056.277,4075.874
15-04-2019 12.00,1093,14.308,0.003,751.193,1024.291,4041.506
15-04-2019 13.00,1094,14.874,0.003,671.582,933.722,3923.852
15-04-2019 14.00,1095,14.976,0.003,547.336,790.694,3667.575
15-04-2019 15.00,1096,14.604,0.004,393.348,605.007,3234.849
15-04-2019 16.00,1097,12.88,0.004,224.499,389.343,2438.705
15-04-2019 17.00,1098,7.582,0.005,70.301,159.009,986.155
15-04-2019 18.00,1099,3.829,0.004,2.626,9.74,0
15-04-2019 19.00,1100,2.965,0.004,0,0,0
15-04-2019 20.00,1101,2.385,0.004,0,0,0
15-04-2019 21.00,1102,1.831,0.004,0,0,0
15-04-2019 22.00,1103,1.501,0.004,0,0,0
15-04-2019 23.00,1104,0.974,0.004,0,0,0
16-04-2019 0.00,1105,0.475,0.004,0,0,0
16-04-2019 1.00,1106,0.134,0.004,0,0,0
16-04-2019 2.00,1107,-0.175,0.004,0,0,0
16-04-2019 3.00,1108,0.025,0.004,0,0,0
16-04-2019 4.00,1109,0.951,0.004,3.383,10.852,8.465
16-04-2019 5.00,1110,4.036,0.004,76.511,175.06,583.043
16-04-2019 6.00,1111,5.73,0.004,229.052,405.789,1488.666
16-04-2019 7.00,1112,7.712,0.004,396.799,620.341,2082.154
16-04-2019 8.00,1113,10.441,0.004,546.335,804.084,3561.764
16-04-2019 9.00,1114,13.251,0.004,665.986,944.53,4014.187
16-04-2019 10.00,1115,15.8,0.004,735.856,1032.113,4040.681
16-04-2019 11.00,1116,17.837,0.004,731.493,1060.916,3973.045
16-04-2019 12.00,1117,19.364,0.004,686.942,1029.004,3905.397
16-04-2019 13.00,1118,20.353,0.004,607.368,938.527,3747.49
16-04-2019 14.00,1119,20.533,0.004,500.234,795.732,3316.657
16-04-2019 15.00,1120,19.913,0.004,372.189,610.356,2694.677
16-04-2019 16.00,1121,18.204,0.004,216.44,395.039,1958.387
16-04-2019 17.00,1122,14.167,0.004,71.816,164.912,718.298
16-04-2019 18.00,1123,9.297,0.004,3.811,11.208,0
16-04-2019 19.00,1124,7.159,0.004,0,0,0
16-04-2019 20.00,1125,6.036,0.004,0,0,0
16-04-2019 21.00,1126,5.538,0.004,0,0,0
16-04-2019 22.00,1127,5.205,0.004,0,0,0
16-04-2019 23.00,1128,4.095,0.004,0,0,0
17-04-2019 0.00,1129,2.896,0.004,0,0,0
17-04-2019 1.00,1130,1.411,0.004,0,0,0
17-04-2019 2.00,1131,0.484,0.004,0,0,0
17-04-2019 3.00,1132,0.368,0.004,0,0,0
17-04-2019 4.00,1133,1.207,0.004,2.96,12.493,0
17-04-2019 5.00,1134,2.119,0.004,54.053,181.066,216.085
17-04-2019 6.00,1135,3.747,0.004,152.517,411.427,449.422
17-04-2019 7.00,1136,5.944,0.003,274.083,625.617,876
17-04-2019 8.00,1137,9.026,0.003,402.262,809.056,1659.827
17-04-2019 9.00,1138,11.985,0.004,497.415,949.276,2452.993
17-04-2019 10.00,1139,14.491,0.004,538.64,1036.725,3072.962
17-04-2019 11.00,1140,16.391,0.004,517.797,1065.475,3219.084
17-04-2019 12.00,1141,17.615,0.004,460.567,1033.586,2863.165
17-04-2019 13.00,1142,17.63,0.004,377.302,943.27,1757.017
17-04-2019 14.00,1143,16.869,0.004,279.453,800.71,992.736
17-04-2019 15.00,1144,15.841,0.005,183.522,615.643,649.394
17-04-2019 16.00,1145,13.698,0.005,93.578,400.677,165.928
17-04-2019 17.00,1146,11.779,0.005,28.019,170.789,12.976
17-04-2019 18.00,1147,10.685,0.005,2.051,12.801,0
17-04-2019 19.00,1148,9.291,0.005,0,0,0
17-04-2019 20.00,1149,8.094,0.005,0,0,0
17-04-2019 21.00,1150,7.45,0.004,0,0,0
17-04-2019 22.00,1151,7.304,0.004,0,0,0
17-04-2019 23.00,1152,7.531,0.004,0,0,0
18-04-2019 0.00,1153,7.445,0.004,0,0,0
18-04-2019 1.00,1154,6.9,0.004,0,0,0
18-04-2019 2.00,1155,5.494,0.004,0,0,0
18-04-2019 3.00,1156,3.146,0.004,0,0,0
18-04-2019 4.00,1157,0.671,0.003,2.261,14.284,0
18-04-2019 5.00,1158,-0.882,0.003,55.524,187.014,115.489
18-04-2019 6.00,1159,-1.342,0.003,172.925,416.996,506.948
18-04-2019 7.00,1160,-1.051,0.003,315.619,630.839,956.321
18-04-2019 8.00,1161,-0.772,0.003,461.547,813.975,1263.008
18-04-2019 9.00,1162,-0.476,0.002,587.473,953.942,1558.359
18-04-2019 10.00,1163,0.143,0.002,674.134,1041.24,1961.975
18-04-2019 11.00,1164,1.55,0.002,718.25,1069.947,2879.838
18-04-2019 12.00,1165,3.038,0.002,705.568,1038.119,3544.885
18-04-2019 13.00,1166,4.014,0.002,653.241,947.948,3929.058
18-04-2019 14.00,1167,4.256,0.002,550.403,805.608,4097.79
18-04-2019 15.00,1168,3.887,0.002,412.494,620.854,3858.478
18-04-2019 16.00,1169,2.99,0.002,255.217,406.239,3083.587
18-04-2019 17.00,1170,1.663,0.002,94.826,176.643,1345.562
18-04-2019 18.00,1171,0.044,0.002,5.601,14.521,0
18-04-2019 19.00,1172,-0.986,0.002,0,0,0
18-04-2019 20.00,1173,-1.681,0.002,0,0,0
18-04-2019 21.00,1174,-2.154,0.002,0,0,0
18-04-2019 22.00,1175,-2.533,0.002,0,0,0
18-04-2019 23.00,1176,-3.056,0.002,0,0,0
19-04-2019 0.00,1177,-3.873,0.002,0,0,0
19-04-2019 1.00,1178,-5.165,0.002,0,0,0
19-04-2019 2.00,1179,-5.68,0.002,0,0,0
19-04-2019 3.00,1180,-5.95,0.002,0,0,0
19-04-2019 4.00,1181,-6.01,0.002,6.086,16.225,90.916
19-04-2019 5.00,1182,-4.447,0.002,112.146,192.908,2248.545
19-04-2019 6.00,1183,-2.131,0.002,294.419,422.495,3506.873
19-04-2019 7.00,1184,-0.41,0.002,478.309,635.958,4079.996
19-04-2019 8.00,1185,1.19,0.002,638.737,818.796,4429.011
19-04-2019 9.00,1186,2.76,0.002,760.676,958.523,4500
19-04-2019 10.00,1187,4.187,0.002,835.908,1045.664,4500
19-04-2019 11.00,1188,5.308,0.002,861.287,1074.331,4500
19-04-2019 12.00,1189,6.019,0.002,830.256,1042.544,4500
19-04-2019 13.00,1190,6.377,0.002,745.724,952.526,4433.369
19-04-2019 14.00,1191,6.412,0.002,614.33,810.434,4253.31
19-04-2019 15.00,1192,6.023,0.002,447.522,625.982,3896.308
19-04-2019 16.00,1193,5.06,0.002,263.237,411.732,3212.936
19-04-2019 17.00,1194,1.808,0.003,91.596,182.458,1759.92
19-04-2019 18.00,1195,-2.764,0.002,4.531,16.368,2.572
19-04-2019 19.00,1196,-2.254,0.002,0,0,0
19-04-2019 20.00,1197,-1.232,0.002,0,0,0
19-04-2019 21.00,1198,-0.839,0.002,0,0,0
19-04-2019 22.00,1199,-0.989,0.002,0,0,0
19-04-2019 23.00,1200,-1.362,0.002,0,0,0
20-04-2019 0.00,1201,-1.918,0.002,0,0,0
20-04-2019 1.00,1202,-2.475,0.002,0,0,0
20-04-2019 2.00,1203,-3.192,0.002,0,0,0
20-04-2019 3.00,1204,-3.704,0.002,0,0,0
20-04-2019 4.00,1205,-3.686,0.002,6.344,18.313,67.352
20-04-2019 5.00,1206,-0.971,0.002,89.575,198.739,1374.637
20-04-2019 6.00,1207,1.945,0.002,231.082,427.93,2885.416
20-04-2019 7.00,1208,5.155,0.003,372.027,641.033,3607.662
20-04-2019 8.00,1209,7.306,0.003,500.535,823.537,3486.025
20-04-2019 9.00,1210,9.15,0.003,616.414,963.019,3441.077
20-04-2019 10.00,1211,11.029,0.003,694.568,1050.028,3857.438
20-04-2019 11.00,1212,12.446,0.003,728.493,1078.603,3566.369
20-04-2019 12.00,1213,13.088,0.003,713.756,1046.912,2868.145
20-04-2019 13.00,1214,12.792,0.003,639.731,957.027,2216.45
20-04-2019 14.00,1215,12.01,0.003,514.989,815.184,2092.153
20-04-2019 15.00,1216,11.651,0.003,369.832,631.031,2870.494
20-04-2019 16.00,1217,10.812,0.003,219.795,417.165,2374.036
20-04-2019 17.00,1218,8.359,0.003,83.521,188.226,1169.016
20-04-2019 18.00,1219,4.82,0.003,5.891,18.342,2.194
20-04-2019 19.00,1220,3.068,0.003,0,0,0
20-04-2019 20.00,1221,0.372,0.003,0,0,0
20-04-2019 21.00,1222,-1.294,0.003,0,0,0
20-04-2019 22.00,1223,-2.458,0.003,0,0,0
20-04-2019 23.00,1224,-3.134,0.003,0,0,0
21-04-2019 0.00,1225,-3.469,0.003,0,0,0
21-04-2019 1.00,1226,-4.12,0.003,0,0,0
21-04-2019 2.00,1227,-4.59,0.003,0,0,0
21-04-2019 3.00,1228,-4.853,0.003,0,0,0
21-04-2019 4.00,1229,-4.864,0.003,7.789,20.545,125.773
21-04-2019 5.00,1230,-1.854,0.003,111.441,204.508,2083.937
21-04-2019 6.00,1231,1.379,0.003,280.734,433.296,3343.499
21-04-2019 7.00,1232,5.382,0.002,455.647,646.028,3897.262
21-04-2019 8.00,1233,7.531,0.002,608.541,828.204,4209.332
21-04-2019 9.00,1234,8.541,0.002,723.361,967.446,4346.029
21-04-2019 10.00,1235,9.23,0.002,800.97,1054.277,4370.721
21-04-2019 11.00,1236,9.732,0.002,835.776,1082.827,4340.824
21-04-2019 12.00,1237,10.037,0.002,823.754,1051.171,4345.342
21-04-2019 13.00,1238,10.096,0.002,743.521,961.449,4273.815
21-04-2019 14.00,1239,9.745,0.002,603.437,819.842,3928.709
21-04-2019 15.00,1240,9.084,0.002,437.567,636.022,3492.15
21-04-2019 16.00,1241,7.977,0.002,260.97,422.522,2731.596
21-04-2019 17.00,1242,4.657,0.003,99.074,193.955,1367.814
21-04-2019 18.00,1243,-0.194,0.003,7.777,20.446,8.6
21-04-2019 19.00,1244,-0.539,0.003,0,0,0
21-04-2019 20.00,1245,0.269,0.003,0,0,0
21-04-2019 21.00,1246,0.855,0.002,0,0,0
21-04-2019 22.00,1247,0.557,0.002,0,0,0
21-04-2019 23.00,1248,-0.556,0.002,0,0,0
22-04-2019 0.00,1249,-1.629,0.002,0,0,0
22-04-2019 1.00,1250,-1.944,0.002,0,0,0
22-04-2019 2.00,1251,-1.765,0.002,0,0,0
22-04-2019 3.00,1252,-1.621,0.002,0,0,0
22-04-2019 4.00,1253,-1.588,0.002,7.975,22.918,18.199
22-04-2019 5.00,1254,0.397,0.003,104.811,210.208,656.853
22-04-2019 6.00,1255,3.859,0.003,263.798,438.594,1843.782
22-04-2019 7.00,1256,7.378,0.003,426.377,650.942,3278.719
22-04-2019 8.00,1257,10.322,0.002,568.142,832.8,3706.844
22-04-2019 9.00,1258,12.16,0.002,654.682,971.785,3792.58
22-04-2019 10.00,1259,13.66,0.002,682.357,1058.469,3923.48
22-04-2019 11.00,1260,14.605,0.003,682.167,1086.98,3516.285
22-04-2019 12.00,1261,15,0.003,646.372,1055.34,2897.383
22-04-2019 13.00,1262,15.212,0.003,563.792,965.783,2545.471
22-04-2019 14.00,1263,15.811,0.003,443.918,824.428,3438.836
22-04-2019 15.00,1264,15.279,0.003,307.984,640.934,2791.767
22-04-2019 16.00,1265,13.618,0.004,170.478,427.807,2383.611
22-04-2019 17.00,1266,9.138,0.004,53.925,199.625,690.74
22-04-2019 18.00,1267,6.225,0.004,3.059,22.677,0
22-04-2019 19.00,1268,6.962,0.004,0,0,0
22-04-2019 20.00,1269,8.575,0.004,0,0,0
22-04-2019 21.00,1270,7.96,0.004,0,0,0
22-04-2019 22.00,1271,6.905,0.005,0,0,0
22-04-2019 23.00,1272,6.478,0.005,0,0,0
23-04-2019 0.00,1273,7.055,0.005,0,0,0
23-04-2019 1.00,1274,7.919,0.005,0,0,0
23-04-2019 2.00,1275,7.766,0.005,0,0,0
23-04-2019 3.00,1276,6.523,0.005,0,0,0
23-04-2019 4.00,1277,6.164,0.005,4.031,25.427,18.744
23-04-2019 5.00,1278,7.859,0.005,57.259,215.841,375.026
23-04-2019 6.00,1279,9.39,0.005,160.644,443.816,956.451
23-04-2019 7.00,1280,11.592,0.005,295.713,655.783,3209.204
23-04-2019 8.00,1281,14.11,0.005,430.91,837.305,3793.971
23-04-2019 9.00,1282,15.415,0.005,548.808,976.055,3988.103
23-04-2019 10.00,1283,15.691,0.005,622.303,1062.572,4008.011
23-04-2019 11.00,1284,15.502,0.005,651.009,1091.003,3703.975
23-04-2019 12.00,1285,15.576,0.005,652.705,1059.434,3986.102
23-04-2019 13.00,1286,15.419,0.004,616.006,970.046,3954.396
23-04-2019 14.00,1287,14.891,0.004,526.007,828.943,3756.976
23-04-2019 15.00,1288,13.996,0.004,398.787,645.772,3376.634
23-04-2019 16.00,1289,12.777,0.004,243.063,433.023,2593.703
23-04-2019 17.00,1290,10.697,0.004,91.247,205.236,1060.186
23-04-2019 18.00,1291,8.102,0.004,7.009,25.033,12.604
23-04-2019 19.00,1292,6.485,0.004,0,0,0
23-04-2019 20.00,1293,5.437,0.004,0,0,0
23-04-2019 21.00,1294,4.752,0.003,0,0,0
23-04-2019 22.00,1295,3.675,0.003,0,0,0
23-04-2019 23.00,1296,3.135,0.003,0,0,0
24-04-2019 0.00,1297,2.707,0.003,0,0,0
24-04-2019 1.00,1298,2.182,0.003,0,0,0
24-04-2019 2.00,1299,1.38,0.003,0,0,0
24-04-2019 3.00,1300,0.657,0.003,0,0,0
24-04-2019 4.00,1301,-0.718,0.003,6.957,28.068,116.044
24-04-2019 5.00,1302,0.292,0.003,88.639,221.407,1275.522
24-04-2019 6.00,1303,2.001,0.003,231.988,448.958,2588.897
24-04-2019 7.00,1304,3.999,0.003,381.871,660.538,3717.1
24-04-2019 8.00,1305,5.694,0.002,502.855,841.739,4169.61
24-04-2019 9.00,1306,6.321,0.002,591.618,980.221,3334.952
24-04-2019 10.00,1307,7.687,0.002,660.99,1066.592,4372.474
24-04-2019 11.00,1308,8.612,0.002,684.996,1094.967,4336.043
24-04-2019 12.00,1309,9.135,0.002,668.5,1063.446,4232.019
24-04-2019 13.00,1310,9.212,0.002,587.492,974.217,3894.509
24-04-2019 14.00,1311,8.858,0.002,476.658,833.371,3475.163
24-04-2019 15.00,1312,8.144,0.002,359.723,650.515,3129.974
24-04-2019 16.00,1313,7.078,0.003,233.376,438.169,2366.031
24-04-2019 17.00,1314,5.504,0.003,96.319,210.79,1035.562
24-04-2019 18.00,1315,2.401,0.003,9.135,27.515,19.342
24-04-2019 19.00,1316,0.671,0.003,0,0.002,0
24-04-2019 20.00,1317,-0.058,0.003,0,0,0
24-04-2019 21.00,1318,-0.772,0.003,0,0,0
24-04-2019 22.00,1319,-1.499,0.003,0,0,0
24-04-2019 23.00,1320,-2.02,0.003,0,0,0
25-04-2019 0.00,1321,-2.674,0.003,0,0,0
25-04-2019 1.00,1322,-3.439,0.003,0,0,0
