Indicator 57 Monthly incinerator fuel usage of Australian Antarctic Stations,,,,,,,,,
Date,Latitude,Longitude,Place,Parameter,Value,Error,Unit of measure,,
Sep-03,-66.28180556,110.5276111,Casey,Fuel usage,300,,litres,,
Sep-03,-54.61988889,158.861,Macquarie Island,Fuel usage,640,,litres,,
Oct-03,-67.60269444,62.87380556,Mawson,Fuel usage,2150,,litres,,
Oct-03,-68.57661111,77.96738889,Davis,Fuel usage,1200,,litres,,
Oct-03,-66.28180556,110.5276111,Casey,Fuel usage,1100,,litres,,
Oct-03,-54.61988889,158.861,Macquarie Island,Fuel usage,0,,litres,,
Nov-03,-67.60269444,62.87380556,Mawson,Fuel usage,950,,litres,,
Nov-03,-68.57661111,77.96738889,Davis,Fuel usage,1650,,litres,,
Nov-03,-66.28180556,110.5276111,Casey,Fuel usage,700,,litres,,
Nov-03,-54.61988889,158.861,Macquarie Island,Fuel usage,1044,,litres,,
Dec-03,-67.60269444,62.87380556,Mawson,Fuel usage,1220,,litres,,
Dec-03,-68.57661111,77.96738889,Davis,Fuel usage,2750,,litres,,
Dec-03,-66.28180556,110.5276111,Casey,Fuel usage,400,,litres,,
Dec-03,-54.61988889,158.861,Macquarie Island,Fuel usage,774,,litres,,
Jan-04,-67.60269444,62.87380556,Mawson,Fuel usage,800,,litres,,
Jan-04,-68.57661111,77.96738889,Davis,Fuel usage,2800,,litres,,
Jan-04,-66.28180556,110.5276111,Casey,Fuel usage,1400,,litres,,
Jan-04,-54.61988889,158.861,Macquarie Island,Fuel usage,1857,,litres,,
Feb-04,-67.60269444,62.87380556,Mawson,Fuel usage,350,,litres,,
Feb-04,-68.57661111,77.96738889,Davis,Fuel usage,1900,,litres,,
Feb-04,-66.28180556,110.5276111,Casey,Fuel usage,1150,,litres,,
Feb-04,-54.61988889,158.861,Macquarie Island,Fuel usage,980,,litres,,
Mar-04,-67.60269444,62.87380556,Mawson,Fuel usage,650,,litres,,
Mar-04,-68.57661111,77.96738889,Davis,Fuel usage,1100,,litres,,
Mar-04,-66.28180556,110.5276111,Casey,Fuel usage,1250,,litres,,
Mar-04,-54.61988889,158.861,Macquarie Island,Fuel usage,1405,,litres,,
Apr-04,-67.60269444,62.87380556,Mawson,Fuel usage,400,,litres,,
Apr-04,-68.57661111,77.96738889,Davis,Fuel usage,800,,litres,,
Apr-04,-66.28180556,110.5276111,Casey,Fuel usage,400,,litres,,
Apr-04,-54.61988889,158.861,Macquarie Island,Fuel usage,250,,litres,,
May-04,-67.60269444,62.87380556,Mawson,Fuel usage,550,,litres,,
May-04,-68.57661111,77.96738889,Davis,Fuel usage,2100,,litres,,
May-04,-66.28180556,110.5276111,Casey,Fuel usage,600,,litres,,
May-04,-54.61988889,158.861,Macquarie Island,Fuel usage,900,,litres,,
Jun-04,-67.60269444,62.87380556,Mawson,Fuel usage,600,,litres,,
Jun-04,-68.57661111,77.96738889,Davis,Fuel usage,400,,litres,,
Jun-04,-66.28180556,110.5276111,Casey,Fuel usage,900,,litres,,
Jun-04,-54.61988889,158.861,Macquarie Island,Fuel usage,930,,litres,,
Jul-04,-67.60269444,62.87380556,Mawson,Fuel usage,400,,litres,,
Jul-04,-68.57661111,77.96738889,Davis,Fuel usage,650,,litres,,
Jul-04,-66.28180556,110.5276111,Casey,Fuel usage,300,,litres,,
Jul-04,-54.61988889,158.861,Macquarie Island,Fuel usage,600,,litres,,
Aug-04,-67.60269444,62.87380556,Mawson,Fuel usage,700,,litres,,
Aug-04,-68.57661111,77.96738889,Davis,Fuel usage,750,,litres,,
Aug-04,-66.28180556,110.5276111,Casey,Fuel usage,750,,litres,,
Sep-04,-67.60269444,62.87380556,Mawson,Fuel usage,400,,litres,,
Sep-04,-68.57661111,77.96738889,Davis,Fuel usage,600,,litres,,
Sep-04,-66.28180556,110.5276111,Casey,Fuel usage,450,,litres,,
Oct-04,-67.60269444,62.87380556,Mawson,Fuel usage,400,,litres,,
Oct-04,-68.57661111,77.96738889,Davis,Fuel usage,1250,,litres,,
Oct-04,-66.28180556,110.5276111,Casey,Fuel usage,500,,litres,,
Oct-04,-54.61988889,158.861,Macquarie Island,Fuel usage,200,,litres,,
Nov-04,-67.60269444,62.87380556,Mawson,Fuel usage,600,,litres,,
Nov-04,-68.57661111,77.96738889,Davis,Fuel usage,1400,,litres,,
Nov-04,-66.28180556,110.5276111,Casey,Fuel usage,800,,litres,,
Nov-04,-54.61988889,158.861,Macquarie Island,Fuel usage,120,,litres,,
Dec-04,-67.60269444,62.87380556,Mawson,Fuel usage,1100,,litres,,
Dec-04,-68.57661111,77.96738889,Davis,Fuel usage,2500,,litres,,
Dec-04,-66.28180556,110.5276111,Casey,Fuel usage,700,,litres,,
Dec-04,-54.61988889,158.861,Macquarie Island,Fuel usage,500,,litres,,
Jan-05,-67.60269444,62.87380556,Mawson,Fuel usage,1100,,litres,,
Jan-05,-68.57661111,77.96738889,Davis,Fuel usage,900,,litres,,
Jan-05,-66.28180556,110.5276111,Casey,Fuel usage,1300,,litres,,
Jan-05,-54.61988889,158.861,Macquarie Island,Fuel usage,1000,,litres,,
Feb-05,-67.60269444,62.87380556,Mawson,Fuel usage,800,,litres,,
Feb-05,-68.57661111,77.96738889,Davis,Fuel usage,400,,litres,,
Feb-05,-66.28180556,110.5276111,Casey,Fuel usage,1300,,litres,,
Feb-05,-54.61988889,158.861,Macquarie Island,Fuel usage,700,,litres,,
Mar-05,-67.60269444,62.87380556,Mawson,Fuel usage,800,,litres,,
Mar-05,-68.57661111,77.96738889,Davis,Fuel usage,400,,litres,,
Mar-05,-66.28180556,110.5276111,Casey,Fuel usage,600,,litres,,
Mar-05,-54.61988889,158.861,Macquarie Island,Fuel usage,475,,litres,,
Apr-05,-67.60269444,62.87380556,Mawson,Fuel usage,450,,litres,,
Apr-05,-68.57661111,77.96738889,Davis,Fuel usage,500,,litres,,
Apr-05,-66.28180556,110.5276111,Casey,Fuel usage,1100,,litres,,
Apr-05,-54.61988889,158.861,Macquarie Island,Fuel usage,1491,,litres,,
May-05,-67.60269444,62.87380556,Mawson,Fuel usage,1000,,litres,,
May-05,-68.57661111,77.96738889,Davis,Fuel usage,600,,litres,,
May-05,-66.28180556,110.5276111,Casey,Fuel usage,1300,,litres,,
May-05,-54.61988889,158.861,Macquarie Island,Fuel usage,657,,litres,,
Jun-05,-67.60269444,62.87380556,Mawson,Fuel usage,250,,litres,,
Jun-05,-68.57661111,77.96738889,Davis,Fuel usage,150,,litres,,
Jun-05,-66.28180556,110.5276111,Casey,Fuel usage,1000,,litres,,
Jun-05,-54.61988889,158.861,Macquarie Island,Fuel usage,0,,litres,,
Jul-05,-67.60269444,62.87380556,Mawson,Fuel usage,600,,litres,,
Jul-05,-68.57661111,77.96738889,Davis,Fuel usage,350,,litres,,
Jul-05,-66.28180556,110.5276111,Casey,Fuel usage,1000,,litres,,
Jul-05,-54.61988889,158.861,Macquarie Island,Fuel usage,1202,,litres,,
Aug-05,-67.60269444,62.87380556,Mawson,Fuel usage,400,,litres,,
Aug-05,-68.57661111,77.96738889,Davis,Fuel usage,200,,litres,,
Aug-05,-66.28180556,110.5276111,Casey,Fuel usage,900,,litres,,
Aug-05,-54.61988889,158.861,Macquarie Island,Fuel usage,527,,litres,,
Sep-05,-67.60269444,62.87380556,Mawson,Fuel usage,270,,litres,,
Sep-05,-68.57661111,77.96738889,Davis,Fuel usage,450,,litres,,
Sep-05,-66.28180556,110.5276111,Casey,Fuel usage,1000,,litres,,
Sep-05,-54.61988889,158.861,Macquarie Island,Fuel usage,890,,litres,,
Oct-05,-67.60269444,62.87380556,Mawson,Fuel usage,580,,litres,,
Oct-05,-68.57661111,77.96738889,Davis,Fuel usage,850,,litres,,
Oct-05,-66.28180556,110.5276111,Casey,Fuel usage,1400,,litres,,
Oct-05,-54.61988889,158.861,Macquarie Island,Fuel usage,518,,litres,,
Nov-05,-67.60269444,62.87380556,Mawson,Fuel usage,500,,litres,,
Nov-05,-68.57661111,77.96738889,Davis,Fuel usage,1300,,litres,,
Nov-05,-66.28180556,110.5276111,Casey,Fuel usage,900,,litres,,
Nov-05,-54.61988889,158.861,Macquarie Island,Fuel usage,535,,litres,,
Dec-05,-67.60269444,62.87380556,Mawson,Fuel usage,0,,litres,,
Dec-05,-68.57661111,77.96738889,Davis,Fuel usage,1000,,litres,,
Dec-05,-66.28180556,110.5276111,Casey,Fuel usage,2450,,litres,,
Dec-05,-54.61988889,158.861,Macquarie Island,Fuel usage,906,,litres,,
Jan-06,-67.60269444,62.87380556,Mawson,Fuel usage,2500,,litres,,
Jan-06,-68.57661111,77.96738889,Davis,Fuel usage,900,,litres,,
Jan-06,-66.28180556,110.5276111,Casey,Fuel usage,720,,litres,,
Jan-06,-54.61988889,158.861,Macquarie Island,Fuel usage,785,,litres,,
Feb-06,-67.60269444,62.87380556,Mawson,Fuel usage,350,,litres,,
Feb-06,-68.57661111,77.96738889,Davis,Fuel usage,900,,litres,,
Feb-06,-66.28180556,110.5276111,Casey,Fuel usage,1100,,litres,,
Feb-06,-54.61988889,158.861,Macquarie Island,Fuel usage,880,,litres,,
Mar-06,-67.60269444,62.87380556,Mawson,Fuel usage,350,,litres,,
Mar-06,-68.57661111,77.96738889,Davis,Fuel usage,900,,litres,,
Mar-06,-66.28180556,110.5276111,Casey,Fuel usage,1300,,litres,,
Mar-06,-54.61988889,158.861,Macquarie Island,Fuel usage,1330,,litres,,
Apr-06,-67.60269444,62.87380556,Mawson,Fuel usage,300,,litres,,
Apr-06,-68.57661111,77.96738889,Davis,Fuel usage,450,,litres,,
Apr-06,-66.28180556,110.5276111,Casey,Fuel usage,700,,litres,,
Apr-06,-54.61988889,158.861,Macquarie Island,Fuel usage,1350,,litres,,
May-06,-67.60269444,62.87380556,Mawson,Fuel usage,250,,litres,,
May-06,-68.57661111,77.96738889,Davis,Fuel usage,450,,litres,,
May-06,-66.28180556,110.5276111,Casey,Fuel usage,800,,litres,,
May-06,-54.61988889,158.861,Macquarie Island,Fuel usage,500,,litres,,
Jun-06,-67.60269444,62.87380556,Mawson,Fuel usage,250,,litres,,
Jun-06,-68.57661111,77.96738889,Davis,Fuel usage,400,,litres,,
Jun-06,-66.28180556,110.5276111,Casey,Fuel usage,700,,litres,,
Jun-06,-54.61988889,158.861,Macquarie Island,Fuel usage,500,,litres,,
Jul-06,-67.60269444,62.87380556,Mawson,Fuel usage,500,,litres,,
Jul-06,-68.57661111,77.96738889,Davis,Fuel usage,350,,litres,,
Jul-06,-66.28180556,110.5276111,Casey,Fuel usage,300,,litres,,
Jul-06,-54.61988889,158.861,Macquarie Island,Fuel usage,470,,litres,,
Aug-06,-67.60269444,62.87380556,Mawson,Fuel usage,100,,litres,,
Aug-06,-68.57661111,77.96738889,Davis,Fuel usage,500,,litres,,
Aug-06,-66.28180556,110.5276111,Casey,Fuel usage,800,,litres,,
Aug-06,-54.61988889,158.861,Macquarie Island,Fuel usage,170,,litres,,
Sep-06,-67.60269444,62.87380556,Mawson,Fuel usage,400,,litres,,
Sep-06,-68.57661111,77.96738889,Davis,Fuel usage,250,,litres,,
Sep-06,-66.28180556,110.5276111,Casey,Fuel usage,700,,litres,,
Sep-06,-54.61988889,158.861,Macquarie Island,Fuel usage,100,,litres,,
Oct-06,-67.60269444,62.87380556,Mawson,Fuel usage,350,,litres,,
Oct-06,-68.57661111,77.96738889,Davis,Fuel usage,500,,litres,,
Oct-06,-66.28180556,110.5276111,Casey,Fuel usage,500,,litres,,
Oct-06,-54.61988889,158.861,Macquarie Island,Fuel usage,440,,litres,,
Nov-06,-67.60269444,62.87380556,Mawson,Fuel usage,350,,litres,,
Nov-06,-68.57661111,77.96738889,Davis,Fuel usage,950,,litres,,
Nov-06,-66.28180556,110.5276111,Casey,Fuel usage,800,,litres,,
Nov-06,-54.61988889,158.861,Macquarie Island,Fuel usage,1050,,litres,,
Dec-06,-67.60269444,62.87380556,Mawson,Fuel usage,350,,litres,,
Dec-06,-68.57661111,77.96738889,Davis,Fuel usage,750,,litres,,
Dec-06,-66.28180556,110.5276111,Casey,Fuel usage,700,,litres,,
Dec-06,-54.61988889,158.861,Macquarie Island,Fuel usage,1800,,litres,,
Jan-07,-67.60269444,62.87380556,Mawson,Fuel usage,1200,,litres,,
Jan-07,-68.57661111,77.96738889,Davis,Fuel usage,800,,litres,,
Jan-07,-66.28180556,110.5276111,Casey,Fuel usage,100,,litres,,
Jan-07,-54.61988889,158.861,Macquarie Island,Fuel usage,800,,litres,,
Feb-07,-67.60269444,62.87380556,Mawson,Fuel usage,800,,litres,,
Feb-07,-68.57661111,77.96738889,Davis,Fuel usage,700,,litres,,
Feb-07,-66.28180556,110.5276111,Casey,Fuel usage,1300,,litres,,
Feb-07,-54.61988889,158.861,Macquarie Island,Fuel usage,800,,litres,,
Mar-07,-67.60269444,62.87380556,Mawson,Fuel usage,1750,,litres,,
Mar-07,-68.57661111,77.96738889,Davis,Fuel usage,700,,litres,,
Mar-07,-66.28180556,110.5276111,Casey,Fuel usage,1700,,litres,,
Mar-07,-54.61988889,158.861,Macquarie Island,Fuel usage,1350,,litres,,
Apr-07,-67.60269444,62.87380556,Mawson,Fuel usage,600,,litres,,
Apr-07,-68.57661111,77.96738889,Davis,Fuel usage,500,,litres,,
Apr-07,-66.28180556,110.5276111,Casey,Fuel usage,300,,litres,,
Apr-07,-54.61988889,158.861,Macquarie Island,Fuel usage,575,,litres,,
May-07,-67.60269444,62.87380556,Mawson,Fuel usage,600,,litres,,
May-07,-68.57661111,77.96738889,Davis,Fuel usage,400,,litres,,
May-07,-66.28180556,110.5276111,Casey,Fuel usage,500,,litres,,
May-07,-54.61988889,158.861,Macquarie Island,Fuel usage,1281,,litres,,
Jun-07,-67.60269444,62.87380556,Mawson,Fuel usage,800,,litres,,
Jun-07,-68.57661111,77.96738889,Davis,Fuel usage,350,,litres,,
Jun-07,-66.28180556,110.5276111,Casey,Fuel usage,500,,litres,,
Jun-07,-54.61988889,158.861,Macquarie Island,Fuel usage,150,,litres,,
Jul-07,-67.60269444,62.87380556,Mawson,Fuel usage,80,,litres,,
Jul-07,-68.57661111,77.96738889,Davis,Fuel usage,350,,litres,,
Jul-07,-66.28180556,110.5276111,Casey,Fuel usage,500,,litres,,
Jul-07,-54.61988889,158.861,Macquarie Island,Fuel usage,572,,litres,,
Aug-07,-67.60269444,62.87380556,Mawson,Fuel usage,800,,litres,,
Aug-07,-68.57661111,77.96738889,Davis,Fuel usage,400,,litres,,
Aug-07,-66.28180556,110.5276111,Casey,Fuel usage,200,,litres,,
Aug-07,-54.61988889,158.861,Macquarie Island,Fuel usage,495,,litres,,
Sep-07,-67.60269444,62.87380556,Mawson,Fuel usage,800,,litres,,
Sep-07,-68.57661111,77.96738889,Davis,Fuel usage,350,,litres,,
Sep-07,-66.28180556,110.5276111,Casey,Fuel usage,400,,litres,,
Sep-07,-54.61988889,158.861,Macquarie Island,Fuel usage,481,,litres,,
Oct-07,-67.60269444,62.87380556,Mawson,Fuel usage,600,,litres,,
Oct-07,-68.57661111,77.96738889,Davis,Fuel usage,150,,litres,,
Oct-07,-66.28180556,110.5276111,Casey,Fuel usage,400,,litres,,
Oct-07,-54.61988889,158.861,Macquarie Island,Fuel usage,125,,litres,,
Nov-07,-68.57661111,77.96738889,Davis,Fuel usage,650,,litres,,
Nov-07,-66.28180556,110.5276111,Casey,Fuel usage,430,,litres,,
Nov-07,-54.61988889,158.861,Macquarie Island,Fuel usage,407,,litres,,
Dec-07,-67.60269444,62.87380556,Mawson,Fuel usage,600,,litres,,
Dec-07,-68.57661111,77.96738889,Davis,Fuel usage,800,,litres,,
Dec-07,-66.28180556,110.5276111,Casey,Fuel usage,420,,litres,,
Dec-07,-54.61988889,158.861,Macquarie Island,Fuel usage,757,,litres,,
Jan-08,-67.60269444,62.87380556,Mawson,Fuel usage,500,,litres,,
Jan-08,-68.57661111,77.96738889,Davis,Fuel usage,900,,litres,,
Jan-08,-66.28180556,110.5276111,Casey,Fuel usage,475,,litres,,
Jan-08,-54.61988889,158.861,Macquarie Island,Fuel usage,708,,litres,,
Feb-08,-67.60269444,62.87380556,Mawson,Fuel usage,500,,litres,,
Feb-08,-68.57661111,77.96738889,Davis,Fuel usage,800,,litres,,
Feb-08,-66.28180556,110.5276111,Casey,Fuel usage,450,,litres,,
Feb-08,-54.61988889,158.861,Macquarie Island,Fuel usage,518,,litres,,
Mar-08,-67.60269444,62.87380556,Mawson,Fuel usage,500,,litres,,
Mar-08,-68.57661111,77.96738889,Davis,Fuel usage,550,,litres,,
Mar-08,-66.28180556,110.5276111,Casey,Fuel usage,150,,litres,,
Mar-08,-54.61988889,158.861,Macquarie Island,Fuel usage,565,,litres,,
Apr-08,-67.60269444,62.87380556,Mawson,Fuel usage,300,,litres,,
Apr-08,-68.57661111,77.96738889,Davis,Fuel usage,400,,litres,,
Apr-08,-66.28180556,110.5276111,Casey,Fuel usage,170,,litres,,
Apr-08,-54.61988889,158.861,Macquarie Island,Fuel usage,490,,litres,,
May-08,-67.60269444,62.87380556,Mawson,Fuel usage,450,,litres,,
May-08,-68.57661111,77.96738889,Davis,Fuel usage,400,,litres,,
May-08,-66.28180556,110.5276111,Casey,Fuel usage,180,,litres,,
May-08,-54.61988889,158.861,Macquarie Island,Fuel usage,230,,litres,,
Jun-08,-67.60269444,62.87380556,Mawson,Fuel usage,350,,litres,,
Jun-08,-68.57661111,77.96738889,Davis,Fuel usage,800,,litres,,
Jun-08,-66.28180556,110.5276111,Casey,Fuel usage,190,,litres,,
Jun-08,-54.61988889,158.861,Macquarie Island,Fuel usage,225,,litres,,
Jul-08,-67.60269444,62.87380556,Mawson,Fuel usage,500,,litres,,
Jul-08,-68.57661111,77.96738889,Davis,Fuel usage,700,,litres,,
Jul-08,-66.28180556,110.5276111,Casey,Fuel usage,450,,litres,,
Jul-08,-54.61988889,158.861,Macquarie Island,Fuel usage,0,,litres,,
Aug-08,-67.60269444,62.87380556,Mawson,Fuel usage,400,,litres,,
Aug-08,-68.57661111,77.96738889,Davis,Fuel usage,400,,litres,,
Aug-08,-66.28180556,110.5276111,Casey,Fuel usage,450,,litres,,
Aug-08,-54.61988889,158.861,Macquarie Island,Fuel usage,0,,litres,,
Sep-08,-67.60269444,62.87380556,Mawson,Fuel usage,350,,litres,,
Sep-08,-68.57661111,77.96738889,Davis,Fuel usage,800,,litres,,
Sep-08,-66.28180556,110.5276111,Casey,Fuel usage,450,,litres,,
Sep-08,-54.61988889,158.861,Macquarie Island,Fuel usage,1020,,litres,,
Oct-08,-67.60269444,62.87380556,Mawson,Fuel usage,300,,litres,,
Oct-08,-68.57661111,77.96738889,Davis,Fuel usage,600,,litres,,
Oct-08,-66.28180556,110.5276111,Casey,Fuel usage,450,,litres,,
Oct-08,-54.61988889,158.861,Macquarie Island,Fuel usage,0,,litres,,
Nov-08,-67.60269444,62.87380556,Mawson,Fuel usage,250,,litres,,
Nov-08,-68.57661111,77.96738889,Davis,Fuel usage,1000,,litres,,
Nov-08,-66.28180556,110.5276111,Casey,Fuel usage,470,,litres,,
Nov-08,-54.61988889,158.861,Macquarie Island,Fuel usage,900,,litres,,
Dec-08,-67.60269444,62.87380556,Mawson,Fuel usage,450,,litres,,
Dec-08,-68.57661111,77.96738889,Davis,Fuel usage,1350,,litres,,
Dec-08,-66.28180556,110.5276111,Casey,Fuel usage,450,,litres,,
Dec-08,-54.61988889,158.861,Macquarie Island,Fuel usage,0,,litres,,
Jan-09,-67.60269444,62.87380556,Mawson,Fuel usage,400,,litres,,
Jan-09,-68.57661111,77.96738889,Davis,Fuel usage,850,,litres,,
Jan-09,-66.28180556,110.5276111,Casey,Fuel usage,1700,,litres,,
Jan-09,-54.61988889,158.861,Macquarie Island,Fuel usage,710,,litres,,
Feb-09,-67.60269444,62.87380556,Mawson,Fuel usage,0,,litres,,
Feb-09,-68.57661111,77.96738889,Davis,Fuel usage,900,,litres,,
Feb-09,-66.28180556,110.5276111,Casey,Fuel usage,1500,,litres,,
Feb-09,-54.61988889,158.861,Macquarie Island,Fuel usage,0,,litres,,
Mar-09,-67.60269444,62.87380556,Mawson,Fuel usage,950,,litres,,
Mar-09,-68.57661111,77.96738889,Davis,Fuel usage,600,,litres,,
Mar-09,-66.28180556,110.5276111,Casey,Fuel usage,500,,litres,,
Mar-09,-54.61988889,158.861,Macquarie Island,Fuel usage,1150,,litres,,
Apr-09,-67.60269444,62.87380556,Mawson,Fuel usage,530,,litres,,
Apr-09,-68.57661111,77.96738889,Davis,Fuel usage,40,,litres,,
Apr-09,-66.28180556,110.5276111,Casey,Fuel usage,200,,litres,,
Apr-09,-54.61988889,158.861,Macquarie Island,Fuel usage,535,,litres,,
May-09,-67.60269444,62.87380556,Mawson,Fuel usage,420,,litres,,
May-09,-68.57661111,77.96738889,Davis,Fuel usage,100,,litres,,
May-09,-66.28180556,110.5276111,Casey,Fuel usage,300,,litres,,
May-09,-54.61988889,158.861,Macquarie Island,Fuel usage,390,,litres,,
Jun-09,-67.60269444,62.87380556,Mawson,Fuel usage,470,,litres,,
Jun-09,-68.57661111,77.96738889,Davis,Fuel usage,800,,litres,,
Jun-09,-66.28180556,110.5276111,Casey,Fuel usage,300,,litres,,
Jun-09,-54.61988889,158.861,Macquarie Island,Fuel usage,300,,litres,,
Jul-09,-67.60269444,62.87380556,Mawson,Fuel usage,780,,litres,,
Jul-09,-68.57661111,77.96738889,Davis,Fuel usage,350,,litres,,
Jul-09,-66.28180556,110.5276111,Casey,Fuel usage,300,,litres,,
Jul-09,-54.61988889,158.861,Macquarie Island,Fuel usage,406,,litres,,
Aug-09,-67.60269444,62.87380556,Mawson,Fuel usage,500,,litres,,
Aug-09,-68.57661111,77.96738889,Davis,Fuel usage,650,,litres,,
Aug-09,-66.28180556,110.5276111,Casey,Fuel usage,400,,litres,,
Aug-09,-54.61988889,158.861,Macquarie Island,Fuel usage,300,,litres,,
Sep-09,-67.60269444,62.87380556,Mawson,Fuel usage,450,,litres,,
Sep-09,-68.57661111,77.96738889,Davis,Fuel usage,500,,litres,,
Sep-09,-66.28180556,110.5276111,Casey,Fuel usage,200,,litres,,
Sep-09,-54.61988889,158.861,Macquarie Island,Fuel usage,226,,litres,,
Oct-09,-67.60269444,62.87380556,Mawson,Fuel usage,800,,litres,,
Oct-09,-68.57661111,77.96738889,Davis,Fuel usage,800,,litres,,
Oct-09,-66.28180556,110.5276111,Casey,Fuel usage,300,,litres,,
Oct-09,-54.61988889,158.861,Macquarie Island,Fuel usage,350,,litres,,
Nov-09,-67.60269444,62.87380556,Mawson,Fuel usage,256,,litres,,
Nov-09,-68.57661111,77.96738889,Davis,Fuel usage,1250,,litres,,
Nov-09,-66.28180556,110.5276111,Casey,Fuel usage,700,,litres,,
Nov-09,-54.61988889,158.861,Macquarie Island,Fuel usage,200,,litres,,
Dec-09,-67.60269444,62.87380556,Mawson,Fuel usage,450,,litres,,
Dec-09,-68.57661111,77.96738889,Davis,Fuel usage,2100,,litres,,
Dec-09,-66.28180556,110.5276111,Casey,Fuel usage,850,,litres,,
Dec-09,-54.61988889,158.861,Macquarie Island,Fuel usage,351,,litres,,
Jan-10,-67.60269444,62.87380556,Mawson,Fuel usage,1200,,litres,,
Jan-10,-68.57661111,77.96738889,Davis,Fuel usage,2650,,litres,,
Jan-10,-66.28180556,110.5276111,Casey,Fuel usage,750,,litres,,
Jan-10,-54.61988889,158.861,Macquarie Island,Fuel usage,300,,litres,,
Feb-10,-67.60269444,62.87380556,Mawson,Fuel usage,950,,litres,,
Feb-10,-68.57661111,77.96738889,Davis,Fuel usage,1400,,litres,,
Feb-10,-66.28180556,110.5276111,Casey,Fuel usage,820,,litres,,
Feb-10,-54.61988889,158.861,Macquarie Island,Fuel usage,300,,litres,,
Mar-10,-67.60269444,62.87380556,Mawson,Fuel usage,1300,,litres,,
Mar-10,-68.57661111,77.96738889,Davis,Fuel usage,1500,,litres,,
Mar-10,-66.28180556,110.5276111,Casey,Fuel usage,650,,litres,,
Mar-10,-54.61988889,158.861,Macquarie Island,Fuel usage,700,,litres,,
Apr-10,-67.60269444,62.87380556,Mawson,Fuel usage,1750,,litres,,
Apr-10,-68.57661111,77.96738889,Davis,Fuel usage,700,,litres,,
Apr-10,-66.28180556,110.5276111,Casey,Fuel usage,550,,litres,,
Apr-10,-54.61988889,158.861,Macquarie Island,Fuel usage,1200,,litres,,
May-10,-67.60269444,62.87380556,Mawson,Fuel usage,750,,litres,,
May-10,-68.57661111,77.96738889,Davis,Fuel usage,500,,litres,,
May-10,-66.28180556,110.5276111,Casey,Fuel usage,450,,litres,,
May-10,-54.61988889,158.861,Macquarie Island,Fuel usage,500,,litres,,
Jun-10,-67.60269444,62.87380556,Mawson,Fuel usage,401,,litres,,
Jun-10,-68.57661111,77.96738889,Davis,Fuel usage,1000,,litres,,
Jun-10,-66.28180556,110.5276111,Casey,Fuel usage,430,,litres,,
Jun-10,-54.61988889,158.861,Macquarie Island,Fuel usage,50,,litres,,
Jul-10,-67.60269444,62.87380556,Mawson,Fuel usage,750,,litres,,
Jul-10,-68.57661111,77.96738889,Davis,Fuel usage,400,,litres,,
Jul-10,-66.28180556,110.5276111,Casey,Fuel usage,300,,litres,,
Jul-10,-54.61988889,158.861,Macquarie Island,Fuel usage,550,,litres,,
Aug-10,-67.60269444,62.87380556,Mawson,Fuel usage,375,,litres,,
Aug-10,-68.57661111,77.96738889,Davis,Fuel usage,600,,litres,,
Aug-10,-66.28180556,110.5276111,Casey,Fuel usage,300,,litres,,
Aug-10,-54.61988889,158.861,Macquarie Island,Fuel usage,800,,litres,,
Sep-10,-67.60269444,62.87380556,Mawson,Fuel usage,800,,litres,,
Sep-10,-68.57661111,77.96738889,Davis,Fuel usage,600,,litres,,
Sep-10,-66.28180556,110.5276111,Casey,Fuel usage,200,,litres,,
Sep-10,-54.61988889,158.861,Macquarie Island,Fuel usage,300,,litres,,
Oct-10,-67.60269444,62.87380556,Mawson,Fuel usage,750,,litres,,
Oct-10,-68.57661111,77.96738889,Davis,Fuel usage,1000,,litres,,
Oct-10,-66.28180556,110.5276111,Casey,Fuel usage,550,,litres,,
Oct-10,-54.61988889,158.861,Macquarie Island,Fuel usage,480,,litres,,
Nov-10,-67.60269444,62.87380556,Mawson,Fuel usage,650,,litres,,
Nov-10,-68.57661111,77.96738889,Davis,Fuel usage,1200,,litres,,
Nov-10,-66.28180556,110.5276111,Casey,Fuel usage,1300,,litres,,
Nov-10,-54.61988889,158.861,Macquarie Island,Fuel usage,300,,litres,,
Dec-10,-67.60269444,62.87380556,Mawson,Fuel usage,400,,litres,,
Dec-10,-68.57661111,77.96738889,Davis,Fuel usage,1650,,litres,,
Dec-10,-66.28180556,110.5276111,Casey,Fuel usage,1700,,litres,,
Dec-10,-54.61988889,158.861,Macquarie Island,Fuel usage,530,,litres,,
Jan-11,-67.60269444,62.87380556,Mawson,Fuel usage,590,,litres,,
Jan-11,-68.57661111,77.96738889,Davis,Fuel usage,1950,,litres,,
Jan-11,-66.28180556,110.5276111,Casey,Fuel usage,1200,,litres,,
Jan-11,-54.61988889,158.861,Macquarie Island,Fuel usage,600,,litres,,
Feb-11,-67.60269444,62.87380556,Mawson,Fuel usage,1250,,litres,,
Feb-11,-68.57661111,77.96738889,Davis,Fuel usage,1300,,litres,,
Feb-11,-66.28180556,110.5276111,Casey,Fuel usage,1900,,litres,,
Feb-11,-54.61988889,158.861,Macquarie Island,Fuel usage,300,,litres,,
Mar-11,-67.60269444,62.87380556,Mawson,Fuel usage,1450,,litres,,
Mar-11,-68.57661111,77.96738889,Davis,Fuel usage,1200,,litres,,
Mar-11,-66.28180556,110.5276111,Casey,Fuel usage,900,,litres,,
