??,??,??,??,??????,????????,????
19-06-2019 5.00,438,12.889,0.008,185.287,393.358,863.414
19-06-2019 6.00,439,14.094,0.008,322.963,602.681,657.033
19-06-2019 7.00,440,14.738,0.008,456.96,797.322,651.593
19-06-2019 8.00,441,15.782,0.008,581.706,964.009,1080.295
19-06-2019 9.00,442,16.732,0.008,686.698,1091.371,1385.413
19-06-2019 10.00,443,17.552,0.008,754.843,1170.747,1656.218
19-06-2019 11.00,444,18.188,0.008,762.868,1196.737,1818.248
19-06-2019 12.00,445,19.665,0.008,720.067,1167.559,2358.841
19-06-2019 13.00,446,21.32,0.008,640.51,1085.222,3058.301
19-06-2019 14.00,447,21.576,0.009,530.3,955.318,2569.474
19-06-2019 15.00,448,21.067,0.009,412.194,786.692,1723.569
19-06-2019 16.00,449,20.28,0.009,292.914,590.862,1133.783
19-06-2019 17.00,450,18.795,0.009,175.381,381.165,676.823
19-06-2019 18.00,451,16.308,0.01,69.326,171.973,271.014
19-06-2019 19.00,452,13.735,0.009,7.959,23.033,0
19-06-2019 20.00,453,12.397,0.009,0.02,0.093,0
19-06-2019 21.00,454,11.168,0.009,0,0,0
19-06-2019 22.00,455,9.923,0.008,0,0,0
19-06-2019 23.00,456,8.816,0.008,0,0,0
20-06-2019 0.00,457,8.108,0.008,0,0,0
20-06-2019 1.00,458,7.804,0.008,0,0,0
20-06-2019 2.00,459,7.652,0.008,0,0,0
20-06-2019 3.00,460,7.499,0.008,4.234,20.823,0
20-06-2019 4.00,461,7.419,0.008,59.967,183.924,118.98
20-06-2019 5.00,462,7.679,0.008,169.721,393.611,516.125
20-06-2019 6.00,463,8.277,0.008,307.443,602.872,916.077
20-06-2019 7.00,464,9.294,0.008,442.954,797.449,1735.352
20-06-2019 8.00,465,10.763,0.008,562.942,964.073,2440.839
20-06-2019 9.00,466,12.712,0.008,640.804,1091.405,3149.681
20-06-2019 10.00,467,14.188,0.008,671.984,1170.761,3153.327
20-06-2019 11.00,468,15.357,0.008,663.103,1196.745,3231.001
20-06-2019 12.00,469,16.023,0.008,629.735,1167.568,3085.739
20-06-2019 13.00,470,16.241,0.008,574.855,1085.245,2675.433
20-06-2019 14.00,471,16.031,0.008,494.563,955.373,1878.108
20-06-2019 15.00,472,15.415,0.008,393.791,786.798,1023.803
20-06-2019 16.00,473,14.578,0.008,285.749,591.021,479.711
20-06-2019 17.00,474,13.6,0.008,173.349,381.377,155.62
20-06-2019 18.00,475,12.851,0.009,70.937,172.228,41.872
20-06-2019 19.00,476,12.291,0.009,8.215,23.144,0
20-06-2019 20.00,477,11.932,0.009,0.02,0.096,0
20-06-2019 21.00,478,11.485,0.008,0,0,0
20-06-2019 22.00,479,10.983,0.008,0,0,0
20-06-2019 23.00,480,10.269,0.008,0,0,0
21-06-2019 0.00,481,10.049,0.008,0,0,0
21-06-2019 1.00,482,9.905,0.008,0,0,0
21-06-2019 2.00,483,9.744,0.008,0,0,0
21-06-2019 3.00,484,9.464,0.008,5.796,20.929,3.563
21-06-2019 4.00,485,10.103,0.008,74.516,184.129,317.852
21-06-2019 5.00,486,11.849,0.009,198.861,393.755,1065.889
21-06-2019 6.00,487,14.137,0.009,348.512,602.969,2075.885
21-06-2019 7.00,488,16.735,0.009,501.978,797.493,2984.489
21-06-2019 8.00,489,19.032,0.009,645.264,964.082,3401.645
21-06-2019 9.00,490,20.658,0.009,751.46,1091.394,3599.677
21-06-2019 10.00,491,21.835,0.009,796.073,1170.724,3685.672
21-06-2019 11.00,492,22.541,0.009,779.174,1196.692,3598.054
21-06-2019 12.00,493,22.917,0.009,731.447,1167.526,3530.906
21-06-2019 13.00,494,23.038,0.009,660.386,1085.22,3481.765
21-06-2019 14.00,495,22.809,0.009,560.693,955.358,3319.316
21-06-2019 15.00,496,22.145,0.009,427.535,786.819,2806.4
21-06-2019 16.00,497,21.103,0.01,292.311,591.079,1598.82
21-06-2019 17.00,498,19.769,0.01,162.553,381.476,636.218
21-06-2019 18.00,499,17.464,0.011,61.78,172.364,147.762
21-06-2019 19.00,500,15.847,0.01,6.86,23.207,0
21-06-2019 20.00,501,14.974,0.01,0.02,0.097,0
21-06-2019 21.00,502,14.231,0.01,0,0,0
21-06-2019 22.00,503,13.65,0.009,0,0,0
21-06-2019 23.00,504,13.1,0.009,0,0,0
22-06-2019 0.00,505,12.75,0.009,0,0,0
22-06-2019 1.00,506,12.48,0.009,0,0,0
22-06-2019 2.00,507,12.182,0.009,0,0,0
22-06-2019 3.00,508,11.915,0.009,6.432,20.979,27.611
22-06-2019 4.00,509,12.834,0.009,80.788,184.216,833.375
22-06-2019 5.00,510,15.218,0.01,213.419,393.809,1921.628
22-06-2019 6.00,511,18.912,0.01,369.923,602.977,2675.61
22-06-2019 7.00,512,19.612,0.01,527.998,797.461,2408.645
22-06-2019 8.00,513,19.945,0.01,664.387,964.036,2394.078
22-06-2019 9.00,514,21.385,0.01,772.41,1091.295,3403.032
22-06-2019 10.00,515,22.212,0.009,823.216,1170.641,3356.112
22-06-2019 11.00,516,23.02,0.009,823.178,1196.588,3537.423
22-06-2019 12.00,517,23.565,0.009,794.799,1167.432,3587.567
22-06-2019 13.00,518,23.662,0.009,725.255,1085.126,3371.775
22-06-2019 14.00,519,23.437,0.01,619.161,955.292,3112.534
22-06-2019 15.00,520,23.018,0.01,490,786.768,2821.676
22-06-2019 16.00,521,22.271,0.01,336.086,591.047,2035.232
22-06-2019 17.00,522,21.428,0.011,186.699,381.473,1129.68
22-06-2019 18.00,523,19.198,0.012,67.453,172.387,478.72
22-06-2019 19.00,524,17.984,0.01,5.909,23.22,0
22-06-2019 20.00,525,17.495,0.01,0.011,0.097,0
22-06-2019 21.00,526,17.256,0.01,0,0,0
22-06-2019 22.00,527,17.387,0.01,0,0,0
22-06-2019 23.00,528,17.13,0.01,0,0,0
23-06-2019 0.00,529,16.398,0.01,0,0,0
23-06-2019 1.00,530,15.479,0.009,0,0,0
23-06-2019 2.00,531,14.602,0.009,0,0,0
23-06-2019 3.00,532,13.931,0.009,6.138,20.975,38.059
23-06-2019 4.00,533,14.651,0.01,76.887,184.188,1106.469
23-06-2019 5.00,534,17.179,0.01,203.753,393.746,2140.635
23-06-2019 6.00,535,19.173,0.01,357.29,602.897,2624.305
23-06-2019 7.00,536,21.999,0.01,506.18,797.361,2999.304
23-06-2019 8.00,537,23.503,0.01,638.485,963.904,3435.327
23-06-2019 9.00,538,24.66,0.01,740.954,1091.149,3665.197
23-06-2019 10.00,539,25.67,0.01,791.805,1170.479,3719.731
23-06-2019 11.00,540,26.422,0.01,790.951,1196.447,3684.325
23-06-2019 12.00,541,26.857,0.01,772.396,1167.276,3637.527
23-06-2019 13.00,542,26.861,0.01,704.774,1084.973,3441.998
23-06-2019 14.00,543,26.703,0.011,591.902,955.141,3365.892
23-06-2019 15.00,544,26.372,0.011,451.323,786.638,2964.649
23-06-2019 16.00,545,27.738,0.011,302.388,590.937,1677.881
23-06-2019 17.00,546,24.645,0.012,165.818,381.365,948.658
23-06-2019 18.00,547,21.397,0.012,56.31,172.292,330.029
23-06-2019 19.00,548,19.38,0.011,4.318,23.184,0
23-06-2019 20.00,549,18.027,0.011,0.009,0.097,0
23-06-2019 21.00,550,17.074,0.011,0,0,0
23-06-2019 22.00,551,16.388,0.011,0,0,0
23-06-2019 23.00,552,15.937,0.011,0,0,0
24-06-2019 0.00,553,15.339,0.011,0,0,0
24-06-2019 1.00,554,14.622,0.011,0,0,0
24-06-2019 2.00,555,14.135,0.011,0,0,0
24-06-2019 3.00,556,13.902,0.011,5.013,20.917,8.73
24-06-2019 4.00,557,15.243,0.011,62.357,184.043,389.438
24-06-2019 5.00,558,17.503,0.011,171.011,393.594,1068.92
24-06-2019 6.00,559,19.293,0.012,297.075,602.721,1487.016
24-06-2019 7.00,560,20.872,0.012,409.015,797.174,1392.59
24-06-2019 8.00,561,21.847,0.012,523.146,963.695,1574.004
24-06-2019 9.00,562,23.355,0.012,635.18,1090.959,2417.661
24-06-2019 10.00,563,24.715,0.011,721.692,1170.255,2966.384
24-06-2019 11.00,564,25.55,0.011,752.75,1196.201,3022.253
24-06-2019 12.00,565,25.841,0.011,733.422,1167.044,2791.935
24-06-2019 13.00,566,25.56,0.012,661.289,1084.751,2200.904
24-06-2019 14.00,567,25.018,0.012,564.042,954.929,1702.862
24-06-2019 15.00,568,24.797,0.012,443.693,786.421,2017.271
24-06-2019 16.00,569,24.471,0.012,307.092,590.72,2124.803
24-06-2019 17.00,570,23.417,0.013,171.196,381.155,1444.084
24-06-2019 18.00,571,20.818,0.013,59.664,172.078,487.207
24-06-2019 19.00,572,18.677,0.012,6.001,23.1,0
24-06-2019 20.00,573,17.895,0.012,0.019,0.095,0
24-06-2019 21.00,574,17.503,0.012,0,0,0
24-06-2019 22.00,575,17.687,0.012,0,0,0
24-06-2019 23.00,576,17.64,0.012,0,0,0
25-06-2019 0.00,577,17.555,0.012,0,0,0
25-06-2019 1.00,578,17.366,0.012,0,0,0
25-06-2019 2.00,579,17.322,0.011,0,0,0
25-06-2019 3.00,580,17.622,0.011,3.164,20.805,0
25-06-2019 4.00,581,18.586,0.011,39.63,183.782,124.117
25-06-2019 5.00,582,19.447,0.012,117.452,393.332,516.569
25-06-2019 6.00,583,20.858,0.012,228.733,602.456,1313.83
25-06-2019 7.00,584,22.814,0.012,348.232,796.906,1906.153
25-06-2019 8.00,585,24.28,0.012,456.987,963.43,2437.886
25-06-2019 9.00,586,25.01,0.012,534.087,1090.693,2842.038
25-06-2019 10.00,587,25.278,0.012,561.902,1170.002,2557.786
25-06-2019 11.00,588,25.241,0.012,569.368,1195.963,2118.559
25-06-2019 12.00,589,25.348,0.012,533.49,1166.794,1896.4
25-06-2019 13.00,590,25.618,0.012,479.347,1084.491,1935.911
25-06-2019 14.00,591,25.711,0.012,413.281,954.641,1907.627
25-06-2019 15.00,592,25.462,0.012,326.702,786.134,1874.82
25-06-2019 16.00,593,24.381,0.013,222.605,590.424,1291.147
25-06-2019 17.00,594,22.467,0.013,119.39,380.831,341.095
25-06-2019 18.00,595,21.027,0.013,41.137,171.755,43.066
25-06-2019 19.00,596,20.035,0.013,5.064,22.965,0
25-06-2019 20.00,597,19.443,0.013,0.019,0.092,0
25-06-2019 21.00,598,19.106,0.013,0,0,0
25-06-2019 22.00,599,18.739,0.013,0,0,0
25-06-2019 23.00,600,18.085,0.012,0,0,0
26-06-2019 0.00,601,17.965,0.012,0,0,0
26-06-2019 1.00,602,17.885,0.012,0,0,0
26-06-2019 2.00,603,17.787,0.012,0,0,0
26-06-2019 3.00,604,17.69,0.012,2.889,20.638,0
26-06-2019 4.00,605,17.686,0.012,40.032,183.406,64.331
26-06-2019 5.00,606,17.772,0.012,116.649,392.971,291.806
26-06-2019 6.00,607,17.613,0.012,216.122,602.089,294.408
26-06-2019 7.00,608,17.731,0.012,326.227,796.563,520
26-06-2019 8.00,609,18.717,0.012,441.184,963.095,1339.227
26-06-2019 9.00,610,20.241,0.012,536.684,1090.36,1659.849
26-06-2019 10.00,611,20.577,0.012,591.969,1169.685,1230.096
26-06-2019 11.00,612,21.441,0.012,598.049,1195.637,1679.428
26-06-2019 12.00,613,22.672,0.012,542.188,1166.459,1953.995
26-06-2019 13.00,614,23.227,0.012,459.713,1084.134,1623.334
26-06-2019 14.00,615,23.182,0.012,366.87,954.299,1168.249
26-06-2019 15.00,616,22.97,0.012,259.322,785.764,872.487
26-06-2019 16.00,617,22.495,0.013,162.092,590.02,565.426
26-06-2019 17.00,618,21.483,0.013,86.482,380.418,235.111
26-06-2019 18.00,619,19.898,0.013,32.187,171.311,40.585
26-06-2019 19.00,620,18.953,0.012,4.382,22.784,0
26-06-2019 20.00,621,18.328,0.012,0.017,0.088,0
26-06-2019 21.00,622,17.155,0.011,0,0,0
26-06-2019 22.00,623,15.771,0.011,0,0,0
26-06-2019 23.00,624,14.574,0.011,0,0,0
27-06-2019 0.00,625,13.629,0.011,0,0,0
27-06-2019 1.00,626,12.88,0.01,0,0,0
27-06-2019 2.00,627,12.331,0.01,0,0,0
27-06-2019 3.00,628,11.858,0.01,2.65,20.42,0
27-06-2019 4.00,629,11.536,0.01,37.012,182.912,39.728
27-06-2019 5.00,630,11.542,0.01,107.262,392.489,208.447
27-06-2019 6.00,631,11.899,0.01,202.157,601.649,514.271
27-06-2019 7.00,632,12.828,0.01,303.528,796.141,981.608
27-06-2019 8.00,633,14.284,0.01,393.851,962.694,1515.655
27-06-2019 9.00,634,15.96,0.01,464.864,1089.978,2197.121
27-06-2019 10.00,635,17.352,0.01,514.628,1169.283,2551.306
27-06-2019 11.00,636,18.25,0.01,528.624,1195.245,2591.411
27-06-2019 12.00,637,18.272,0.01,495.174,1166.068,2163.128
27-06-2019 13.00,638,17.499,0.01,435.116,1083.741,1561.748
27-06-2019 14.00,639,16.341,0.01,358.182,953.871,1183.243
27-06-2019 15.00,640,15.079,0.01,273.874,785.304,910.454
27-06-2019 16.00,641,13.786,0.01,187.527,589.536,515.511
27-06-2019 17.00,642,12.647,0.011,101.846,379.898,144.311
27-06-2019 18.00,643,11.962,0.011,36.753,170.758,31.513
27-06-2019 19.00,644,11.53,0.01,3.732,22.555,0
27-06-2019 20.00,645,11.353,0.01,0.007,0.084,0
27-06-2019 21.00,646,11.229,0.01,0,0,0
27-06-2019 22.00,647,11.09,0.01,0,0,0
27-06-2019 23.00,648,10.971,0.01,0,0,0
28-06-2019 0.00,649,10.903,0.009,0,0,0
28-06-2019 1.00,650,10.816,0.009,0,0,0
28-06-2019 2.00,651,10.741,0.009,0,0,0
28-06-2019 3.00,652,10.669,0.009,3.818,20.149,0
28-06-2019 4.00,653,10.862,0.009,44.936,182.303,78.802
28-06-2019 5.00,654,11.19,0.009,115.512,391.92,176.452
28-06-2019 6.00,655,11.579,0.01,206.104,601.116,337.55
28-06-2019 7.00,656,12.165,0.01,288.264,795.64,584.076
28-06-2019 8.00,657,13.196,0.01,355.008,962.235,1152.216
28-06-2019 9.00,658,14.415,0.01,415.818,1089.529,1610.913
28-06-2019 10.00,659,15.286,0.01,444.022,1168.846,1609.76
28-06-2019 11.00,660,15.434,0.01,427.119,1194.807,1095.432
28-06-2019 12.00,661,15.283,0.01,387.48,1165.621,779.536
28-06-2019 13.00,662,15.01,0.01,329.804,1083.285,593.206
28-06-2019 14.00,663,14.66,0.01,261.012,953.386,460.614
28-06-2019 15.00,664,14.243,0.011,192.001,784.778,374.087
28-06-2019 16.00,665,13.7,0.011,131.455,588.956,239.76
28-06-2019 17.00,666,13.158,0.011,77.75,379.271,96.655
28-06-2019 18.00,667,12.707,0.011,33.032,170.084,9.987
28-06-2019 19.00,668,12.347,0.01,5.416,22.281,0
28-06-2019 20.00,669,12.054,0.01,0.014,0.078,0
28-06-2019 21.00,670,11.781,0.01,0,0,0
28-06-2019 22.00,671,11.525,0.01,0,0,0
28-06-2019 23.00,672,11.278,0.01,0,0,0
29-06-2019 0.00,673,11.028,0.009,0,0,0
29-06-2019 1.00,674,10.794,0.009,0,0,0
29-06-2019 2.00,675,10.579,0.009,0,0,0
29-06-2019 3.00,676,10.322,0.009,2.276,19.829,0
29-06-2019 4.00,677,10.332,0.009,35.982,181.578,101.264
29-06-2019 5.00,678,10.745,0.009,108.433,391.246,352.299
29-06-2019 6.00,679,11.473,0.01,207.963,600.501,669.087
29-06-2019 7.00,680,12.368,0.01,324.174,795.058,988.056
29-06-2019 8.00,681,13.541,0.01,437.982,961.693,1335.175
29-06-2019 9.00,682,14.768,0.01,532.613,1089.024,1527.957
29-06-2019 10.00,683,15.83,0.01,586.804,1168.355,1636.396
29-06-2019 11.00,684,16.738,0.01,600.426,1194.331,1690.221
29-06-2019 12.00,685,17.604,0.01,572.449,1165.146,1888.13
29-06-2019 13.00,686,17.904,0.01,512.186,1082.763,1536.104
29-06-2019 14.00,687,17.647,0.01,423.496,952.829,1048.451
29-06-2019 15.00,688,17.268,0.01,319.827,784.173,785.629
29-06-2019 16.00,689,16.724,0.01,217.846,588.291,548.844
29-06-2019 17.00,690,15.674,0.011,123.019,378.539,317.613
29-06-2019 18.00,691,14.543,0.011,46.071,169.296,108.052
29-06-2019 19.00,692,13.584,0.01,5.487,21.962,0
29-06-2019 20.00,693,13.043,0.01,0.015,0.073,0
29-06-2019 21.00,694,12.59,0.01,0,0,0
29-06-2019 22.00,695,12.218,0.01,0,0,0
29-06-2019 23.00,696,11.853,0.01,0,0,0
30-06-2019 0.00,697,11.56,0.01,0,0,0
30-06-2019 1.00,698,11.358,0.01,0,0,0
30-06-2019 2.00,699,11.189,0.01,0,0,0
30-06-2019 3.00,700,11.033,0.009,3.002,19.46,0
30-06-2019 4.00,701,11.116,0.01,39.506,180.741,66.151
30-06-2019 5.00,702,11.496,0.01,110.909,390.465,199.097
30-06-2019 6.00,703,12.162,0.01,203.37,599.779,419.348
30-06-2019 7.00,704,12.99,0.01,299.588,794.411,704.174
30-06-2019 8.00,705,13.774,0.01,384.435,961.095,898.597
30-06-2019 9.00,706,14.491,0.01,454.768,1088.452,1054.173
30-06-2019 10.00,707,15.133,0.01,499.456,1167.815,1217.62
30-06-2019 11.00,708,15.651,0.01,511.522,1193.802,1276.74
30-06-2019 12.00,709,16.065,0.01,492.16,1164.581,1240.859
30-06-2019 13.00,710,16.287,0.01,445.905,1082.189,1088.669
30-06-2019 14.00,711,16.277,0.01,381.846,952.191,859.695
30-06-2019 15.00,712,16.031,0.01,300.141,783.489,589.92
30-06-2019 16.00,713,15.616,0.011,207.103,587.53,347.597
30-06-2019 17.00,714,15.082,0.011,117.273,377.706,162.846
30-06-2019 18.00,715,14.138,0.011,43.79,168.398,34.153
30-06-2019 19.00,716,13.363,0.011,4.534,21.599,0
30-06-2019 20.00,717,13.204,0.01,0.005,0.066,0
30-06-2019 21.00,718,12.938,0.01,0,0,0
30-06-2019 22.00,719,12.738,0.01,0,0,0
30-06-2019 23.00,720,12.58,0.01,0,0,0
01-07-2019 0.00,721,12.445,0.01,0,0,0
01-07-2019 1.00,722,12.251,0.01,0,0,0
01-07-2019 2.00,723,12.084,0.01,0,0,0
01-07-2019 3.00,724,11.942,0.01,2.755,19.045,0
01-07-2019 4.00,725,12.086,0.01,44.308,179.786,62.397
01-07-2019 5.00,726,12.492,0.01,126.878,389.579,268.891
01-07-2019 6.00,727,13.159,0.01,233.544,598.967,603.667
01-07-2019 7.00,728,13.832,0.011,345.719,793.67,916.119
01-07-2019 8.00,729,14.618,0.011,451.992,960.403,1184.595
01-07-2019 9.00,730,15.517,0.01,540.769,1087.836,1394.681
01-07-2019 10.00,731,16.273,0.01,586.936,1167.218,1518.56
01-07-2019 11.00,732,16.876,0.01,589.417,1193.222,1594.777
01-07-2019 12.00,733,17.242,0.01,555.432,1163.977,1443.952
01-07-2019 13.00,734,17.435,0.01,494.075,1081.542,1265.613
01-07-2019 14.00,735,17.563,0.011,420.009,951.504,1135.336
01-07-2019 15.00,736,17.486,0.011,325.281,782.724,942.279
01-07-2019 16.00,737,17.142,0.011,220.537,586.697,647.855
01-07-2019 17.00,738,16.7,0.011,128.241,376.768,328.517
01-07-2019 18.00,739,15.562,0.012,49.948,167.382,111.952
01-07-2019 19.00,740,14.706,0.011,5.257,21.195,0
01-07-2019 20.00,741,14.577,0.011,0.01,0.06,0
01-07-2019 21.00,742,14.575,0.01,0,0,0
01-07-2019 22.00,743,14.439,0.01,0,0,0
01-07-2019 23.00,744,13.928,0.01,0,0,0
02-07-2019 0.00,745,12.986,0.01,0,0,0
02-07-2019 1.00,746,12.055,0.01,0,0,0
02-07-2019 2.00,747,11.386,0.01,0,0,0
02-07-2019 3.00,748,11.047,0.01,4.188,18.585,6.22
02-07-2019 4.00,749,12.641,0.01,57.033,178.721,410.731
02-07-2019 5.00,750,14.567,0.01,160.328,388.605,1089.164
02-07-2019 6.00,751,16.561,0.011,292.287,598.085,2517.226
02-07-2019 7.00,752,19.03,0.011,417.928,792.86,3125.465
02-07-2019 8.00,753,21.334,0.011,533.128,959.651,3320.461
02-07-2019 9.00,754,22.571,0.011,610.378,1087.14,3176.545
02-07-2019 10.00,755,22.966,0.011,646.75,1166.559,2967.877
02-07-2019 11.00,756,23.051,0.011,637.912,1192.565,2800.127
02-07-2019 12.00,757,22.448,0.011,604.192,1163.319,2036.978
02-07-2019 13.00,758,22.259,0.011,543.031,1080.825,1596.692
02-07-2019 14.00,759,21.776,0.011,447.785,950.732,1041.008
02-07-2019 15.00,760,20.566,0.011,338.762,781.864,587.066
02-07-2019 16.00,761,19.257,0.012,225.27,585.745,205.711
02-07-2019 17.00,762,18.285,0.012,127.902,375.731,72.756
02-07-2019 18.00,763,17.476,0.012,47.716,166.255,22.707
02-07-2019 19.00,764,16.362,0.011,5.175,20.751,0
02-07-2019 20.00,765,15.431,0.011,0.008,0.053,0
02-07-2019 21.00,766,14.784,0.011,0,0,0
02-07-2019 22.00,767,14.328,0.011,0,0,0
02-07-2019 23.00,768,13.997,0.01,0,0,0
03-07-2019 0.00,769,13.674,0.01,0,0,0
03-07-2019 1.00,770,13.385,0.01,0,0,0
03-07-2019 2.00,771,13.289,0.01,0,0,0
03-07-2019 3.00,772,13.199,0.01,4.077,18.084,0
03-07-2019 4.00,773,13.823,0.01,60.158,177.536,236.164
03-07-2019 5.00,774,14.565,0.011,165.764,387.518,382.699
03-07-2019 6.00,775,15.125,0.011,292.594,597.089,360.122
03-07-2019 7.00,776,16.894,0.011,410.565,791.961,575.652
03-07-2019 8.00,777,19.692,0.011,526.609,958.853,979.103
03-07-2019 9.00,778,23.571,0.011,619.017,1086.368,1613.979
03-07-2019 10.00,779,23.143,0.011,655.802,1165.869,1795.715
03-07-2019 11.00,780,23.802,0.011,652.574,1191.847,1940.298
03-07-2019 12.00,781,23.895,0.011,600.317,1162.596,1722.092
03-07-2019 13.00,782,23.828,0.01,528.238,1080.091,1484.54
03-07-2019 14.00,783,23.289,0.011,445.817,949.895,1256.017
03-07-2019 15.00,784,22.441,0.011,341.986,780.942,775.227
03-07-2019 16.00,785,20.507,0.011,229.99,584.722,502.228
03-07-2019 17.00,786,18.619,0.011,127.284,374.588,257.556
03-07-2019 18.00,787,16.816,0.012,50.341,165.018,111.611
03-07-2019 19.00,788,15.417,0.011,5.03,20.27,0
03-07-2019 20.00,789,14.583,0.01,0.003,0.046,0
03-07-2019 21.00,790,14.096,0.01,0,0,0
03-07-2019 22.00,791,13.87,0.01,0,0,0
03-07-2019 23.00,792,13.63,0.01,0,0,0
04-07-2019 0.00,793,13.217,0.01,0,0,0
04-07-2019 1.00,794,12.654,0.01,0,0,0
04-07-2019 2.00,795,11.978,0.01,0,0,0
04-07-2019 3.00,796,11.355,0.01,3.306,17.543,6.494
04-07-2019 4.00,797,11.916,0.01,57.304,176.24,634.722
04-07-2019 5.00,798,14.036,0.01,165.763,386.333,1592.533
04-07-2019 6.00,799,15.679,0.011,297.672,596.012,2440.589
04-07-2019 7.00,800,19.468,0.011,437.522,790.976,3016.146
04-07-2019 8.00,801,20.693,0.011,552.898,957.968,2757.448
04-07-2019 9.00,802,21.464,0.011,646.169,1085.562,3076.256
04-07-2019 10.00,803,22.249,0.011,698.567,1165.069,3145.854
04-07-2019 11.00,804,22.656,0.011,707.342,1191.088,3095.16
04-07-2019 12.00,805,23.05,0.011,691.528,1161.796,3199.74
04-07-2019 13.00,806,22.967,0.011,636.146,1079.212,2813.807
04-07-2019 14.00,807,22.652,0.011,541.68,949.001,2498.703
04-07-2019 15.00,808,22.135,0.011,421.538,779.943,2245.443
04-07-2019 16.00,809,21.488,0.011,285.77,583.596,1464.435
04-07-2019 17.00,810,21.271,0.011,157.882,373.345,821.635
04-07-2019 18.00,811,18.602,0.012,54.222,163.671,295.576
04-07-2019 19.00,812,16.108,0.011,4.293,19.752,0
04-07-2019 20.00,813,14.792,0.011,0.009,0.039,0
04-07-2019 21.00,814,14.115,0.01,0,0,0
04-07-2019 22.00,815,13.782,0.01,0,0,0
04-07-2019 23.00,816,13.79,0.01,0,0,0
05-07-2019 0.00,817,13.507,0.01,0,0,0
05-07-2019 1.00,818,13.205,0.01,0,0,0
05-07-2019 2.00,819,13.051,0.01,0,0,0
05-07-2019 3.00,820,13.204,0.01,4.09,16.967,0
05-07-2019 4.00,821,13.77,0.01,54.901,174.834,36.302
05-07-2019 5.00,822,14.433,0.01,152.751,385.045,94.601
05-07-2019 6.00,823,15.016,0.011,269.42,594.861,244.73
05-07-2019 7.00,824,15.749,0.011,381.986,789.933,669.722
05-07-2019 8.00,825,17.519,0.011,481.572,957.024,1640.81
05-07-2019 9.00,826,19.641,0.011,559.868,1084.695,2819.131
05-07-2019 10.00,827,21.571,0.011,607.161,1164.248,3320.812
05-07-2019 11.00,828,22.698,0.012,607.975,1190.268,3294.256
05-07-2019 12.00,829,22.986,0.012,558.426,1160.983,2889.448
05-07-2019 13.00,830,22.477,0.012,478.768,1078.355,1891.051
05-07-2019 14.00,831,21.913,0.012,388.903,948.027,1392.199
05-07-2019 15.00,832,21.703,0.012,287.951,778.857,1446.91
05-07-2019 16.00,833,20.81,0.012,187.025,582.394,573.332
05-07-2019 17.00,834,19.747,0.013,99.966,372.002,135.979
05-07-2019 18.00,835,18.971,0.013,35.194,162.211,9.707
05-07-2019 19.00,836,18.37,0.012,3.977,19.203,0
05-07-2019 20.00,837,18.378,0.012,0.006,0.033,0
05-07-2019 21.00,838,18.023,0.012,0,0,0
05-07-2019 22.00,839,17.728,0.011,0,0,0
05-07-2019 23.00,840,17.584,0.011,0,0,0
06-07-2019 0.00,841,17.335,0.011,0,0,0
06-07-2019 1.00,842,16.929,0.011,0,0,0
06-07-2019 2.00,843,16.81,0.011,0,0,0
06-07-2019 3.00,844,16.766,0.011,3.223,16.356,0
06-07-2019 4.00,845,16.862,0.011,43.012,173.31,32.948
06-07-2019 5.00,846,17.1,0.011,121.231,383.651,140.559
06-07-2019 6.00,847,17.711,0.012,224.633,593.599,421.778
06-07-2019 7.00,848,18.923,0.012,337.766,788.808,1221.24
06-07-2019 8.00,849,20.487,0.012,453.712,956.004,2172.704
06-07-2019 9.00,850,22.792,0.013,563.184,1083.761,2951.49
06-07-2019 10.00,851,24.998,0.013,634.603,1163.393,3160.656
06-07-2019 11.00,852,26.06,0.013,659.847,1189.396,3237.135
06-07-2019 12.00,853,26.483,0.013,636.507,1160.095,3137.643
06-07-2019 13.00,854,26.427,0.013,580.9,1077.412,2745.202
06-07-2019 14.00,855,26.188,0.013,499.16,946.979,2383.049
06-07-2019 15.00,856,25.779,0.014,385.835,777.704,1849.071
06-07-2019 16.00,857,25.333,0.014,263.926,581.104,1124.241
06-07-2019 17.00,858,23.985,0.014,146.476,370.548,458.833
06-07-2019 18.00,859,22.819,0.014,50.582,160.645,142.314
06-07-2019 19.00,860,21.791,0.013,4.447,18.623,0
06-07-2019 20.00,861,20.077,0.013,0.004,0.027,0
06-07-2019 21.00,862,18.279,0.013,0,0,0
06-07-2019 22.00,863,17.157,0.012,0,0,0
06-07-2019 23.00,864,16.631,0.012,0,0,0
07-07-2019 0.00,865,16.267,0.012,0,0,0
07-07-2019 1.00,866,16.154,0.012,0,0,0
07-07-2019 2.00,867,16.096,0.012,0,0,0
07-07-2019 3.00,868,16.048,0.012,3.712,15.717,2.786
07-07-2019 4.00,869,17.534,0.012,63.56,171.677,502.66
07-07-2019 5.00,870,19.401,0.012,188.738,382.171,1321.478
07-07-2019 6.00,871,21.512,0.013,343.968,592.249,2281.661
07-07-2019 7.00,872,23.637,0.013,498.023,787.616,2959.452
07-07-2019 8.00,873,25.433,0.013,631.391,954.92,3241.653
07-07-2019 9.00,874,26.905,0.014,738.592,1082.764,3429.566
07-07-2019 10.00,875,28.043,0.014,806.403,1162.419,3480.978
