??,??,??,??,??????,????????,????
13-06-2019 10.00,299,20.06,0.011,539.958,1169.481,1704.748
13-06-2019 11.00,300,21.218,0.011,553.253,1195.571,2025.961
13-06-2019 12.00,301,21.563,0.011,515.254,1166.336,1534.455
13-06-2019 13.00,302,21.253,0.011,425.278,1083.745,1034.042
13-06-2019 14.00,303,21.431,0.011,314.126,953.46,1162.233
13-06-2019 15.00,304,20.767,0.011,218.881,784.378,584.494
13-06-2019 16.00,305,19.564,0.011,141.405,588.012,203.717
13-06-2019 17.00,306,18.316,0.011,80.388,377.736,97.497
13-06-2019 18.00,307,17.212,0.011,33.896,168.02,19.808
13-06-2019 19.00,308,16.247,0.011,4.137,21.38,0
13-06-2019 20.00,309,15.592,0.011,0.008,0.062,0
13-06-2019 21.00,310,15.153,0.01,0,0,0
13-06-2019 22.00,311,14.207,0.01,0,0,0
13-06-2019 23.00,312,13.698,0.01,0,0,0
14-06-2019 0.00,313,13.046,0.01,0,0,0
14-06-2019 1.00,314,12.406,0.009,0,0,0
14-06-2019 2.00,315,11.886,0.009,0,0,0
14-06-2019 3.00,316,11.538,0.009,2.914,19.1,4.101
14-06-2019 4.00,317,12.354,0.009,46.847,180.249,389.633
14-06-2019 5.00,318,13.38,0.009,139.685,390.525,1016.262
14-06-2019 6.00,319,15.006,0.009,267.705,600.373,2004.105
14-06-2019 7.00,320,17.812,0.009,405.024,795.486,3071.972
14-06-2019 8.00,321,20.071,0.009,503.092,962.581,3340.95
14-06-2019 9.00,322,21.084,0.009,556.33,1090.26,3422.727
14-06-2019 10.00,323,21.532,0.009,552.161,1169.86,3264.533
14-06-2019 11.00,324,21.285,0.008,516.075,1195.898,2798.099
14-06-2019 12.00,325,20.695,0.008,471.842,1166.669,2397.236
14-06-2019 13.00,326,19.083,0.008,417.871,1084.153,1124.2
14-06-2019 14.00,327,18.149,0.008,353.201,953.948,555.308
14-06-2019 15.00,328,17.09,0.008,275.015,784.979,313.163
14-06-2019 16.00,329,15.712,0.008,194.684,588.718,172.797
14-06-2019 17.00,330,14.407,0.008,115.287,378.571,75.239
14-06-2019 18.00,331,13.163,0.009,48.126,168.965,14.423
14-06-2019 19.00,332,12.002,0.008,6.825,21.767,0
14-06-2019 20.00,333,10.924,0.008,0.015,0.069,0
14-06-2019 21.00,334,10.057,0.008,0,0,0
14-06-2019 22.00,335,9.415,0.008,0,0,0
14-06-2019 23.00,336,8.973,0.008,0,0,0
15-06-2019 0.00,337,8.634,0.007,0,0,0
15-06-2019 1.00,338,8.284,0.007,0,0,0
15-06-2019 2.00,339,7.932,0.007,0,0,0
15-06-2019 3.00,340,7.575,0.007,4.042,19.511,0
15-06-2019 4.00,341,7.39,0.007,52.952,181.153,115.218
15-06-2019 5.00,342,7.573,0.007,158.743,391.298,557.764
15-06-2019 6.00,343,8.588,0.006,307.721,601.02,1521.074
15-06-2019 7.00,344,10.245,0.006,458.296,796.011,2490.221
15-06-2019 8.00,345,11.951,0.006,600.847,963.002,3274.822
15-06-2019 9.00,346,13.539,0.006,713.447,1090.613,3579.12
15-06-2019 10.00,347,14.881,0.006,789.025,1170.141,3743.237
15-06-2019 11.00,348,15.882,0.006,815.714,1196.194,3807.901
15-06-2019 12.00,349,16.581,0.006,796.479,1166.961,3828.235
15-06-2019 13.00,350,16.97,0.006,734.407,1084.489,3764.638
15-06-2019 14.00,351,17.03,0.006,633.658,954.371,3642.574
15-06-2019 15.00,352,16.721,0.006,504.891,785.477,3432.172
15-06-2019 16.00,353,15.984,0.006,360.766,589.321,3080.77
15-06-2019 17.00,354,14.758,0.007,215.043,379.298,2483.432
15-06-2019 18.00,355,11.847,0.007,83.012,169.797,1232.291
15-06-2019 19.00,356,8.811,0.007,8.163,22.111,3.317
15-06-2019 20.00,357,7.996,0.007,0.012,0.075,0
15-06-2019 21.00,358,7.339,0.007,0,0,0
15-06-2019 22.00,359,6.74,0.006,0,0,0
15-06-2019 23.00,360,6.094,0.006,0,0,0
16-06-2019 0.00,361,5.419,0.006,0,0,0
16-06-2019 1.00,362,4.508,0.006,0,0,0
16-06-2019 2.00,363,3.84,0.006,0,0,0
16-06-2019 3.00,364,3.474,0.006,5.794,19.874,78.913
16-06-2019 4.00,365,5.655,0.006,79.617,181.941,1606.18
16-06-2019 5.00,366,8.104,0.006,217.066,391.967,2794.182
16-06-2019 6.00,367,10.727,0.006,373.923,601.567,3408.265
16-06-2019 7.00,368,12.886,0.006,533.986,796.462,3749.31
16-06-2019 8.00,369,14.772,0.006,679.183,963.367,3911.215
16-06-2019 9.00,370,16.314,0.006,790.608,1090.897,4010.602
16-06-2019 10.00,371,17.485,0.006,868.817,1170.361,4036.684
16-06-2019 11.00,372,18.307,0.006,898.76,1196.39,4026.249
16-06-2019 12.00,373,18.86,0.006,876.712,1167.189,3997.118
16-06-2019 13.00,374,19.134,0.006,805.443,1084.759,3918.324
16-06-2019 14.00,375,19.08,0.006,691.54,954.699,3758.757
16-06-2019 15.00,376,18.642,0.006,549.003,785.903,3489.222
16-06-2019 16.00,377,17.895,0.006,381.594,589.851,3056.413
16-06-2019 17.00,378,17.815,0.007,216.808,379.926,2318.256
16-06-2019 18.00,379,15.736,0.008,76.528,170.517,1079.756
16-06-2019 19.00,380,15.097,0.007,5.625,22.411,1.577
16-06-2019 20.00,381,14.737,0.007,0.01,0.081,0
16-06-2019 21.00,382,13.9,0.007,0,0,0
16-06-2019 22.00,383,12.424,0.007,0,0,0
16-06-2019 23.00,384,10.533,0.007,0,0,0
17-06-2019 0.00,385,8.817,0.006,0,0,0
17-06-2019 1.00,386,7.706,0.006,0,0,0
17-06-2019 2.00,387,7.113,0.006,0,0,0
17-06-2019 3.00,388,7.086,0.006,5.137,20.189,12.209
17-06-2019 4.00,389,8.106,0.007,66.459,182.612,253.903
17-06-2019 5.00,390,9.696,0.007,174.216,392.534,356.511
17-06-2019 6.00,391,10.782,0.007,293.944,602.027,495.051
17-06-2019 7.00,392,11.759,0.007,409.003,796.822,644.224
17-06-2019 8.00,393,12.238,0.007,510.203,963.643,966.323
17-06-2019 9.00,394,13.761,0.007,586.669,1091.118,1478.748
17-06-2019 10.00,395,15.415,0.007,634.984,1170.579,2332.648
17-06-2019 11.00,396,16.444,0.007,666.718,1196.591,2706.054
17-06-2019 12.00,397,17.37,0.007,668.329,1167.391,2893.685
17-06-2019 13.00,398,18.06,0.007,613.17,1084.987,2683.007
17-06-2019 14.00,399,18.131,0.008,529.725,954.974,1988.7
17-06-2019 15.00,400,17.639,0.008,419.075,786.248,1148.115
17-06-2019 16.00,401,16.921,0.008,298.714,590.276,623.93
17-06-2019 17.00,402,15.431,0.008,171.257,380.445,248.048
17-06-2019 18.00,403,13.522,0.009,66.217,171.117,48.28
17-06-2019 19.00,404,12.275,0.008,8.031,22.665,0
17-06-2019 20.00,405,11.741,0.008,0.02,0.086,0
17-06-2019 21.00,406,11.232,0.008,0,0,0
17-06-2019 22.00,407,10.832,0.008,0,0,0
17-06-2019 23.00,408,10.26,0.008,0,0,0
18-06-2019 0.00,409,9.423,0.008,0,0,0
18-06-2019 1.00,410,8.65,0.008,0,0,0
18-06-2019 2.00,411,8.685,0.008,0,0,0
18-06-2019 3.00,412,8.79,0.008,4.783,20.452,0
18-06-2019 4.00,413,8.914,0.008,70.819,183.164,110.226
18-06-2019 5.00,414,9.432,0.008,200.237,393.001,330.288
18-06-2019 6.00,415,10.266,0.008,368.634,602.403,712.885
18-06-2019 7.00,416,11.44,0.008,529.303,797.112,1190.642
18-06-2019 8.00,417,13.098,0.008,664.655,963.857,1946.246
18-06-2019 9.00,418,15.456,0.008,761.379,1091.278,2881.328
18-06-2019 10.00,419,17.969,0.008,825.444,1170.683,3772.41
18-06-2019 11.00,420,19.666,0.008,844.665,1196.688,3903.33
18-06-2019 12.00,421,20.587,0.008,803.808,1167.497,3844.831
18-06-2019 13.00,422,20.852,0.008,722.602,1085.117,3618.447
18-06-2019 14.00,423,20.689,0.008,609.81,955.173,3341.426
18-06-2019 15.00,424,20.052,0.008,477.078,786.518,2579.467
18-06-2019 16.00,425,19.265,0.008,329.453,590.615,1998.317
18-06-2019 17.00,426,17.996,0.009,182.704,380.858,1080.78
18-06-2019 18.00,427,15.245,0.01,65.836,171.604,790.817
18-06-2019 19.00,428,12.662,0.009,5.627,22.873,0
18-06-2019 20.00,429,12.069,0.009,0.012,0.09,0
18-06-2019 21.00,430,11.856,0.008,0,0,0
18-06-2019 22.00,431,11.628,0.008,0,0,0
18-06-2019 23.00,432,11.498,0.008,0,0,0
19-06-2019 0.00,433,11.145,0.008,0,0,0
19-06-2019 1.00,434,10.908,0.008,0,0,0
19-06-2019 2.00,435,9.987,0.008,0,0,0
19-06-2019 3.00,436,9.332,0.008,5.648,20.665,32.041
19-06-2019 4.00,437,10.98,0.008,69.398,183.602,733.812
