??,??,????,??,????
07-02-2019 0.00,1625,1.388,4.577,473.48
07-02-2019 1.00,1626,1.381,4.367,405.657
07-02-2019 2.00,1627,1.375,4.317,387.558
07-02-2019 3.00,1628,1.37,4.501,447.531
07-02-2019 4.00,1629,1.366,4.891,589.071
07-02-2019 5.00,1630,1.363,5.275,750.271
07-02-2019 6.00,1631,1.362,5.399,804.615
07-02-2019 7.00,1632,1.361,5.291,759.688
07-02-2019 8.00,1633,1.362,7.936,2335.668
07-02-2019 9.00,1634,1.363,9.938,3609.085
07-02-2019 10.00,1635,1.364,10.769,4000.898
07-02-2019 11.00,1636,1.366,11.412,4243.261
07-02-2019 12.00,1637,1.367,11.736,4347.982
07-02-2019 13.00,1638,1.368,11.746,4350.06
07-02-2019 14.00,1639,1.369,11.504,4275.322
07-02-2019 15.00,1640,1.371,11,4093.921
07-02-2019 16.00,1641,1.373,10.094,3688.103
07-02-2019 17.00,1642,1.376,9.353,3270.766
07-02-2019 18.00,1643,1.378,8.854,2956.627
07-02-2019 19.00,1644,1.38,8.574,2778.356
07-02-2019 20.00,1645,1.382,7.892,2307.275
07-02-2019 21.00,1646,1.383,7.98,2366.225
07-02-2019 22.00,1647,1.383,7.639,2137.846
07-02-2019 23.00,1648,1.381,7.403,1975.37
08-02-2019 0.00,1649,1.374,7.351,1941.573
08-02-2019 1.00,1650,1.362,7.213,1843.413
08-02-2019 2.00,1651,1.351,6.694,1512.267
08-02-2019 3.00,1652,1.344,5.93,1067.276
08-02-2019 4.00,1653,1.34,5.396,803.071
08-02-2019 5.00,1654,1.338,4.733,529.182
08-02-2019 6.00,1655,1.337,4.524,456.575
08-02-2019 7.00,1656,1.337,4.718,523.859
08-02-2019 8.00,1657,1.339,4.864,580.169
08-02-2019 9.00,1658,1.341,5.911,1057.327
08-02-2019 10.00,1659,1.342,7.862,2286.648
08-02-2019 11.00,1660,1.344,8.333,2613.096
08-02-2019 12.00,1661,1.346,8.257,2561.435
08-02-2019 13.00,1662,1.348,8.001,2381.438
08-02-2019 14.00,1663,1.351,7.487,2031.812
08-02-2019 15.00,1664,1.354,6.128,1174.719
08-02-2019 16.00,1665,1.357,6.085,1153.538
08-02-2019 17.00,1666,1.361,6.505,1393.28
08-02-2019 18.00,1667,1.364,6.817,1586.136
08-02-2019 19.00,1668,1.367,7.026,1720.117
08-02-2019 20.00,1669,1.371,6.781,1563.419
08-02-2019 21.00,1670,1.373,6.399,1330.018
08-02-2019 22.00,1671,1.375,5.984,1099.028
08-02-2019 23.00,1672,1.374,5.607,902.832
09-02-2019 0.00,1673,1.367,5.273,748.847
09-02-2019 1.00,1674,1.354,5.04,652.563
09-02-2019 2.00,1675,1.342,4.791,554.379
09-02-2019 3.00,1676,1.335,4.635,497.143
09-02-2019 4.00,1677,1.331,4.589,477.788
09-02-2019 5.00,1678,1.329,4.415,420.405
09-02-2019 6.00,1679,1.328,4.181,345.993
09-02-2019 7.00,1680,1.33,3.67,211.375
09-02-2019 8.00,1681,1.333,2.671,47.243
09-02-2019 9.00,1682,1.337,3.888,267.103
09-02-2019 10.00,1683,1.34,6.282,1261.832
09-02-2019 11.00,1684,1.343,7.48,2022.913
09-02-2019 12.00,1685,1.346,7.931,2332.211
09-02-2019 13.00,1686,1.349,8.319,2605.504
09-02-2019 14.00,1687,1.352,8.47,2701.236
09-02-2019 15.00,1688,1.356,7.974,2362.163
09-02-2019 16.00,1689,1.36,8.125,2469.242
09-02-2019 17.00,1690,1.364,8.148,2487.132
09-02-2019 18.00,1691,1.368,7.833,2269.451
09-02-2019 19.00,1692,1.371,7.719,2186.573
09-02-2019 20.00,1693,1.374,7.396,1972.342
09-02-2019 21.00,1694,1.376,7.087,1762.014
09-02-2019 22.00,1695,1.378,6.89,1638.513
09-02-2019 23.00,1696,1.378,6.656,1485.232
10-02-2019 0.00,1697,1.371,6.214,1226.265
10-02-2019 1.00,1698,1.359,5.628,912.873
10-02-2019 2.00,1699,1.346,4.98,624.427
10-02-2019 3.00,1700,1.338,4.22,357.836
10-02-2019 4.00,1701,1.333,3.425,158.669
10-02-2019 5.00,1702,1.33,2.862,68.134
10-02-2019 6.00,1703,1.33,2.727,53.703
10-02-2019 7.00,1704,1.331,2.672,47.377
10-02-2019 8.00,1705,1.334,2.244,16.851
10-02-2019 9.00,1706,1.337,3.411,155.869
10-02-2019 10.00,1707,1.339,5.714,958.476
10-02-2019 11.00,1708,1.342,6.662,1489.602
10-02-2019 12.00,1709,1.344,6.437,1356.068
10-02-2019 13.00,1710,1.347,6.002,1106.808
10-02-2019 14.00,1711,1.349,5.63,914.059
10-02-2019 15.00,1712,1.352,5.237,731.864
10-02-2019 16.00,1713,1.356,5.244,734.956
10-02-2019 17.00,1714,1.36,5.228,728.131
10-02-2019 18.00,1715,1.363,5.203,719.941
10-02-2019 19.00,1716,1.367,5.05,656.321
10-02-2019 20.00,1717,1.37,4.699,516.728
10-02-2019 21.00,1718,1.372,4.144,337.77
10-02-2019 22.00,1719,1.374,3.469,169.337
10-02-2019 23.00,1720,1.374,2.737,54.198
11-02-2019 0.00,1721,1.369,2.176,13.841
11-02-2019 1.00,1722,1.356,2.02,8.426
11-02-2019 2.00,1723,1.346,2.19,14.407
11-02-2019 3.00,1724,1.339,2.414,26.436
11-02-2019 4.00,1725,1.336,2.604,41.026
11-02-2019 5.00,1726,1.333,2.888,71.376
11-02-2019 6.00,1727,1.333,3.233,124.472
11-02-2019 7.00,1728,1.334,3.731,225.553
11-02-2019 8.00,1729,1.337,3.096,100.465
11-02-2019 9.00,1730,1.34,3.537,181.787
11-02-2019 10.00,1731,1.343,4.928,603.46
11-02-2019 11.00,1732,1.346,5.53,869.826
11-02-2019 12.00,1733,1.349,5.787,997.481
11-02-2019 13.00,1734,1.352,5.776,989.415
11-02-2019 14.00,1735,1.355,5.518,859.72
11-02-2019 15.00,1736,1.359,5.152,695.298
11-02-2019 16.00,1737,1.363,6.078,1151.068
11-02-2019 17.00,1738,1.367,6.995,1703.191
11-02-2019 18.00,1739,1.371,7.305,1905.023
11-02-2019 19.00,1740,1.375,7.274,1886.415
11-02-2019 20.00,1741,1.378,6.818,1586.256
11-02-2019 21.00,1742,1.38,6.071,1143.957
11-02-2019 22.00,1743,1.382,5.433,820.005
11-02-2019 23.00,1744,1.381,5.181,707.756
12-02-2019 0.00,1745,1.373,5.239,732.918
12-02-2019 1.00,1746,1.36,5.47,837.434
12-02-2019 2.00,1747,1.348,5.465,837.145
12-02-2019 3.00,1748,1.34,5.024,643.745
12-02-2019 4.00,1749,1.335,4.469,436.784
12-02-2019 5.00,1750,1.331,3.891,267.767
12-02-2019 6.00,1751,1.329,3.585,192.025
12-02-2019 7.00,1752,1.33,3.007,87.404
12-02-2019 8.00,1753,1.332,2.871,69.296
12-02-2019 9.00,1754,1.335,5.556,882.431
12-02-2019 10.00,1755,1.338,7.327,1923.606
12-02-2019 11.00,1756,1.34,7.665,2155.678
12-02-2019 12.00,1757,1.343,7.93,2331.883
12-02-2019 13.00,1758,1.346,8.176,2503.598
12-02-2019 14.00,1759,1.348,8.269,2565.31
12-02-2019 15.00,1760,1.351,7.519,2050.145
12-02-2019 16.00,1761,1.355,7.122,1788.18
12-02-2019 17.00,1762,1.359,7.954,2348.339
12-02-2019 18.00,1763,1.362,8.249,2551.619
12-02-2019 19.00,1764,1.365,8.529,2747.062
12-02-2019 20.00,1765,1.368,8.355,2626.735
12-02-2019 21.00,1766,1.371,7.992,2379.708
12-02-2019 22.00,1767,1.373,7.651,2146.123
12-02-2019 23.00,1768,1.372,7.228,1853.1
13-02-2019 0.00,1769,1.365,6.302,1273.64
13-02-2019 1.00,1770,1.351,5.376,793.701
13-02-2019 2.00,1771,1.337,4.566,469.736
13-02-2019 3.00,1772,1.326,3.821,247.732
13-02-2019 4.00,1773,1.319,3.393,152.413
13-02-2019 5.00,1774,1.315,3.259,127.487
13-02-2019 6.00,1775,1.313,3.361,146.309
13-02-2019 7.00,1776,1.314,3.224,122.991
13-02-2019 8.00,1777,1.318,2.389,24.808
13-02-2019 9.00,1778,1.322,3.744,228.658
13-02-2019 10.00,1779,1.325,6.008,1112.691
13-02-2019 11.00,1780,1.329,7.059,1741.694
13-02-2019 12.00,1781,1.333,7.526,2057.886
13-02-2019 13.00,1782,1.336,7.854,2283.25
13-02-2019 14.00,1783,1.339,8.007,2389.215
13-02-2019 15.00,1784,1.342,7.266,1881.284
13-02-2019 16.00,1785,1.347,8.126,2469.252
13-02-2019 17.00,1786,1.35,9.34,3262.928
13-02-2019 18.00,1787,1.353,9.529,3375.225
13-02-2019 19.00,1788,1.356,9.244,3208.116
13-02-2019 20.00,1789,1.359,8.821,2936.482
13-02-2019 21.00,1790,1.361,8.378,2638.834
13-02-2019 22.00,1791,1.363,8.368,2632.414
13-02-2019 23.00,1792,1.362,8.142,2478.625
14-02-2019 0.00,1793,1.354,7.32,1914.758
14-02-2019 1.00,1794,1.341,6.441,1359.949
14-02-2019 2.00,1795,1.328,5.697,950.632
14-02-2019 3.00,1796,1.318,5.153,695.826
14-02-2019 4.00,1797,1.311,5.088,668.579
14-02-2019 5.00,1798,1.307,5.176,705.397
14-02-2019 6.00,1799,1.305,4.764,540.705
14-02-2019 7.00,1800,1.305,3.765,233.879
14-02-2019 8.00,1801,1.308,3.619,201.586
14-02-2019 9.00,1802,1.311,4.159,339.809
14-02-2019 10.00,1803,1.315,5.592,895.63
14-02-2019 11.00,1804,1.318,7.171,1821.216
14-02-2019 12.00,1805,1.321,7.223,1850.271
14-02-2019 13.00,1806,1.323,6.967,1683.79
14-02-2019 14.00,1807,1.325,6.822,1590.414
14-02-2019 15.00,1808,1.328,6.145,1184.05
14-02-2019 16.00,1809,1.332,6.432,1350.545
14-02-2019 17.00,1810,1.335,6.935,1663.876
14-02-2019 18.00,1811,1.337,6.79,1569.123
14-02-2019 19.00,1812,1.34,6.143,1183.083
14-02-2019 20.00,1813,1.342,5.192,712.92
14-02-2019 21.00,1814,1.342,4.255,368.362
14-02-2019 22.00,1815,1.342,3.652,207.246
14-02-2019 23.00,1816,1.34,3.591,193.561
15-02-2019 0.00,1817,1.335,3.698,219.62
15-02-2019 1.00,1818,1.325,3.571,188.996
15-02-2019 2.00,1819,1.313,3.552,184.894
15-02-2019 3.00,1820,1.304,3.685,214.852
15-02-2019 4.00,1821,1.299,3.81,244.907
15-02-2019 5.00,1822,1.296,3.906,270.311
15-02-2019 6.00,1823,1.295,3.854,256
15-02-2019 7.00,1824,1.296,3.64,206.404
15-02-2019 8.00,1825,1.299,2.53,35.406
15-02-2019 9.00,1826,1.302,1.944,6.53
15-02-2019 10.00,1827,1.305,3.342,142.557
15-02-2019 11.00,1828,1.308,4.061,311.331
15-02-2019 12.00,1829,1.311,4.439,426.606
15-02-2019 13.00,1830,1.314,4.712,521.714
15-02-2019 14.00,1831,1.317,4.953,613.488
15-02-2019 15.00,1832,1.32,5.103,674.581
15-02-2019 16.00,1833,1.324,5.74,968.525
15-02-2019 17.00,1834,1.328,6.266,1254.873
15-02-2019 18.00,1835,1.331,6.741,1543.766
15-02-2019 19.00,1836,1.334,7.103,1775.044
15-02-2019 20.00,1837,1.337,7.196,1834.623
15-02-2019 21.00,1838,1.338,7.128,1788.36
15-02-2019 22.00,1839,1.339,6.946,1670.824
15-02-2019 23.00,1840,1.336,6.652,1482.524
16-02-2019 0.00,1841,1.326,6.256,1250.137
16-02-2019 1.00,1842,1.312,5.953,1084.318
16-02-2019 2.00,1843,1.298,5.844,1022.251
16-02-2019 3.00,1844,1.288,5.757,977.222
16-02-2019 4.00,1845,1.281,5.504,853.512
16-02-2019 5.00,1846,1.276,5.131,686.39
16-02-2019 6.00,1847,1.274,4.776,547.481
16-02-2019 7.00,1848,1.274,3.923,273.916
16-02-2019 8.00,1849,1.277,3.157,110.193
16-02-2019 9.00,1850,1.281,4.644,500.498
16-02-2019 10.00,1851,1.284,7.08,1761.819
16-02-2019 11.00,1852,1.287,8.305,2592.631
16-02-2019 12.00,1853,1.289,8.635,2812.061
16-02-2019 13.00,1854,1.291,9.023,3068.282
16-02-2019 14.00,1855,1.293,9.322,3252.327
16-02-2019 15.00,1856,1.296,8.963,3027.097
16-02-2019 16.00,1857,1.299,9.489,3357.561
16-02-2019 17.00,1858,1.303,10.063,3669.844
16-02-2019 18.00,1859,1.305,10.234,3756.211
16-02-2019 19.00,1860,1.308,10.11,3693.82
16-02-2019 20.00,1861,1.311,9.784,3520.485
16-02-2019 21.00,1862,1.313,9.419,3315.512
16-02-2019 22.00,1863,1.313,8.829,2946.572
16-02-2019 23.00,1864,1.311,8.035,2407.299
17-02-2019 0.00,1865,1.303,6.581,1444.361
17-02-2019 1.00,1866,1.291,5.612,905.229
17-02-2019 2.00,1867,1.279,5.654,925.943
17-02-2019 3.00,1868,1.27,6.143,1183.034
17-02-2019 4.00,1869,1.265,6.173,1203.61
17-02-2019 5.00,1870,1.262,5.326,772.963
17-02-2019 6.00,1871,1.261,4.74,531.694
17-02-2019 7.00,1872,1.262,4.554,465.421
17-02-2019 8.00,1873,1.267,5.007,635.041
17-02-2019 9.00,1874,1.27,5.254,739.321
17-02-2019 10.00,1875,1.272,6.033,1126.071
17-02-2019 11.00,1876,1.274,7.102,1775.013
17-02-2019 12.00,1877,1.276,7.772,2223.645
17-02-2019 13.00,1878,1.278,7.964,2354.969
17-02-2019 14.00,1879,1.279,7.826,2263.349
17-02-2019 15.00,1880,1.283,6.807,1579.407
17-02-2019 16.00,1881,1.288,6.89,1638.504
17-02-2019 17.00,1882,1.292,7.577,2093.984
17-02-2019 18.00,1883,1.296,8.269,2565.31
17-02-2019 19.00,1884,1.301,8.475,2704.743
17-02-2019 20.00,1885,1.305,8.075,2434.367
17-02-2019 21.00,1886,1.307,7.281,1894.531
17-02-2019 22.00,1887,1.308,6.586,1444.529
17-02-2019 23.00,1888,1.305,6.141,1181.768
18-02-2019 0.00,1889,1.297,5.948,1080.935
18-02-2019 1.00,1890,1.284,6.193,1214.899
18-02-2019 2.00,1891,1.271,6.635,1472.408
18-02-2019 3.00,1892,1.261,6.875,1625.833
18-02-2019 4.00,1893,1.254,6.935,1664.597
18-02-2019 5.00,1894,1.25,6.79,1569.047
18-02-2019 6.00,1895,1.248,5.831,1015.107
18-02-2019 7.00,1896,1.248,4.991,628.59
18-02-2019 8.00,1897,1.251,4.246,365.694
18-02-2019 9.00,1898,1.256,5.702,954.093
18-02-2019 10.00,1899,1.26,6.5,1390.126
18-02-2019 11.00,1900,1.265,7.397,1973.578
18-02-2019 12.00,1901,1.269,7.879,2297.1
18-02-2019 13.00,1902,1.272,7.996,2379.749
18-02-2019 14.00,1903,1.276,7.751,2208.567
18-02-2019 15.00,1904,1.279,7.49,2036.351
18-02-2019 16.00,1905,1.283,8.398,2658.547
18-02-2019 17.00,1906,1.285,9.431,3317.794
18-02-2019 18.00,1907,1.288,9.681,3463.179
18-02-2019 19.00,1908,1.29,9.007,3059.76
18-02-2019 20.00,1909,1.292,8.071,2429.858
18-02-2019 21.00,1910,1.294,7.271,1882.143
18-02-2019 22.00,1911,1.295,6.711,1524.635
18-02-2019 23.00,1912,1.295,5.502,852.407
19-02-2019 0.00,1913,1.292,4.014,298.384
19-02-2019 1.00,1914,1.285,3.121,105.675
19-02-2019 2.00,1915,1.277,3.047,93.204
19-02-2019 3.00,1916,1.269,3.362,146.586
19-02-2019 4.00,1917,1.264,3.637,205.733
19-02-2019 5.00,1918,1.261,3.874,263.505
19-02-2019 6.00,1919,1.259,4.505,448.814
19-02-2019 7.00,1920,1.26,5.009,636.137
19-02-2019 8.00,1921,1.262,4.234,361.776
19-02-2019 9.00,1922,1.264,2.583,39.69
19-02-2019 10.00,1923,1.266,1.769,3.293
19-02-2019 11.00,1924,1.268,1.344,0.395
19-02-2019 12.00,1925,1.27,1.206,0.161
19-02-2019 13.00,1926,1.273,1.371,0.478
19-02-2019 14.00,1927,1.275,1.563,1.342
19-02-2019 15.00,1928,1.278,1.634,1.884
19-02-2019 16.00,1929,1.282,1.767,3.266
19-02-2019 17.00,1930,1.285,1.992,7.659
19-02-2019 18.00,1931,1.288,2.311,20.683
19-02-2019 19.00,1932,1.292,2.721,53.15
19-02-2019 20.00,1933,1.295,3.066,95.991
19-02-2019 21.00,1934,1.297,3.281,131.463
19-02-2019 22.00,1935,1.299,3.457,166.915
19-02-2019 23.00,1936,1.299,3.764,233.479
20-02-2019 0.00,1937,1.295,4.227,359.908
20-02-2019 1.00,1938,1.285,4.578,473.88
20-02-2019 2.00,1939,1.274,4.717,523.459
20-02-2019 3.00,1940,1.266,4.811,561.545
20-02-2019 4.00,1941,1.26,4.928,603.53
20-02-2019 5.00,1942,1.257,5.014,638.175
20-02-2019 6.00,1943,1.256,5.023,642.723
20-02-2019 7.00,1944,1.257,4.722,525.329
20-02-2019 8.00,1945,1.259,3.018,88.946
20-02-2019 9.00,1946,1.262,2.402,25.662
20-02-2019 10.00,1947,1.265,3.133,106.276
20-02-2019 11.00,1948,1.268,4.29,381.95
20-02-2019 12.00,1949,1.271,5.104,674.943
20-02-2019 13.00,1950,1.275,5.519,860.186
20-02-2019 14.00,1951,1.278,5.667,932.007
20-02-2019 15.00,1952,1.282,5.622,910.038
20-02-2019 16.00,1953,1.286,6.204,1219.517
20-02-2019 17.00,1954,1.29,6.768,1556.18
20-02-2019 18.00,1955,1.294,7.457,2007.127
20-02-2019 19.00,1956,1.297,8.143,2480.767
20-02-2019 20.00,1957,1.3,8.303,2592.625
20-02-2019 21.00,1958,1.302,7.907,2317.735
20-02-2019 22.00,1959,1.304,7.37,1955.029
20-02-2019 23.00,1960,1.302,7.275,1888.39
21-02-2019 0.00,1961,1.295,7.195,1834.606
21-02-2019 1.00,1962,1.284,7.043,1731.179
21-02-2019 2.00,1963,1.272,6.452,1362.44
21-02-2019 3.00,1964,1.263,5.276,751.92
21-02-2019 4.00,1965,1.257,4.349,397.536
21-02-2019 5.00,1966,1.254,4.283,379.784
21-02-2019 6.00,1967,1.253,4.555,465.906
21-02-2019 7.00,1968,1.254,4.02,299.93
21-02-2019 8.00,1969,1.256,2.987,84.896
21-02-2019 9.00,1970,1.258,3.472,169.887
21-02-2019 10.00,1971,1.26,4.082,317.313
21-02-2019 11.00,1972,1.261,5.237,732.071
21-02-2019 12.00,1973,1.264,5.791,999.223
21-02-2019 13.00,1974,1.266,5.971,1093.809
21-02-2019 14.00,1975,1.268,6.131,1176.25
21-02-2019 15.00,1976,1.271,5.963,1089.889
21-02-2019 16.00,1977,1.275,6.776,1560.203
21-02-2019 17.00,1978,1.279,7.735,2201.103
21-02-2019 18.00,1979,1.282,8.421,2674.311
21-02-2019 19.00,1980,1.286,8.671,2842.282
21-02-2019 20.00,1981,1.289,8.414,2665.7
21-02-2019 21.00,1982,1.291,7.749,2207.612
21-02-2019 22.00,1983,1.294,6.882,1628.448
21-02-2019 23.00,1984,1.293,6.304,1274.389
22-02-2019 0.00,1985,1.287,5.804,1004.225
22-02-2019 1.00,1986,1.275,4.681,510.226
22-02-2019 2.00,1987,1.264,3.339,142.11
22-02-2019 3.00,1988,1.257,2.006,8.035
22-02-2019 4.00,1989,1.253,0.646,0
22-02-2019 5.00,1990,1.251,1.395,0.552
22-02-2019 6.00,1991,1.252,3.084,98.709
22-02-2019 7.00,1992,1.254,4.178,345.15
22-02-2019 8.00,1993,1.258,3.165,111.45
22-02-2019 9.00,1994,1.263,3.662,209.409
22-02-2019 10.00,1995,1.266,5.498,850.671
22-02-2019 11.00,1996,1.27,7.147,1806.122
22-02-2019 12.00,1997,1.273,8.302,2592.618
22-02-2019 13.00,1998,1.276,9.112,3122
22-02-2019 14.00,1999,1.278,9.543,3383.667
22-02-2019 15.00,2000,1.281,9.251,3208.717
22-02-2019 16.00,2001,1.284,9.194,3177.201
22-02-2019 17.00,2002,1.287,9.459,3339.295
22-02-2019 18.00,2003,1.289,9.337,3261.122
22-02-2019 19.00,2004,1.291,8.913,2997.291
22-02-2019 20.00,2005,1.294,8.344,2618.123
22-02-2019 21.00,2006,1.295,7.407,1975.46
22-02-2019 22.00,2007,1.295,6.218,1226.394
22-02-2019 23.00,2008,1.293,4.984,625.96
23-02-2019 0.00,2009,1.284,3.469,169.423
23-02-2019 1.00,2010,1.271,1.947,6.656
23-02-2019 2.00,2011,1.258,1.304,0.318
23-02-2019 3.00,2012,1.248,1.868,4.99
23-02-2019 4.00,2013,1.24,2.779,59.347
23-02-2019 5.00,2014,1.235,3.566,188.077
23-02-2019 6.00,2015,1.233,4.358,400.373
23-02-2019 7.00,2016,1.233,4.814,561.638
23-02-2019 8.00,2017,1.236,3.469,169.298
23-02-2019 9.00,2018,1.239,4.593,479.035
23-02-2019 10.00,2019,1.241,7.619,2124.124
23-02-2019 11.00,2020,1.243,8.911,2994.993
23-02-2019 12.00,2021,1.245,9.909,3589.131
23-02-2019 13.00,2022,1.246,10.421,3850.482
23-02-2019 14.00,2023,1.247,10.036,3655.763
23-02-2019 15.00,2024,1.25,10.583,3923.302
23-02-2019 16.00,2025,1.253,11.892,4391.662
23-02-2019 17.00,2026,1.256,13.188,4678.015
23-02-2019 18.00,2027,1.258,13.912,4783.069
23-02-2019 19.00,2028,1.261,14.335,4830.351
23-02-2019 20.00,2029,1.264,14.394,4835.979
23-02-2019 21.00,2030,1.267,13.106,4664.054
23-02-2019 22.00,2031,1.27,11.401,4242.933
23-02-2019 23.00,2032,1.27,10.15,3719.153
24-02-2019 0.00,2033,1.264,9.347,3267.212
24-02-2019 1.00,2034,1.258,9.124,3129.505
24-02-2019 2.00,2035,1.254,8.822,2937.135
24-02-2019 3.00,2036,1.252,8.838,2947.658
24-02-2019 4.00,2037,1.251,8.513,2735.168
24-02-2019 5.00,2038,1.251,9.086,3105.777
24-02-2019 6.00,2039,1.252,8.728,2874.009
24-02-2019 7.00,2040,1.254,6.823,1591.454
24-02-2019 8.00,2041,1.257,8.474,2704.051
24-02-2019 9.00,2042,1.262,9.897,3586.243
24-02-2019 10.00,2043,1.265,10.797,4012.094
24-02-2019 11.00,2044,1.268,11.554,4289.63
24-02-2019 12.00,2045,1.27,11.968,4411.98
24-02-2019 13.00,2046,1.273,12.025,4428.909
24-02-2019 14.00,2047,1.275,11.711,4338.106
24-02-2019 15.00,2048,1.279,10.928,4065.661
24-02-2019 16.00,2049,1.283,9.936,3606.508
24-02-2019 17.00,2050,1.287,9.285,3229.711
24-02-2019 18.00,2051,1.29,8.752,2891.878
24-02-2019 19.00,2052,1.293,8.424,2674.316
24-02-2019 20.00,2053,1.296,8.818,2933.477
24-02-2019 21.00,2054,1.299,9.123,3128.941
24-02-2019 22.00,2055,1.301,9.381,3287.78
24-02-2019 23.00,2056,1.3,9.307,3242.854
25-02-2019 0.00,2057,1.292,8.92,3006.189
25-02-2019 1.00,2058,1.282,8.375,2636.81
25-02-2019 2.00,2059,1.274,7.785,2235.049
25-02-2019 3.00,2060,1.269,7.142,1802.459
25-02-2019 4.00,2061,1.266,6.467,1372.058
25-02-2019 5.00,2062,1.264,5.655,926.096
25-02-2019 6.00,2063,1.264,4.707,519.894
25-02-2019 7.00,2064,1.264,2.856,67.433
25-02-2019 8.00,2065,1.267,3.452,165.917
25-02-2019 9.00,2066,1.269,5.852,1026.036
25-02-2019 10.00,2067,1.272,6.416,1343.653
25-02-2019 11.00,2068,1.274,6.85,1612.734
25-02-2019 12.00,2069,1.277,7.352,1941.58
25-02-2019 13.00,2070,1.279,7.647,2143.285
25-02-2019 14.00,2071,1.282,7.625,2125.196
25-02-2019 15.00,2072,1.285,6.87,1625.51
25-02-2019 16.00,2073,1.29,6.304,1274.466
25-02-2019 17.00,2074,1.294,6.014,1115.238
25-02-2019 18.00,2075,1.297,5.717,958.562
25-02-2019 19.00,2076,1.301,5.537,873.473
25-02-2019 20.00,2077,1.305,5.591,895.102
25-02-2019 21.00,2078,1.308,5.903,1052.61
25-02-2019 22.00,2079,1.311,6.354,1306.956
25-02-2019 23.00,2080,1.31,6.87,1625.707
26-02-2019 0.00,2081,1.302,7.446,2002.521
26-02-2019 1.00,2082,1.291,7.572,2086.375
26-02-2019 2.00,2083,1.282,7.579,2095.822
26-02-2019 3.00,2084,1.276,7.441,2002.407
26-02-2019 4.00,2085,1.272,7.05,1735.77
26-02-2019 5.00,2086,1.269,6.327,1292.017
26-02-2019 6.00,2087,1.267,5.555,882.3
26-02-2019 7.00,2088,1.268,3.492,174.099
26-02-2019 8.00,2089,1.27,5.051,656.841
26-02-2019 9.00,2090,1.272,6.543,1415.78
26-02-2019 10.00,2091,1.274,6.815,1584.625
26-02-2019 11.00,2092,1.276,7.116,1782.757
26-02-2019 12.00,2093,1.277,7.338,1928.27
26-02-2019 13.00,2094,1.279,7.435,1995.199
26-02-2019 14.00,2095,1.281,7.386,1963.389
26-02-2019 15.00,2096,1.283,6.72,1525.319
26-02-2019 16.00,2097,1.286,5.918,1060.687
26-02-2019 17.00,2098,1.289,5.994,1101.325
26-02-2019 18.00,2099,1.291,6.116,1168.01
26-02-2019 19.00,2100,1.293,6.406,1333.96
26-02-2019 20.00,2101,1.295,6.655,1484.593
26-02-2019 21.00,2102,1.297,6.738,1542.287
26-02-2019 22.00,2103,1.297,6.724,1530.046
26-02-2019 23.00,2104,1.294,6.895,1638.651
27-02-2019 0.00,2105,1.284,7.358,1941.738
27-02-2019 1.00,2106,1.27,7.841,2270.858
27-02-2019 2.00,2107,1.259,7.944,2341.133
27-02-2019 3.00,2108,1.252,7.797,2239.861
27-02-2019 4.00,2109,1.246,7.735,2200.73
27-02-2019 5.00,2110,1.243,7.688,2164.816
27-02-2019 6.00,2111,1.242,7.509,2049.015
27-02-2019 7.00,2112,1.243,5.542,875.712
27-02-2019 8.00,2113,1.246,3.949,282.695
27-02-2019 9.00,2114,1.249,6.835,1600.351
27-02-2019 10.00,2115,1.253,7.527,2059.252
27-02-2019 11.00,2116,1.256,7.609,2111.573
27-02-2019 12.00,2117,1.259,7.737,2203.403
27-02-2019 13.00,2118,1.261,7.679,2159.539
27-02-2019 14.00,2119,1.263,7.249,1867.978
27-02-2019 15.00,2120,1.266,6.414,1341.38
27-02-2019 16.00,2121,1.268,6.932,1659.96
27-02-2019 17.00,2122,1.271,7.944,2341.022
27-02-2019 18.00,2123,1.274,8.475,2704.652
27-02-2019 19.00,2124,1.276,8.803,2928.074
27-02-2019 20.00,2125,1.279,9.219,3189.053
27-02-2019 21.00,2126,1.281,9.246,3208.07
27-02-2019 22.00,2127,1.283,8.834,2947.693
27-02-2019 23.00,2128,1.281,8.463,2696.782
28-02-2019 0.00,2129,1.273,8.264,2565.281
28-02-2019 1.00,2130,1.262,8.28,2578.853
28-02-2019 2.00,2131,1.252,7.868,2294.659
28-02-2019 3.00,2132,1.245,6.837,1600.415
28-02-2019 4.00,2133,1.241,5.938,1071.269
28-02-2019 5.00,2134,1.238,5.4,804.647
28-02-2019 6.00,2135,1.238,4.794,555.654
28-02-2019 7.00,2136,1.239,4.258,369.156
28-02-2019 8.00,2137,1.241,4.637,497.764
28-02-2019 9.00,2138,1.245,5.034,649.776
28-02-2019 10.00,2139,1.249,5.442,825.034
28-02-2019 11.00,2140,1.253,5.929,1066.711
28-02-2019 12.00,2141,1.256,7.191,1834.501
28-02-2019 13.00,2142,1.26,8.019,2393.568
28-02-2019 14.00,2143,1.263,8.044,2412.803
28-02-2019 15.00,2144,1.267,7.929,2331.544
28-02-2019 16.00,2145,1.271,8.524,2740.729
28-02-2019 17.00,2146,1.275,9.112,3122.219
28-02-2019 18.00,2147,1.279,8.649,2827.822
28-02-2019 19.00,2148,1.283,7.495,2036.443
28-02-2019 20.00,2149,1.287,6.196,1214.994
28-02-2019 21.00,2150,1.29,4.628,494.797
