??,??,??,??,??????,????????,????
08-10-2019 18.00,907,2.525,0.004,0,0,0
08-10-2019 19.00,908,1.381,0.004,0,0,0
08-10-2019 20.00,909,-0.36,0.004,0,0,0
08-10-2019 21.00,910,-1.057,0.004,0,0,0
08-10-2019 22.00,911,-1.456,0.004,0,0,0
08-10-2019 23.00,912,-1.811,0.004,0,0,0
09-10-2019 0.00,913,-2.053,0.004,0,0,0
09-10-2019 1.00,914,-2.171,0.004,0,0,0
09-10-2019 2.00,915,-2.328,0.004,0,0,0
09-10-2019 3.00,916,-2.473,0.004,0,0,0
09-10-2019 4.00,917,-2.423,0.004,0,0,0
09-10-2019 5.00,918,-2.303,0.004,2.008,5.779,0
09-10-2019 6.00,919,-0.255,0.004,66.887,140.682,968.886
09-10-2019 7.00,920,2.851,0.004,206.712,357.454,2307.946
09-10-2019 8.00,921,6.643,0.004,347.359,544.131,3129.916
09-10-2019 9.00,922,10.146,0.005,459.338,686.722,3491.78
09-10-2019 10.00,923,12.61,0.005,534.483,775.485,3650.812
09-10-2019 11.00,924,14.044,0.005,561.909,804.349,3700.409
09-10-2019 12.00,925,14.634,0.005,533.299,771.342,3676.87
09-10-2019 13.00,926,14.667,0.006,455.925,678.681,3509.573
09-10-2019 14.00,927,14.206,0.006,339.361,532.659,3132.222
09-10-2019 15.00,928,13.112,0.006,196.148,343.22,2397.488
09-10-2019 16.00,929,11.17,0.006,55.674,124.971,1351.826
09-10-2019 17.00,930,9.703,0.006,0.618,2.391,0
09-10-2019 18.00,931,9.394,0.006,0,0,0
09-10-2019 19.00,932,8.892,0.006,0,0,0
09-10-2019 20.00,933,8.409,0.006,0,0,0
09-10-2019 21.00,934,7.82,0.006,0,0,0
09-10-2019 22.00,935,7.31,0.006,0,0,0
09-10-2019 23.00,936,7.022,0.006,0,0,0
10-10-2019 0.00,937,6.974,0.005,0,0,0
10-10-2019 1.00,938,6.1,0.005,0,0,0
10-10-2019 2.00,939,5.72,0.005,0,0,0
10-10-2019 3.00,940,5.459,0.005,0,0,0
10-10-2019 4.00,941,5.562,0.005,0,0,0
10-10-2019 5.00,942,5.883,0.005,1.178,4.864,0
10-10-2019 6.00,943,6.52,0.005,47.481,134.331,84.509
10-10-2019 7.00,944,7.578,0.005,163.365,350.658,255.638
10-10-2019 8.00,945,8.797,0.005,286.949,537.31,493.94
10-10-2019 9.00,946,10.402,0.005,396.345,679.882,1654.794
10-10-2019 10.00,947,11.899,0.005,471.464,768.633,2507.596
10-10-2019 11.00,948,12.532,0.005,501.289,797.5,2608.668
10-10-2019 12.00,949,12.52,0.005,476.212,764.482,2551.725
10-10-2019 13.00,950,11.922,0.005,397.594,671.83,2168.789
10-10-2019 14.00,951,11.052,0.005,277.776,525.833,2416.305
10-10-2019 15.00,952,9.673,0.005,153.896,336.431,2103.968
10-10-2019 16.00,953,7.582,0.005,45.855,118.657,795.91
10-10-2019 17.00,954,4.74,0.005,0.489,1.806,0
10-10-2019 18.00,955,3.034,0.005,0,0,0
10-10-2019 19.00,956,1.717,0.005,0,0,0
10-10-2019 20.00,957,0.824,0.004,0,0,0
10-10-2019 21.00,958,-0.169,0.004,0,0,0
10-10-2019 22.00,959,-1.071,0.004,0,0,0
10-10-2019 23.00,960,-1.848,0.004,0,0,0
11-10-2019 0.00,961,-2.516,0.004,0,0,0
11-10-2019 1.00,962,-2.971,0.003,0,0,0
11-10-2019 2.00,963,-3.259,0.003,0,0,0
11-10-2019 3.00,964,-3.838,0.003,0,0,0
11-10-2019 4.00,965,-3.801,0.003,0,0,0
11-10-2019 5.00,966,-3.561,0.003,1.137,4.057,0
11-10-2019 6.00,967,-3.185,0.003,63.28,128.074,843.42
11-10-2019 7.00,968,-1.048,0.003,218.585,343.872,2747.202
11-10-2019 8.00,969,1.608,0.003,367.784,530.487,3577.382
11-10-2019 9.00,970,3.452,0.002,481.079,673.03,3909.418
11-10-2019 10.00,971,4.553,0.002,549.855,761.76,4085.31
11-10-2019 11.00,972,5.161,0.002,571.331,790.607,4161.526
11-10-2019 12.00,973,5.371,0.002,545.498,757.611,4178.348
11-10-2019 13.00,974,5.262,0.002,458.622,664.987,4070.975
11-10-2019 14.00,975,4.825,0.002,335.327,519.01,3784.708
11-10-2019 15.00,976,3.928,0.002,192.532,329.645,3120.988
11-10-2019 16.00,977,0.963,0.003,53.326,112.432,1831.068
11-10-2019 17.00,978,-1.601,0.003,0.366,1.331,0
11-10-2019 18.00,979,-1.843,0.003,0,0,0
11-10-2019 19.00,980,-2.463,0.003,0,0,0
11-10-2019 20.00,981,-2.93,0.003,0,0,0
11-10-2019 21.00,982,-3.426,0.003,0,0,0
11-10-2019 22.00,983,-3.923,0.002,0,0,0
11-10-2019 23.00,984,-4.484,0.002,0,0,0
12-10-2019 0.00,985,-5.036,0.002,0,0,0
12-10-2019 1.00,986,-5.359,0.002,0,0,0
12-10-2019 2.00,987,-5.436,0.002,0,0,0
12-10-2019 3.00,988,-5.348,0.002,0,0,0
12-10-2019 4.00,989,-5.164,0.002,0,0,0
12-10-2019 5.00,990,-4.799,0.002,1.171,3.349,0
12-10-2019 6.00,991,-3.341,0.002,66.239,121.925,1472.177
12-10-2019 7.00,992,-0.183,0.002,226.543,337.076,3026.05
12-10-2019 8.00,993,2.396,0.002,385.908,523.655,3712.957
12-10-2019 9.00,994,3.952,0.002,509.439,666.174,4035.915
12-10-2019 10.00,995,5.072,0.002,583.347,754.881,4188.333
12-10-2019 11.00,996,5.713,0.002,602.986,783.715,4234.74
12-10-2019 12.00,997,5.828,0.002,570.004,750.748,4238.193
12-10-2019 13.00,998,5.5,0.002,486.249,658.107,4145.458
12-10-2019 14.00,999,4.704,0.002,355.283,512.185,3933.877
12-10-2019 15.00,1000,3.218,0.002,200.941,322.855,3422.733
12-10-2019 16.00,1001,-0.97,0.003,52.599,106.32,1953.53
12-10-2019 17.00,1002,-3.879,0.002,0.27,0.956,0
12-10-2019 18.00,1003,-4.585,0.002,0,0,0
12-10-2019 19.00,1004,-4.973,0.002,0,0,0
12-10-2019 20.00,1005,-5.122,0.002,0,0,0
12-10-2019 21.00,1006,-5.436,0.002,0,0,0
12-10-2019 22.00,1007,-5.65,0.002,0,0,0
12-10-2019 23.00,1008,-5.768,0.002,0,0,0
13-10-2019 0.00,1009,-5.886,0.002,0,0,0
13-10-2019 1.00,1010,-5.952,0.002,0,0,0
13-10-2019 2.00,1011,-5.956,0.002,0,0,0
13-10-2019 3.00,1012,-5.925,0.002,0,0,0
13-10-2019 4.00,1013,-5.844,0.002,0,0,0
13-10-2019 5.00,1014,-5.726,0.002,0.932,2.735,0
13-10-2019 6.00,1015,-4.195,0.002,57.307,115.886,1329.54
13-10-2019 7.00,1016,-1.232,0.002,197.285,330.29,2892.804
13-10-2019 8.00,1017,1.148,0.002,339.633,516.826,3648.898
13-10-2019 9.00,1018,2.699,0.002,452.599,659.301,3992.602
13-10-2019 10.00,1019,3.826,0.002,522.156,747.999,4158.226
13-10-2019 11.00,1020,4.489,0.002,542.241,776.838,4225.345
13-10-2019 12.00,1021,4.699,0.002,509.385,743.848,4223.997
13-10-2019 13.00,1022,4.477,0.002,428.111,651.249,4126.611
13-10-2019 14.00,1023,3.768,0.002,310.414,505.354,3908.818
13-10-2019 15.00,1024,2.336,0.002,170.844,316.077,3408.783
13-10-2019 16.00,1025,-1.753,0.003,43.538,100.328,1878.024
13-10-2019 17.00,1026,-4.048,0.003,0.182,0.665,0
13-10-2019 18.00,1027,-4.363,0.002,0,0,0
13-10-2019 19.00,1028,-4.537,0.002,0,0,0
13-10-2019 20.00,1029,-4.73,0.002,0,0,0
13-10-2019 21.00,1030,-4.768,0.002,0,0,0
13-10-2019 22.00,1031,-4.852,0.002,0,0,0
13-10-2019 23.00,1032,-4.925,0.002,0,0,0
14-10-2019 0.00,1033,-4.96,0.002,0,0,0
14-10-2019 1.00,1034,-4.916,0.002,0,0,0
14-10-2019 2.00,1035,-4.921,0.002,0,0,0
14-10-2019 3.00,1036,-4.943,0.002,0,0,0
14-10-2019 4.00,1037,-4.848,0.002,0,0,0
14-10-2019 5.00,1038,-4.59,0.002,0.74,2.205,0
14-10-2019 6.00,1039,-3.69,0.002,58.276,109.973,1048.934
14-10-2019 7.00,1040,-1.533,0.002,213.492,323.516,2839.625
14-10-2019 8.00,1041,0.212,0.002,371.944,509.997,3559.992
14-10-2019 9.00,1042,1.328,0.002,498.189,652.431,3934.342
14-10-2019 10.00,1043,2.018,0.002,570.129,741.09,4055.44
14-10-2019 11.00,1044,2.354,0.002,583.355,769.934,4014.404
14-10-2019 12.00,1045,2.369,0.002,549.221,736.938,3849.212
14-10-2019 13.00,1046,2.107,0.002,466.673,644.384,3374.743
14-10-2019 14.00,1047,1.674,0.002,341.988,498.526,2910.857
14-10-2019 15.00,1048,0.959,0.002,190.097,309.306,2677.073
14-10-2019 16.00,1049,-0.848,0.002,45.688,94.47,1590.394
14-10-2019 17.00,1050,-2.589,0.002,0.118,0.447,0
14-10-2019 18.00,1051,-3.175,0.002,0,0,0
14-10-2019 19.00,1052,-3.735,0.002,0,0,0
14-10-2019 20.00,1053,-3.987,0.002,0,0,0
14-10-2019 21.00,1054,-4.214,0.002,0,0,0
14-10-2019 22.00,1055,-4.346,0.002,0,0,0
14-10-2019 23.00,1056,-4.439,0.002,0,0,0
15-10-2019 0.00,1057,-4.543,0.002,0,0,0
15-10-2019 1.00,1058,-4.522,0.002,0,0,0
15-10-2019 2.00,1059,-4.43,0.002,0,0,0
15-10-2019 3.00,1060,-4.595,0.002,0,0,0
15-10-2019 4.00,1061,-5.024,0.002,0,0,0
15-10-2019 5.00,1062,-5.288,0.002,0.575,1.754,0
15-10-2019 6.00,1063,-4.731,0.002,50.86,104.187,1082.246
15-10-2019 7.00,1064,-2.53,0.002,177.601,316.751,2695.975
15-10-2019 8.00,1065,0.243,0.003,294.951,503.166,3056.228
15-10-2019 9.00,1066,2.238,0.003,380.015,645.553,2108.116
15-10-2019 10.00,1067,2.86,0.003,429.713,734.184,909.61
15-10-2019 11.00,1068,3.106,0.003,438.124,763.013,775.729
15-10-2019 12.00,1069,3.284,0.003,403.622,730.04,659.844
15-10-2019 13.00,1070,3.395,0.003,329.47,637.511,603.343
15-10-2019 14.00,1071,3.428,0.003,229.129,491.701,607.994
15-10-2019 15.00,1072,3.076,0.003,127.378,302.55,677.859
15-10-2019 16.00,1073,1.7,0.003,32.301,88.761,346.608
15-10-2019 17.00,1074,-0.079,0.003,0.068,0.287,0
15-10-2019 18.00,1075,-0.459,0.003,0,0,0
15-10-2019 19.00,1076,-1.365,0.003,0,0,0
15-10-2019 20.00,1077,-2.255,0.003,0,0,0
15-10-2019 21.00,1078,-2.422,0.003,0,0,0
15-10-2019 22.00,1079,-2.467,0.003,0,0,0
15-10-2019 23.00,1080,-2.598,0.003,0,0,0
16-10-2019 0.00,1081,-2.879,0.003,0,0,0
16-10-2019 1.00,1082,-3.174,0.003,0,0,0
16-10-2019 2.00,1083,-3.191,0.003,0,0,0
16-10-2019 3.00,1084,-3.194,0.003,0,0,0
16-10-2019 4.00,1085,-3.507,0.003,0,0,0
16-10-2019 5.00,1086,-3.48,0.003,0.322,1.373,0
16-10-2019 6.00,1087,-2.928,0.003,43.39,98.542,702.278
16-10-2019 7.00,1088,-0.336,0.003,189.899,310.002,2400.61
16-10-2019 8.00,1089,2.805,0.003,344.004,496.353,3372.174
16-10-2019 9.00,1090,4.891,0.003,466.701,638.668,3721.645
16-10-2019 10.00,1091,6.006,0.003,541.922,727.276,3897.979
16-10-2019 11.00,1092,6.722,0.003,564.48,756.088,3966.563
16-10-2019 12.00,1093,7.034,0.003,534.241,723.142,3966.877
16-10-2019 13.00,1094,6.897,0.003,448.676,630.646,3746.753
16-10-2019 14.00,1095,5.921,0.004,319.601,484.892,2183.325
16-10-2019 15.00,1096,3.447,0.004,170.734,295.811,796.491
16-10-2019 16.00,1097,0.947,0.004,37.306,83.211,188.431
16-10-2019 17.00,1098,0.442,0.004,0.043,0.176,0
16-10-2019 18.00,1099,0.514,0.003,0,0,0
16-10-2019 19.00,1100,0.378,0.003,0,0,0
16-10-2019 20.00,1101,0.246,0.003,0,0,0
16-10-2019 21.00,1102,-0.013,0.003,0,0,0
16-10-2019 22.00,1103,-0.473,0.003,0,0,0
16-10-2019 23.00,1104,-0.89,0.003,0,0,0
17-10-2019 0.00,1105,-1.181,0.003,0,0,0
17-10-2019 1.00,1106,-1.331,0.003,0,0,0
17-10-2019 2.00,1107,-1.431,0.003,0,0,0
17-10-2019 3.00,1108,-1.392,0.003,0,0,0
17-10-2019 4.00,1109,-1.285,0.003,0,0,0
17-10-2019 5.00,1110,-1.111,0.003,0.28,1.056,0
17-10-2019 6.00,1111,-0.181,0.003,44.506,93.043,796.628
17-10-2019 7.00,1112,2.661,0.004,189.996,303.267,2347.397
17-10-2019 8.00,1113,5.265,0.004,342.105,489.533,3185.333
17-10-2019 9.00,1114,8.092,0.004,464.217,631.813,3551.918
17-10-2019 10.00,1115,9.741,0.004,542.054,720.368,3731.708
17-10-2019 11.00,1116,10.756,0.004,566.505,749.175,3813.661
17-10-2019 12.00,1117,11.167,0.004,535.79,716.222,3818.979
17-10-2019 13.00,1118,11.154,0.004,453.338,623.761,3712.297
17-10-2019 14.00,1119,10.238,0.004,327.514,478.09,3414.891
17-10-2019 15.00,1120,8.915,0.005,175.177,289.092,2804.316
17-10-2019 16.00,1121,7.466,0.004,35.45,77.833,984.947
17-10-2019 17.00,1122,6.73,0.004,0.023,0.101,0
17-10-2019 18.00,1123,6.134,0.004,0,0,0
17-10-2019 19.00,1124,5.275,0.004,0,0,0
17-10-2019 20.00,1125,4.46,0.004,0,0,0
17-10-2019 21.00,1126,3.711,0.004,0,0,0
17-10-2019 22.00,1127,3.163,0.004,0,0,0
17-10-2019 23.00,1128,2.524,0.004,0,0,0
18-10-2019 0.00,1129,1.935,0.004,0,0,0
18-10-2019 1.00,1130,1.543,0.004,0,0,0
18-10-2019 2.00,1131,1.194,0.004,0,0,0
18-10-2019 3.00,1132,0.844,0.004,0,0,0
18-10-2019 4.00,1133,0.433,0.004,0,0,0
18-10-2019 5.00,1134,0.205,0.003,0.228,0.795,0
18-10-2019 6.00,1135,0.637,0.004,39.351,87.696,883.476
18-10-2019 7.00,1136,3.856,0.004,161.302,296.55,2478.957
18-10-2019 8.00,1137,6.717,0.004,302.62,482.735,3131.726
18-10-2019 9.00,1138,9.346,0.004,419.509,624.94,3429.157
18-10-2019 10.00,1139,11.068,0.004,490.454,713.468,3620.667
18-10-2019 11.00,1140,11.873,0.004,506.45,742.25,3609.545
18-10-2019 12.00,1141,11.945,0.004,470.743,709.314,2992.474
18-10-2019 13.00,1142,11.521,0.005,386.169,616.9,2204.025
18-10-2019 14.00,1143,10.46,0.005,269.305,471.294,1564.274
18-10-2019 15.00,1144,7.988,0.006,136.958,282.382,1056.159
18-10-2019 16.00,1145,4.918,0.005,25.719,72.637,271.398
18-10-2019 17.00,1146,3.217,0.005,0.006,0.054,0
18-10-2019 18.00,1147,2.651,0.005,0,0,0
18-10-2019 19.00,1148,2.465,0.005,0,0,0
18-10-2019 20.00,1149,2.508,0.004,0,0,0
18-10-2019 21.00,1150,2.701,0.004,0,0,0
18-10-2019 22.00,1151,3.109,0.004,0,0,0
18-10-2019 23.00,1152,3.469,0.004,0,0,0
19-10-2019 0.00,1153,3.714,0.004,0,0,0
19-10-2019 1.00,1154,3.938,0.004,0,0,0
19-10-2019 2.00,1155,4.122,0.004,0,0,0
19-10-2019 3.00,1156,4.24,0.004,0,0,0
19-10-2019 4.00,1157,4.297,0.004,0,0,0
19-10-2019 5.00,1158,4.377,0.004,0.115,0.583,0
19-10-2019 6.00,1159,4.547,0.004,23.305,82.508,153.632
19-10-2019 7.00,1160,5.843,0.005,115.617,289.857,1373.948
19-10-2019 8.00,1161,8.065,0.005,232.159,475.949,2575.32
19-10-2019 9.00,1162,11.331,0.005,339.516,618.091,2985.296
19-10-2019 10.00,1163,12.87,0.005,403.311,706.569,3117.766
19-10-2019 11.00,1164,13.603,0.005,419.353,735.337,3077.517
19-10-2019 12.00,1165,13.761,0.005,389.928,702.425,2812.405
19-10-2019 13.00,1166,13.586,0.005,330.123,610.059,2531.534
19-10-2019 14.00,1167,13.051,0.006,239.266,464.516,2348.983
19-10-2019 15.00,1168,10.958,0.006,128.167,275.701,1977.002
19-10-2019 16.00,1169,8.067,0.006,24.631,67.627,483.561
19-10-2019 17.00,1170,7.148,0.005,0.005,0.026,0
19-10-2019 18.00,1171,6.667,0.005,0,0,0
19-10-2019 19.00,1172,6.079,0.005,0,0,0
19-10-2019 20.00,1173,5.409,0.005,0,0,0
19-10-2019 21.00,1174,4.719,0.005,0,0,0
19-10-2019 22.00,1175,4.046,0.005,0,0,0
19-10-2019 23.00,1176,3.4,0.005,0,0,0
20-10-2019 0.00,1177,2.876,0.005,0,0,0
20-10-2019 1.00,1178,2.462,0.005,0,0,0
20-10-2019 2.00,1179,2.104,0.005,0,0,0
20-10-2019 3.00,1180,1.921,0.005,0,0,0
20-10-2019 4.00,1181,1.734,0.005,0,0,0
20-10-2019 5.00,1182,1.735,0.005,0.048,0.414,0
20-10-2019 6.00,1183,1.943,0.005,19.922,77.487,258.472
20-10-2019 7.00,1184,4.624,0.005,100.453,283.183,1286.566
20-10-2019 8.00,1185,7.834,0.005,230.86,469.183,2053.18
20-10-2019 9.00,1186,10.557,0.006,352.492,611.237,2514.155
20-10-2019 10.00,1187,12.553,0.006,410.145,699.66,2449.846
20-10-2019 11.00,1188,13.19,0.006,414.698,728.425,2368.955
20-10-2019 12.00,1189,13.033,0.006,362.34,695.541,1628.827
20-10-2019 13.00,1190,12.509,0.006,277.979,603.225,910.53
20-10-2019 14.00,1191,11.571,0.006,182.35,457.757,387.546
20-10-2019 15.00,1192,10.461,0.006,90.912,269.044,109.677
20-10-2019 16.00,1193,9.65,0.006,15.862,62.812,12.796
20-10-2019 17.00,1194,8.897,0.006,0.002,0.011,0
20-10-2019 18.00,1195,8.058,0.006,0,0,0
20-10-2019 19.00,1196,6.946,0.006,0,0,0
20-10-2019 20.00,1197,5.722,0.005,0,0,0
20-10-2019 21.00,1198,4.354,0.005,0,0,0
20-10-2019 22.00,1199,3.688,0.005,0,0,0
20-10-2019 23.00,1200,3.077,0.005,0,0,0
21-10-2019 0.00,1201,2.106,0.005,0,0,0
21-10-2019 1.00,1202,1.437,0.005,0,0,0
21-10-2019 2.00,1203,0.533,0.004,0,0,0
21-10-2019 3.00,1204,-0.221,0.004,0,0,0
21-10-2019 4.00,1205,-0.776,0.004,0,0,0
21-10-2019 5.00,1206,-1.318,0.004,0.046,0.283,0
21-10-2019 6.00,1207,-1.609,0.004,33.214,72.637,587.907
21-10-2019 7.00,1208,0.3,0.004,170.307,276.536,2226.638
21-10-2019 8.00,1209,3.424,0.003,322.69,462.426,3287.537
21-10-2019 9.00,1210,6.206,0.003,443.917,604.416,3647.46
21-10-2019 10.00,1211,7.978,0.003,519.426,692.803,3809.761
21-10-2019 11.00,1212,8.954,0.003,541.752,721.543,3867.178
21-10-2019 12.00,1213,9.388,0.003,509.625,688.652,3877.381
21-10-2019 13.00,1214,9.392,0.003,426.402,596.392,3751.307
21-10-2019 14.00,1215,8.885,0.003,301.438,451.023,3460.566
21-10-2019 15.00,1216,7.44,0.004,152.787,262.415,2791.205
21-10-2019 16.00,1217,4.102,0.004,24.964,58.195,628.834
21-10-2019 17.00,1218,2.187,0.003,0.001,0.004,0
21-10-2019 18.00,1219,1.356,0.003,0,0,0
21-10-2019 19.00,1220,0.736,0.003,0,0,0
21-10-2019 20.00,1221,0.4,0.003,0,0,0
21-10-2019 21.00,1222,-0.223,0.003,0,0,0
21-10-2019 22.00,1223,-1.06,0.003,0,0,0
21-10-2019 23.00,1224,-1.547,0.003,0,0,0
22-10-2019 0.00,1225,-1.866,0.003,0,0,0
22-10-2019 1.00,1226,-2.029,0.003,0,0,0
22-10-2019 2.00,1227,-2.124,0.003,0,0,0
22-10-2019 3.00,1228,-2.374,0.003,0,0,0
22-10-2019 4.00,1229,-2.693,0.003,0,0,0
22-10-2019 5.00,1230,-3.003,0.003,0.042,0.184,0
22-10-2019 6.00,1231,-2.456,0.003,30.762,67.96,521.575
22-10-2019 7.00,1232,1.3,0.003,155.97,269.919,2140.679
22-10-2019 8.00,1233,4.236,0.003,296.125,455.706,3006.333
22-10-2019 9.00,1234,7.552,0.003,409.172,597.593,3404.377
22-10-2019 10.00,1235,9.877,0.003,479.467,685.924,3587.662
22-10-2019 11.00,1236,11.071,0.003,503.683,714.655,3667.953
22-10-2019 12.00,1237,11.546,0.003,476.785,681.792,3661.275
22-10-2019 13.00,1238,11.403,0.003,398.278,589.597,3470.037
22-10-2019 14.00,1239,10.749,0.004,281.56,444.302,3152.153
22-10-2019 15.00,1240,8.438,0.005,141.669,255.816,2457.64
22-10-2019 16.00,1241,4.846,0.004,21.753,53.78,454.157
22-10-2019 17.00,1242,3.607,0.004,0,0.001,0
22-10-2019 18.00,1243,2.625,0.004,0,0,0
22-10-2019 19.00,1244,1.536,0.004,0,0,0
22-10-2019 20.00,1245,0.671,0.003,0,0,0
22-10-2019 21.00,1246,0.084,0.003,0,0,0
22-10-2019 22.00,1247,-0.419,0.003,0,0,0
22-10-2019 23.00,1248,-1.203,0.003,0,0,0
23-10-2019 0.00,1249,-1.973,0.003,0,0,0
23-10-2019 1.00,1250,-2.574,0.003,0,0,0
23-10-2019 2.00,1251,-3.036,0.003,0,0,0
23-10-2019 3.00,1252,-3.127,0.003,0,0,0
23-10-2019 4.00,1253,-3.256,0.003,0,0,0
23-10-2019 5.00,1254,-3.246,0.003,0.021,0.112,0
23-10-2019 6.00,1255,-2.616,0.003,23.559,63.464,406.127
23-10-2019 7.00,1256,0.699,0.003,130.137,263.33,1828.781
23-10-2019 8.00,1257,3.426,0.003,268.716,448.996,2677.796
23-10-2019 9.00,1258,6.268,0.004,376.223,590.814,3087.17
23-10-2019 10.00,1259,8.096,0.003,438.497,679.079,3298.312
23-10-2019 11.00,1260,9.454,0.004,465.123,707.783,3535.521
23-10-2019 12.00,1261,10.169,0.004,424.515,674.954,3504.602
23-10-2019 13.00,1262,10.175,0.004,330.998,582.806,3314.344
23-10-2019 14.00,1263,9.469,0.004,219.839,437.611,2982.362
23-10-2019 15.00,1264,7.287,0.005,98.992,249.249,2125.287
23-10-2019 16.00,1265,3.062,0.004,12.504,49.568,298.235
23-10-2019 17.00,1266,2.168,0.004,0,0,0
23-10-2019 18.00,1267,1.854,0.004,0,0,0
23-10-2019 19.00,1268,1.498,0.004,0,0,0
23-10-2019 20.00,1269,1.094,0.004,0,0,0
23-10-2019 21.00,1270,1.048,0.004,0,0,0
23-10-2019 22.00,1271,1.381,0.004,0,0,0
23-10-2019 23.00,1272,0.861,0.004,0,0,0
24-10-2019 0.00,1273,0.32,0.004,0,0,0
24-10-2019 1.00,1274,-0.069,0.004,0,0,0
24-10-2019 2.00,1275,-0.437,0.004,0,0,0
24-10-2019 3.00,1276,-0.954,0.004,0,0,0
24-10-2019 4.00,1277,-1.257,0.004,0,0,0
24-10-2019 5.00,1278,-1.473,0.004,0.014,0.062,0
24-10-2019 6.00,1279,-1.04,0.004,18.885,59.153,178.369
24-10-2019 7.00,1280,2.14,0.004,96.803,256.777,1136.621
24-10-2019 8.00,1281,4.873,0.004,210.059,442.321,1982.766
24-10-2019 9.00,1282,7.968,0.004,316.353,584.037,2580.178
24-10-2019 10.00,1283,11.21,0.005,380.419,672.251,2863.229
24-10-2019 11.00,1284,13.108,0.005,388.978,700.938,2898.67
24-10-2019 12.00,1285,14.15,0.005,351.767,668.142,2814.168
24-10-2019 13.00,1286,14.437,0.005,283.749,576.043,2540.195
24-10-2019 14.00,1287,13.637,0.005,187.743,430.952,1750.157
24-10-2019 15.00,1288,10.764,0.005,83.238,242.713,868.172
24-10-2019 16.00,1289,7.382,0.005,9.93,45.558,69.05
24-10-2019 17.00,1290,6.164,0.005,0,0,0
24-10-2019 18.00,1291,5.957,0.005,0,0,0
24-10-2019 19.00,1292,5.486,0.005,0,0,0
24-10-2019 20.00,1293,5.265,0.005,0,0,0
24-10-2019 21.00,1294,4.953,0.005,0,0,0
24-10-2019 22.00,1295,4.984,0.005,0,0,0
24-10-2019 23.00,1296,5.293,0.005,0,0,0
25-10-2019 0.00,1297,5.824,0.005,0,0,0
25-10-2019 1.00,1298,6.093,0.005,0,0,0
25-10-2019 2.00,1299,5.933,0.005,0,0,0
25-10-2019 3.00,1300,5.56,0.005,0,0,0
25-10-2019 4.00,1301,5.182,0.004,0,0,0
25-10-2019 5.00,1302,4.897,0.004,0.005,0.03,0
25-10-2019 6.00,1303,4.941,0.004,8.703,55.026,0
25-10-2019 7.00,1304,5.315,0.004,50.593,250.259,26.285
25-10-2019 8.00,1305,5.719,0.004,112.53,435.682,67.85
25-10-2019 9.00,1306,5.852,0.004,165.137,577.288,111.441
25-10-2019 10.00,1307,5.392,0.005,193.688,665.449,156.907
25-10-2019 11.00,1308,4.219,0.005,202.668,694.119,209.843
25-10-2019 12.00,1309,3.087,0.005,190.337,661.332,159.471
25-10-2019 13.00,1310,2.441,0.005,158.563,569.32,198.363
25-10-2019 14.00,1311,2.149,0.004,114.723,424.326,249.363
25-10-2019 15.00,1312,1.645,0.004,57.821,236.22,101.247
25-10-2019 16.00,1313,0.817,0.004,9.705,41.749,0
25-10-2019 17.00,1314,0.269,0.004,0,0,0
25-10-2019 18.00,1315,-0.072,0.004,0,0,0
25-10-2019 19.00,1316,-0.408,0.004,0,0,0
25-10-2019 20.00,1317,-0.779,0.003,0,0,0
25-10-2019 21.00,1318,-1.133,0.003,0,0,0
25-10-2019 22.00,1319,-1.479,0.003,0,0,0
25-10-2019 23.00,1320,-1.744,0.003,0,0,0
26-10-2019 0.00,1321,-2.01,0.003,0,0,0
26-10-2019 1.00,1322,-2.332,0.003,0,0,0
26-10-2019 2.00,1323,-2.724,0.003,0,0,0
26-10-2019 3.00,1324,-3.219,0.003,0,0,0
26-10-2019 4.00,1325,-3.769,0.003,0,0,0
26-10-2019 5.00,1326,-4.725,0.003,0,0.012,0
26-10-2019 6.00,1327,-4.716,0.003,12.854,51.088,86.962
26-10-2019 7.00,1328,-3.316,0.003,106.611,243.787,1334.161
26-10-2019 8.00,1329,-1.176,0.003,247.777,429.066,3056.506
26-10-2019 9.00,1330,0.751,0.003,372.82,570.583,3572.807
26-10-2019 10.00,1331,2.058,0.003,453.166,658.678,3800.128
26-10-2019 11.00,1332,2.93,0.003,489.439,687.326,3884.961
26-10-2019 12.00,1333,3.41,0.003,469.375,654.563,3912.613
26-10-2019 13.00,1334,3.485,0.003,394.9,562.613,3788.523
26-10-2019 14.00,1335,3.129,0.003,276.754,417.731,3434.002
26-10-2019 15.00,1336,1.896,0.003,132.998,229.767,2680.904
26-10-2019 16.00,1337,-2.167,0.003,16.073,38.14,315.995
26-10-2019 17.00,1338,-3.582,0.003,0,0,0
26-10-2019 18.00,1339,-3.973,0.003,0,0,0
26-10-2019 19.00,1340,-4.198,0.003,0,0,0
26-10-2019 20.00,1341,-4.334,0.003,0,0,0
26-10-2019 21.00,1342,-4.454,0.003,0,0,0
26-10-2019 22.00,1343,-4.523,0.003,0,0,0
26-10-2019 23.00,1344,-4.565,0.003,0,0,0
27-10-2019 0.00,1345,-4.622,0.003,0,0,0
27-10-2019 1.00,1346,-4.65,0.003,0,0,0
27-10-2019 2.00,1347,-4.684,0.003,0,0,0
27-10-2019 3.00,1348,-4.672,0.003,0,0,0
27-10-2019 4.00,1349,-4.406,0.003,0,0,0
27-10-2019 5.00,1350,-3.75,0.003,0.001,0.004,0
